Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Parking,Links,Construction Type
Retail Space,340 sq.m.,"Շահումյան փողոց, Չարենցավան","$170,000",USD,"Each floor is 170 sq/m, there is a new and used auto parts store on the 1st floor, the possibility to expand the land up to 480 sq/m, other questions by phoneTranslated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/18650234,Stone
Everything Else,9000 sq.m.,"Sevani street, Abovyan","$250,000",USD,"Operating greenhouse for sale, c. In Abovyan, near the road leading to Jraber, all the infrastructures are available, it is possible to exchange apartments or a commercial area in Yerevan.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/16072625,Stone
Functioning Business,850 sq.m.,"Marzpetuni street, Garni","$1,500,000",USD,"An operating business area is for sale near the front line of Garni temple, with all its amenities. The front part is 45 m.It has 2 kitchens, 4 tonir and 1 barbecue.Has a 3-room with all its accessories. Noah's Garden, Noyan Aygi Shop of Armenian products and souvenirs. Price Negotiable:Tel: Zero seventy-seven twenty-one zero nine twenty-oneTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/16963447,Stone
Hotel,1000 sq.m.,Kotayk › Zovuni,"$200,000",USD,Срочно продаётся предназначенная для 2-х этажной гостиницы строение общей площадью 300кв. М. Площадь земельного участка 1000кв. М. Все комунальные соединения подключены. Частичнообнесенно забором из камня. Здание не находится под арестом или залогом. Все документы готовы. В доме есть 8 раздельных гостиничных помещений с собственными сан. Узлами. Водные и электрические отведения в доме сделаны и готовы к подключению. Звоните только реально заинтересованные. Вайбер ватсап + 7967 2022220,Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Courtyard,,,,,,https://list.am/en/item/18349787,Stone
Retail Space,82 sq.m.,"2nd microdistrict, Abovyan","$100,000",USD,"Gas, electricity, water supply, functioning market, negotiable, exchange with an apartment is possible only in Yerevan with your surchargeTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17676983,Stone
Industrial and Manufacturing,2218 sq.m.,"2-րդ արդյունաբերական թաղամաս 6, Աբովյան","$920,000",USD,"Plant and industrial land is for sale in Abovyan A production complex in Abovyan is for saleTotal plot area 20,000 square meters, fenced, purpose: Production.The total area of the buildings is 2414 square meters, which includes:sandwich panel module, 2218 square meters, ceiling height 8.5 m, administrative part,Warehouse with a total area of 195 square meters, half-built, guard house.Gas, three-phase current: Own email. From the substation: 240 KWa.Code – SV053Price: $920,000Call for detailsTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,Covered parking,https://list.am/en/item/17385028,Panels
Agricultural Space,891 sq.m.,"Арзнийское шоссе, Абовян","$52,000",USD,"A business container with its own slaughterhouse is for sale. There is also drinking water, irrigation water, sewerage, the territory is located in the area in front of the dispensary, about 200 meters away from the road, the price is negotiableTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,Other,Common from the Courtyard,,,,,,https://list.am/en/item/18348365,Stone
Functioning Business,100 sq.m.,Kotayk › Charentsavan,"$65,000",USD,"A functioning inn town is for sale in Charentsavan, in the central part.It has everything you need, property, three-phase electricity.Translated from Armenian",Dec-12-2022_20-24,Partial Furniture,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18410833,Stone
Multifunctional Space,1040 sq.m.,Kotayk › Hrazdan,"$240,000",USD,"Multifunctional area for sale: Car wash, car tech. Service point, storage areas. The building has 2 floors, 2 floors have an entrance. The building is provided with gas, light (three-phase), sewerage. Call for details. The area is also located in the center district.The area is valid for more than 25 years in case of URGENT purchase.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17665321,Stone
Multifunctional Space,280 sq.m.,"Kentron block, Hrazdan","$83,000",USD,"It is located in Hrazdan Kentron district, a busy subdivision, two floors, 280 square meters, it has all communications, gas, electricity, water. Hurry up, that's why I paid the price.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16450881,Monolith
Multifunctional Space,1200 sq.m.,"Kentron block, Hrazdan","$125,000",USD,"It is located in the back of the Marzpetaran, in the lower part of Makravan district. The total land is 3000 square meters. The building is 1200 square meters. 3 floors + attic 300 square meters.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/16836872,Monolith
Retail Space,40 sq.m.,"August 23 Street 11, Abovyan","$75,000",USD,"Commercial area in the center of Abovyan city, has a basement floor of 30 square meters, which can serve as both a production and a storage area.At the moment it operates as a Grand Candy brand store. Suitable for any type of store.It is a very busy area, there is a parking lot only 20 meters away.Nearby there is a market, a supermarket, a change shop, a clothing store, etc.The area is privatized, we only sell, do not offer rent or exchange. It is not an organization, I am not a broker, I am the owner of the areaPRICE WILL BE BARGAINED FOR A REAL BUYERTranslated from Armenian",Dec-12-2022_20-24,Not available,Available,Other,Common from the Street,,,,,,https://list.am/en/item/16715724,Stone
Multifunctional Space,1150 sq.m.,Kotayk › Tsakhkadzor,"$350,000",USD,"It is located 100 meters from Tsaghkadzor Mariott Hotel, on the 1st line, right on the road leading to the cable car. The land area is 1000 square meters + , one floor of the building is 381 square meters (24.4*15.6) Beautiful and comfortable stairs lead to a flat roof with a beautiful view, where it is desirable to organize a restaurant or cafe business.Also available for rent.This is the price until the end of this month.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17497693,Stone
Multifunctional Space,1000 sq.m.,Kotayk › Dzoraghbyur,"$615,000",USD,"Region: KotaykStreet: Lighting, first line near the main roadThe area of the land is 3000 square metersThe area of the workshop is 1000 square meters, the height is 6 metersOffice area - 432 square metersAdditional half-built - 216 square metersThe office has 14 rooms, 6 bathrooms, jacuzzi, canteenAll the necessary communications are available: Sewerage, gas, water, internet WIFI, own 10000V 250 KWA transformer.On the walls 56 pieces 60 clouds 3 phase 380V automaticsThe area is fenced with a 3 meter high fence, there are 2 big electric gates, a guard house, a car park. It is monitored by cameras.It has a green yard with beautiful deer and ornamental plants.Only 14 km from the city center (Opera House)Code 15161640Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/15161640,Panels
Warehouse,39 sq.m.,"Եղիշե Չարենցի փողոց, Նոր Հաճն","8,000,000 ֏",AMD,A commercial space is for sale in the city of Nor Hachn. At 12/4 Charents Street. Can be used for various activities.Translated from Armenian,Dec-12-2022_20-24,Not available,Not available,Second Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/18696786,Stone
Warehouse,106 sq.m.,"Չարենց փողոց, Նոր Հաճն","14,000,000 ֏",AMD,"Commercial premises for sale, 12/2, Charentsi Street, Nor Khachni. With an area of 67 square meters.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Second Line,Common from the Courtyard,,,,,Outdoor parking,https://list.am/en/item/18696784,Stone
Industrial and Manufacturing,1290 sq.m.,"3-րդ փողոց, Արզնի","$350,000",USD,"A two-storey building is for sale in Arzni administrative area.The total land area is 1500 square metersThe area of the building is 1290 sq. M. (each floor is 430 sq. M., with the basement and roof being highly insulated)The front part of the building is adjacent to the highway.Translated from Armenian",Dec-12-2022_20-24,Available,Available,First Line,Common from the Street,,,,,,https://list.am/en/item/15833750,Stone
Multifunctional Space,1654 sq.m.,Kotayk › Ptghni,"$58,000",USD,"Can be used for various activities, I am not an intermediary, I am the owner, the place is located 1-2 kilometers from Yerevan city centerTranslated from Armenian",Dec-12-2022_20-24,Not available,Available,First Line,Separate from the Street,,,,,,https://list.am/en/item/16528473,Monolith
Hotel,1100 sq.m.,Kotayk › Proshyan,"$300,000",USD,"A hotel is for sale. Business apartment in Proshyan State Farm. Total 1100 square meters. The building is 670 square meters. Each floor is 335 square meters. It has 5 rooms, a large hall, 3 rooms have 2 billiard tables. It is on the first line. It is also suitable for other businesses.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18299457,Stone
Industrial and Manufacturing,1160 sq.m.,Kotayk › Abovian,"$80,000",USD,"Urgently for sale: Building with industrial purpose, 160 square meters + 1000 square meters of asphalted area. The building is built with tuff on both sides, lined with khas shar. The height is 5 meters. The roof with panels. All communications are available: Three-phase current from own substation, gas, two drinking water lines with high pressure from the best water lines in Katnaghbyur, internet, sewage, irrigation canal. Separate entrance with newly made asphalt 20 meters from the main road. Fenced on three sides, there are very tall and beautiful willow trees, walnut trees. 10 km from Yerevan. The main route is very busy and well-known, it is on the route going to fish restaurants in Katnaghbyur. It is suitable for carrying out any production activity.Translated from Armenian",Dec-12-2022_20-24,Available,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/17270887,Stone
Retail Space,42 sq.m.,Kotayk › Hrazdan,"13,500,000 ֏",AMD,"51 square, has a basement, part is not for sale is emptyTranslated from Armenian",Dec-12-2022_20-24,Not available,Available,First Line,Separate from the Courtyard,,,,,,https://list.am/en/item/15620596,Panels
Industrial and Manufacturing,2100 sq.m.,"Լուսավորության փողոց 1/1, Ձորաղբյուր","$185,000",USD,"A commercial space is for sale in Dzoraghbyur, at the beginning of the village, 50m from the main road, large trucks and vans enter the area quietly.1. The total land is 2100 square meters. The importance of production, all buildings together 860 square meters2. Residential house, 2 floors, 227 square meters, completely renovated, all windows of European production, 2 bathrooms, needs cosmetic repairs.3. Guard post 30 square meters4. 3 warehouses each 50 square meters Х=3m, the partitions can be demolished and get a total area of 150 square meters5. Workshop 391 square meters H=3.5-4.5m6. The entire area is fenced with tuff stoneIt is very suitable for living and establishing production at the same time.The workshop has three-phase electricity, gas, water, internet, cameras, electric gateFor more information callTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,"Outdoor parking, covered parking, garage",https://list.am/en/item/18098160,Stone
Functioning Business,400 sq.m.,Kotayk › Dzoraghbyur,"2,500,000 ֏",AMD,"Strawberry greenhouse 400 m/sqsolid construction1400 + small bags and 420 + large bags available inside, drip systemCall for more informationquoted price without area...Strawberry strawberry greenhouse.UrgentTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18178468,Cassette
Automotive Service,300 sq.m.,"Խաչատուր Աբովյանի փողոց 1, Գառնի","$55,000",USD,"Existing car service points for sale in the central part of Garni village, with his property.Two dangrats with five points, one yama, a penny moika + a vacuum cleaner room, etc.Welding machines (autogen, co, two-phase electro), brake caliper, clutches, sverlen and etc.Carpet washing equipment.Bucks, boxer, operating business.Translated from Armenian",Dec-12-2022_20-24,By agreement,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16418597,Stone
Everything Else,930 sq.m.,Kotayk › Zovk,"6,500,000 ֏",AMD,"A plot of land for rural purposes is for sale, with a two-lane road, electricity, gas, and water. It is possible to make it near the house. NegotiableTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18097363,Stone
Retail Space,70 sq.m.,Kotayk › Byureghavan,"$80,000",USD,"Shop for saleIn the city of ByureghavanIn the central partRenovatedIt is also available for rent for 120,000 AMDExchange with an apartment in Yerevan or AbovyanTranslated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17930018,Monolith
Office Space,220 sq.m.,Kotayk › Arinj,"$150,000",USD,"The building is located on the central street of Arinji. It has a basement, 4 separately closing doorsCamerasSecurity system3 bathroomsair conditionersOperating dental clinic and two leased premises. Provides permanent stable passive incomeTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18108460,Stone
Hotel,8500 sq.m.,Kotayk › Hankavan,"$350,000",USD,"Children's sanatorium for sale in Khankavan: 610 square meters building, 651 square meters playground, 8500 square meters of land. There is water, electricity, sewage. The area is fenced. A river flows through the area, there is a forest nearby.#Naltakyan Realty Charentsavan#Real estate agency#Hankavan #Kotayk #TsaghkadzorTranslated from Armenian",Dec-12-2022_20-24,Partial Furniture,Not available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/18695608,Stone
Functioning Business,50 sq.m.,"Qochinyan St, Yerevan","37,000,000 ֏",AMD,"Business space for sale in Jrvezh, on the private main road, first line. The space is fenced, has a separate bathroom, has water and sewage, has the possibility to build a 2nd floor, also negotiable.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18010981,Stone
Functioning Business,3000 sq.m.,"Eghvard highway 1, Yerevan","$200,000",USD,Urgent sale of a cattle barn with a tangled coffin which has all the conveniences of a part-time sale partial saleTranslated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16749812,Stone
Agricultural Space,1200 sq.m.,"Arzni Highway, Abovyan","$45,000",USD,"The plot of land is located on the opposite side of Yerevan Sevan highway, lane 2. Abokhchovi is fenced and has a capacity for the construction of 160 karkus.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Second Line,Common from the Street,,,,,,https://list.am/en/item/18580836,Stone
Automotive Service,300 sq.m.,"Շահումյան փողոց 5/1, Չարենցավան","$150,000",USD,Details by phonePrice Negotiableexchange for an apartment in Yerevanthe area of the building is 220 sq/m (the land is 300 sq/m)possibility to expand the land up to 400 m/sq equipment is included in the priceTranslated from Armenian,Dec-12-2022_20-24,Available,Not available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/18644637,Stone
Multifunctional Space,760 sq.m.,"7-րդ թաղամաս, Չարենցավան","$250,000",USD,"A big two-storey stone house is for sale in Charentsavan. 380 sq. M. Area on each floor. 2000 sq. M. Land partially fenced, orchard with fruit trees. It is provided with constant drinking water, electricity, gas is at a distance of a few meters. It is suitable asguest house, private house, recreation area, production area for use.ԱսAddress 8 district. (micro)Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17681229,Stone
Office Space,80 sq.m.,Kotayk › Abovian,"$50,000",USD,Two-storey building near the 4th micro market. Each floor is 40 square meters. The first floor is renovated. It is for sale in parts. Exchange with a car or land is possible. For more information call.Translated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/15846074,Stone
Industrial and Manufacturing,7210 sq.m.,"Purakain street, Hrazdan","$520,000",USD,"Գործող սպանդանոց վերամշակվող արտադրամասերով։Հողի ընդհանուր մակերեսը13660 մ քառակուսի։Շինությունների ընդհանուր մակերեսը 1490 մ ք։Ունի մշտական ջուր, գազ, եռաֆազ հոսանք։Ունի համապատասխան լիցենզիա։Կից ունի անասնագոմ։Երևանից հեռավորությունը 45 կմ։Հնարավոր է նաև վարձակալություն։Մանրամասն ինֆորմացիայի համար զանգահարել։",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/15572646,Stone
Functioning Business,4500 sq.m.,"3-րդ փակուղի 2, Բալահովիտ","$325,000",USD,"Operating poultry farm, exchange, negotiable to real buyer... Also available for rentTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17920936,Stone
Retail Space,1200 sq.m.,Kotayk › Arinj,"$130,000",USD,"Կոդ՝ D-14155Վաճառվում է կոմերցիոն տարածք Առինջ գյուղում 1 հարկանի քարե/մոնոլիտ շենքի 1-ին հարկում։ Տարածքը միջին վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ավտոկայանատեղ, սանհանգույց, խոհանոց, կահույք, տեխնիկա, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Arinj village. The area is middle renovated and is located on the ground floor of the 1-storey stone/monolith building. The entrance door is iron-made, the windows are euro-based, the floor is covered by solid granite and is tiled, the electric wires and pipes are newly changed. The area has a parking, bathroom, kitchen, furniture, technical devices, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Dec-12-2022_20-24,By agreement,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/16668569,Stone
Everything Else,3900 sq.m.,Kotayk › Arzni,"$195,000",USD,"M-22503Վաճառվում է 3900 քմ. Կոմերցիոն տարածք Արզնիում: Տարածքը կապիտալ վերանորոգված է: Պատուհանները՝ եվրո, հատակը՝ սալիկապատ: Ունի 3մ պարիսպ, ավտոկայանատեղի բակում, օֆիսային տեխնիկա, եռաֆազ հոսանք, ջեռուցման համակարգ, մշտական ջուր և գազ: Ճակատի երկարությունը 40 մ:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 3900 sq. M commercial area for sale in Arzni. The area is newly renovated. The windows are euro-based, the floor is tiled. It has fence, parking in the yard, office technique, three-phased electricity, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18026630,Stone
Restaurant,"10,000 sq.m.","Տիգրանաձորի փողոց 112, Արամուս","$250,000",USD,"Urgent sale of a recreation zone in Aramus, the plot of land is for public development10000 square meters, suitable for any activity, has its own station 250kv, drinking water, natural gas, orchard, rest rooms, open pavilions, bakery, etc.This area is adjacent to Mount Hatis, I will listen to exchange offers, with an additional fee.For details, call ArmanTranslated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/18069105,Stone
Automotive Service,1650 sq.m.,Kotayk › Abovian,"$450,000",USD,"The car service center is located in Abovyan. It has 4 services to wash yourself. There is a vulcanization with 1 box washing point in the area and 3 points as a box office space, a three-phase solar station. For other questions, call.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/16509724,Stone
Multifunctional Space,183 sq.m.,"Yeritasardakan street, Abovyan","$130,000",USD,"Also exchange. Located on the 1st floor of a 5-story building, 183m2 can be used for various purposes (shop, clinic, bank, etc.) It has entrances from both sides of the building. Now it is for rent. I will listen to offers for construction equipment, cars, etc. In exchange with suitable conditions. With an additional fee from you. Price It is negotiable. Partial payment is possible.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/15836375,Stone
Industrial and Manufacturing,2100 sq.m.,"Կոտայքի փողոց, Բյուրեղավան","80,000,000 ֏",AMD,"An existing stone workshop is for sale in the city of Byureghavan. The total area of the land is 2100 square meters. M. The area of the building is 850 square meters. M. It is. The height is 8 meters. The area also includes an administrative section, surrounded by fruit trees. There is water, three-phase electricity, sewage. Equipped with a 3 ton capacity hoist.It is also suitable for organizing storage or other production.Sale Price. 80 000 000 AMD.Can also be rented partially, furnished or unfurnished.Rent price 1 square meter 800 dramsTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/16054149,Stone
Retail Space,557 sq.m.,Kotayk › Hrazdan,"$265,000",USD,"Located in Hrazdan Kentron district, busy section, two floors, 280 sq. M., has all the communications, gas, electricity, waterTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/17676482,Stone
Industrial and Manufacturing,1000 sq.m.,Kotayk › Ptghni,"$265,000",USD,2 floors 12×36 square meters. With a boiler. 3500 square meters of land. The area is privatized. The land and the building are privatized. The significance of the land for the construction of the building. The meaning of the building is production: Owner.Translated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/17236365,Panels
Everything Else,1747 sq.m.,"Arzni Highway, Abovyan","$350,000",USD,"The land area is 9000 m. Q.: There are 2 buildings in the area 1747 m. Q.: The area is very convenient for organizing production, hotel complex, recreation area. For more information call:Code 8065Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/13524165,Stone
Multifunctional Space,651 sq.m.,"1-ին փողոց, Պտղնի","$750,000",USD,"Realty Consult ID` Q 1905Վաճառվում է կիսակառույց համալիր, որը կարող է օգտագործվել որպես հասարակական նշանակությանԿոտայքի մարզ, Վերին Պտղնիում (Բոյնի թաղամաս)Հողամաս՝ 842․0 քմ, ճակատ՝ 15․9 մՀիմնական շինության մակերեսը՝ 650․5 քմՕժամդակ շինությունների ընդհանուր մակերեսը՝ 55․2 քմ՝ պահեստներ և այլնԳԻՆԸ ՝ 750․000 $Անշարժ գուքը համալրված է հետևյալ ինժեներական ցանցերով և կոմունիկացիաներով՝ գազ, ջուր, կոյուղի, էլեկտրականություն, եռաֆազ:Հողամասը հարթ է, պարսպապատ, ասֆալտապատ և բարեկարգվածՇինությունը կառուցված է ժամանակակից ստանդարտներին համապատսխանՇինությունը մասնակի վերանորոգված է։ Նորոգված հատվածը գտնվում է շատ լավ վիճակում, իրականացված է ժամանակակից նորմերին համապատասխան_Realty Consult ID` Q 1905Продается комерческий объектКотайкская область, село Верин ПтхниЗемельный участок: 842.0 кв. М, фасад: 15.9 мОбщая площадь: 650․5 кв. МОбщая площадь дополнительных строений: 55․2 кв. М: Склады и т. Д.ЦЕНА: 750.000 $Комплекс оборудован следующими коммуникациями: Вода, канализация, электричество, газ, отопление, видеонаблюдение и др.Внутренняя отделка комплекса выполнена частично. Отремонтированная часть находится ш отличном состоянии._Realty Consult ID` Q 1905Sale a commercion object, which operates nowArea lot 842.0 sq. MResidential building 650.0 sq. MPrice 750.000 $The object is replenished with necessary communications and engineering networksThe building is built in modern standarts and with engineering networksThe interior of the object is some renovated, the main part needs remodelingTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/18633401,Monolith
Multifunctional Space,1100 sq.m.,"Gevorg Chaush street, Yerevan","$300,000",USD,"A 2-storey commercial area of 1100 sq. M. Is for sale on the first line near the former Ministry of Defense near Yerjan Ashtarak highway. Մ. Total area: The area is in good condition. Euro windows, air conditioner, metal door are installed, the floor is covered with laminate and chromogranite. It is provided with constant water and gas supply. It is heated by a heating system. The bathrooms are tiled, equipped with sanitary ware.Code 17916Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Second Line,Common from the Street,,,,,,https://list.am/en/item/17433365,Stone
Automotive Service,45 sq.m.,Kotayk › Abovian,"1,300,000 ֏",AMD,"I am selling an existing business car wash, urgently call for detailsTranslated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Common from the Street,,,,,Covered parking,https://list.am/en/item/18671061,Stone
Hotel,343 sq.m.,"Տանձաղբյուրի փողոց 4/22, Ծաղկաձոր","$545,000",USD,"The land area is 400 m, the building area is 343 m. Three-storey with 9 rooms, each with its own bathroom. Unexploited. The price includes the property. Technique: Tableware and bedding Access from the Marriott Hotel area.Booking-Elis Hotel:Facebook-Elis Hotel:Translated from Armenian",Dec-12-2022_20-24,Available,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/10447616,Monolith
Functioning Business,1120 sq.m.,"15-րդ փողոցի 1-ին նրբանցք, Պտղնի","$82,000",USD,"Rest area for sale in Patni, newly built, has a swimming pool 4-6 1-67 deep, with a filling system, a pavilion for up to 35 people with its grill, toaster, furniture. , a large garden with fruit trees, tuas, fenced. For sale with the property. Together. Has a house project permit.Translated from Armenian",Dec-12-2022_20-24,Available,Not available,Second Line,Separate from the Courtyard,,,,,,https://list.am/en/item/18177471,Stone
Retail Space,55 sq.m.,"Գուրգեն Արշակյան թաղամասի 2-րդ փակուղի 1, Բալահովիտ","$55,000",USD,Grocery store with all utilities for rent.Translated from Armenian,Dec-12-2022_20-24,Available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18633263,Stone
Industrial and Manufacturing,2600 sq.m.,"Gortsaranayin St 1, Hrazdan","$250,000",USD,"A former knitting factory is for sale in an industrial area, next to Gres (Block 5)There is an operating railway station nearby. The total area is 1.54 hectares, the building is about 2600 square meters. Suitable for organizing any type of activity.Factory / production area / production areahttps://maps.app./D59WYAgVM1XfrrVu8:Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/11978007,Stone
Functioning Business,52 sq.m.,"2-րդ փողոց 54, Հրազդան","$27,000",USD,Operating business for sale. Exchange option car + money is possible. The whole property is newTranslated from Armenian,Dec-12-2022_20-24,Available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/16998636,Stone
Industrial and Manufacturing,112 sq.m.,"Shahumyan street, Charentsavan","10,000,000 ֏",AMD,"Capital constructionThe land area is 82 square metersThe building area is 112 square metersAvailable:Two garages, each 5.30-6.5m *** 21 sq. M. + 21 sq. M. - 42 sq. M.AvailableProduction building 4 m-9 m * 36 sq. M.ԵՒ 40 sq. M. Open balconyIt is possible to expand the land up to 20 square metersIron gateland and building ownI will listen to suggestionsI will exchange it with a car, land, apartment for an additional fee.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/13959728,Stone
Retail Space,5 sq.m.,Kotayk › Arzni,"1,100,000 ֏",AMD,"A completely new wooden house is for sale.Area 2.5 * 2.5Height 2.90Designed for coffee, fresh point.Not used.#fresh #coffee #freshibutka #butka:#taxavar:Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17644437,Wooden
Functioning Business,30 sq.m.,"Shirak street, Yeghvard","4,000,000 ֏",AMD,"Not for sale, in exchange for a car, 30 sq. M. Area for sale in Shenker district of Yeghvard city. Has candidates, also exchangeTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16245369,Cassette
Multifunctional Space,205 sq.m.,"Չարենցի փողոց 64/1, Եղվարդ","$137,700",USD,The building is located at Charentsi 64/1 in Yeghvard city. The structure is completely new. For more information call.Translated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/17097266,Stone
Retail Space,5 sq.m.,Kotayk › Yeghvard,"$1,500",USD,Գտնվում է թարմ վիճակում,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17352215,Wooden
Office Space,80 sq.m.,"Geghard street 5, Abovyan","$45,000",USD,The area is commercial. Located on the ground floor of an apartment building. Equipped with all utilities. Suitable for almost any type of activity.Translated from Armenian,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17342964,Monolith
Hotel,3800 sq.m.,"Charents street, Ծաղկաձոր","$1,100,000",USD,"A three-storey hotel complex is for sale in Tsakhkadzor, Kotayk region. The total area of the land is 3800 square meters. Is. The hotel has a total of 20 hotel rooms, consisting of 1.2 and 3 rooms. The hotel is fully renovated. It is provided with all the communal amenities. The yard of the complex is fenced with greenery. There are 2 cottages in the area adjacent to the hotel, each with an area of 140 square meters. There is also a two-storey private house in the territory of the complex. The hotel complex is located on the roadside.Code 10580Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/16694261,Monolith
