Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,600 sq.m.,3,8+,3+,No Renovation,600 sq.m.,"Sisakyan street, Ashtarak","$220,000",USD,"3 floorsTotal 600 square metersEach floor is 200 square metersOn the roadFrontage about 35 meters + 15 meters frontage from the other streetThe house can also serve as a business center: Hotel, supermarket, banks, hotel, children's and adults' entertainment center, clinic, training center and other interesting centers.Call the viber numberThe house is sold by owner without a brokerNegotiable: Not over the phone, only on site after looking at the house.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17920104,,,,,,
House,Stone,180 sq.m.,1,4,1,Major Renovation,600 sq.m.,Aragatsotn › Mughni,"$76,000",USD,"K-20726Վաճառվում է 1 հարկանի 4 սենյականոց առանձնատուն Մուղնիում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ջեռուցման համակարգ, ավտոտնակ, պտղատու ծառեր, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Mughni. The rooms' quantity is 4. The house is newly renovated. The entrance door is made of iron, the windows are euro-based, the floor is covered by laminate. The bathroom is combined and tiled, the electric wires and pipes are newly changed. It has a heating system, garage, fruitful trees and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-25,,,,,,https://list.am/en/item/11453263,,,,,,
House,Stone,670 sq.m.,2,6,1,Old Renovation,450 sq.m.,Aragatsotn › Byurakan,"$45,000",USD,"Private house for sale in Byurakan, 2 floors, exchange with an apartment is also possibleTranslated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/18185692,,,,,,
Country House,Stone,450 sq.m.,3,8+,3+,Major Renovation,,Aragatsotn › Ashtarak,"$200,000",USD,"Գտնվում է Աշտարակ - Օշական խաչմերուկի մոտ, Երեք հարկանի քարե առանձնատուն:ՈՒնի մեծ այգի բերքատու ծառերով: Շենքը կառուցվել է 2005 թվականին.Տրվում է նաև վարձով:",Nov-25-2022_00-25,,,,,,https://list.am/en/item/11804555,,,,,,
Country House,Stone,200 sq.m.,2,8+,3+,No Renovation,,"Улица Арагаца 32, Воскеваз","$70,000",USD,"Two-storey private house is for sale in Voskevaz village, on the bank of Shakhvert river / total area 1500 sq. M. Meters. The front part of the house is covered with polished stone. The house is provided with constant electricity, water and gas. There is a garage.The house is convenient to use as a summer house. An exchange with an apartment in Yerevan is possible.Translated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/11394518,,,,,,
House,Stone,200 sq.m.,2,8+,2,Partial Renovation,,"Улица Арагаца 32, Воскеваз","$60,000",USD,"Two-storey private house is for sale in Voskevaz village / the total area is 1200 m. Sq.The house is provided with constant electricity, water and gas. It has an orchard. An exchange with an apartment in Yerevan is possible.Translated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/11394559,,,,,,
Country House,Monolith,230 sq.m.,3,8+,1,Old Renovation,1000 sq.m.,Aragatsotn › Aghdzk,"$70,000",USD,"Все построено из монолита. Бетонные блоки толщиной 40 см, высотой 60 см.2 кухни на 1 этаже, 2 гостиные на 2 этаже, 4 спальни на 3 этаже, подвал на всю длину дома. Два гаража.Հողամաս, ամառանոց, դաչաԿառուցված է ամբողջը մոնոլիտ: Բետոնե բլոկների հաստությունը 40սմ, բարձրությունը 60սմ:1-ին հարկում 2 խոհանոց, 2-րդ հարկում 2 հյուրասենյակ, 3-րդ հարկում 4 ննջարան և տան երկարության նկուղ: Երկու ավտոտնակ:",Nov-25-2022_00-25,Available,2 spots,,,,https://list.am/en/item/17008410,,,,,,
Country House,Stone,260 sq.m.,2,8+,2,Partial Renovation,1600 sq.m.,Aragatsotn › Aparan,"$55,000",USD,"Two-storey private house is for sale in the central part of Aparan city, at 7 Aivazovsky street, 5 minutes away from ""Gntunik"" market. The house has a large plot of land, a small annex, a garden with fruit trees, a new roof, a new fence and other communal facilities. It can be used as a residential house, summer house, guest house / hotel or for other purposes.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16485811,,,,,,
House,Stone,450 sq.m.,2,4,2,Old Renovation,280 sq.m.,Aragatsotn › Oshakan,"$21,000",USD,"A two-story house for sale in Oshakan village, there is one room on the first floor, one bathroom, a storage room (pantry), a birdhouse, a toaster, details by phoneTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18057839,,,,,,
House,Stone,80 sq.m.,1,5,1,No Renovation,,"10th Street, Katnaghbyur","$15,000",USD,"Private house for sale in Katnaghbyur village, 2000 sq. M., has a land, next to a cattle barn (half-built)Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16152203,,,,,,
House,Stone,113 sq.m.,1,4,1,No Renovation,150 sq.m.,Aragatsotn › Aparan,"$20,000",USD,"For more information call.House 3, Davti Street, Sasuntsi.Call: WhatsApp, viber.Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/12206036,,,,,,
House,Stone,120 sq.m.,1,5,1,Partial Renovation,1000 sq.m.,"1-ին փողոց 13, Կայք","10,000,000 ֏",AMD,Call for details. The house is located in the village of Kayak in the city of AparanTranslated from Armenian,Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/17762605,,,,,,
Country House,Stone,268 sq.m.,2,4,1,Old Renovation,3400 sq.m.,Aragatsotn › Artashavan,"$85,000",USD,Տունը գտնվում է ԱրտաշավանումԵրևան Ապարանմայրուղու վրա,Nov-25-2022_00-25,,,,,,https://list.am/en/item/16566777,,,,,,
House,Stone,800 sq.m.,1,4,1,Major Renovation,190 sq.m.,Aragatsotn › Aparan,"$50,000",USD,"Own house for sale800/190 square metersAparan, Z Daryan street4 roomsOwn house with attic for urgent sale, property available, Baxi, fully renovated, fireplace, fruit garden, the area is stone fenced, everything mentioned in the privatization certificate has been renovated, with propertyCode mg1015Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/18332861,,,,,,
House,Bricks,84 sq.m.,1,4,1,No Renovation,,Aragatsotn › Melikgyugh,"2,200,000 ֏",AMD,"A brick house with a wooden frame is for sale URGENTLY in Melikgyo, in good condition.Price negotiableTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17560552,,,,,,
House,Stone,350 sq.m.,2,6,2,Partial Renovation,750 sq.m.,Aragatsotn › Ashtarak,"$37,000",USD,"Two-story private house for sale in Ashtarak (Oshakan)It has a beautiful view of the valley, it is fenced, there is also a wine house, and there is a large garden with fruit trees in the yard. The house has gas, electricity, water, sewage, internet connection.The house has not been occupied for about a year.It is also very suitable as a summer house. NegotiableCode 0500284Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/18290194,,,,,,
House,Stone,8500 sq.m.,3,8+,3+,Major Renovation,8500 sq.m.,"Ashtarak highway, Yerevan","$640,000",USD,"Code ART122:Tsiranashen is a unique complex in the Republic of Armenia with a total area of 3 hectares. Tsiranashen is located in Ashtarak, not far from Yerevan. The complex is surrounded by Ararat, Aragats and Ara mountains. There are 3 buildings in the complex, in perfect condition, with 9 bedrooms and 6 bathrooms. The peculiarity of Tsiranashen is the large water resources, the proximity to the main highway connecting the big cities of Armenia, the unique architecture, which is decorated with expensive tuff of Armenian red. Tsiranashen is a special complex with a spacious yard, a swimming pool, a stone building with a marble-granite floor. Tsiranashen is the best investment in Armenia. In the southern part of the complex there is a large space, which can be a tennis court. There is also a half-built building (garage) for more than 40 cars. This building can also be used as a gym, swimming pool or something else. The fresh air, the wonderful place and the high quality building will make perfect any of your business plans.Code ART-122Translated from Armenian",Nov-25-2022_00-25,By agreement,3 or more spots,,,,https://list.am/en/item/10395344,,,,,,
House,Stone,50 sq.m.,1,2,1,Old Renovation,540 sq.m.,Aragatsotn › Aparan,"$7,000",USD,"House for sale in Yernjatap village, Aragatsotn region. The house is not renovated. The land area is 540 square meters.Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/16209478,,,,,,
House,Stone,137 sq.m.,2,6,2,Partial Renovation,500 sq.m.,Aragatsotn › Parpi,"$30,000",USD,"Tower, Parpi. Two-story stone house, 1st floor made of concrete, 500 square meters of land on two levels, 137 square meters of living space. It has 2 open balconies, 3 bedrooms. 100 meters from the river. The community is paved. The roof is tiled, prepared for a swimming pool, pipes and wires have been changed, 4 gas points. Windows and doors on the 2nd floor are of European manufacture, the entrance door is made of iron. The 1st floor is not renovated, the 2nd floor is partially renovated. It has a small garden, 4 newly planted cherry trees, 4 walnut trees.The community is active, has a school, kindergarten, shopsTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18330052,,,,,,
House,Panels,100 sq.m.,2,4,1,Partial Renovation,800 sq.m.,Aragatsotn › Oshakan,"$50,000",USD,"Երկհարկանի բնակարան մասնակի վերանորոգված, ապահովված է տաք և սառը մշտական ջրով, բնական գազով, նկուղային հարկով, ունի փակ բակ և՛առջևում, և ետնամասում՝ դեպի այգի տանող հատվածում, այգում կան պտղատու ծառեր, ունի բաց պատշգամբ։Կա նաև անասնագոմ, հավանոց։ Բավականին շինարրական աշխտանքներ են տարվել ։",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/16621641,,,,,,
House,Stone,1773 sq.m.,1,4,1,Partial Renovation,,Aragatsotn › Talin,"$33,000",USD,"Private house, 100 trees, barn, adjacent half-built, basement completely under the house. The house has 2 plots of land with 1 plot of land worth 28000 $ 2 plots of land 33000 $ finalTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17892933,,,,,,
Country House,Stone,900 sq.m.,1,2,1,No Renovation,840 sq.m.,Aragatsotn › Aparan,"$18,000",USD,"I am selling a country house/house in Yernjatap village of Aragatsotn. In case of questions, please call the given phone number.Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/18219188,,,,,,
House,Stone,410 sq.m.,4+,6,3+,No Renovation,329 sq.m.,Aragatsotn › Ashtarak,"25,000,000 ֏",AMD,"Kitchens: 1, bathrooms: 3 and more, bedrooms: 4, balconies: 3 Open balcony, building type: Stone, condition: Unrepaired, parking: Stone garage: 26 sq. M., fence, permanent water, electricity, gas. The walls are 60 cm thick.2 floors residential + attic + high basement. Each floor is 81.25 square meters, the total living area is 325.4 square meters#Fruit garden# 2 rooms # 3 rooms # 1 room # 4 rooms # 5 rooms # 6 rooms # 7 rooms# apartment # private house # own house#sale # apartment # house # Ashtarak # very urgent# Area # For Sale # Rent # Center # Yerevan # Armenia # Agency # Real Estate # Home # Apartment # Renovated # Clean condition # Apartments # Luxuryhouse # Penthouse # Real Estate Estates # Realtor # Broker # DreamHome # DreamHouseCode 22394Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/11569956,,,,,,
House,Stone,2500 sq.m.,2,4,2,Partial Renovation,2300 sq.m.,Aragatsotn › Ashtarak,"$47,000",USD,The house is located in Kosh villageTranslated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17767750,,,,,,
House,Stone,270 sq.m.,2,7,2,Euro Renovation,1600 sq.m.,Aragatsotn › Artashavan,"$110,000",USD,With all amenitiesTranslated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17259388,,,,,,
Country House,Stone,1200 sq.m.,2,4,1,Cosmetic Renovation,,Aragatsotn › Aparan,"$33,000",USD,"A summer house is for sale in Yernjatap village, Aragatsotn region. At the northern foot of Mount Ara. It is renovated, has 4 bedrooms, the bathroom is inside, kitchen, 3 balconies, large basement. The summer house has a beautiful garden, fruit trees and a pavilion. If you have any questions, call.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17687619,,,,,,
House,Stone,390 sq.m.,2,7,2,Partial Renovation,1300 sq.m.,Aragatsotn › Mughni,"$200,000",USD,"Կոդ՝ B-21329Վաճառվում է 2 հարկանի առանձնատուն Մուղնի գյուղում։ Առանձնատունը մասամբ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ փայտյա և սալիկապատ, սանհանգույցը՝ առանձին, սալիկապատ։ Ունի 2 բաց լոջա, խոհանոցի կահույք, նկուղ, ավտոտնակ, այգի՝ պտղատու ծառերով, տաղավար, լողավազան, մշտական ջուր և գազ։ Առանձնատունը վաճառվում է կահույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Mughni village. The rooms quantity is 7 (2 hall and 5 bedrooms) The house is partially renovated and is stationed on the first line. The entrance door is iron-made, the windows are euro-based, the floor is wooden and tiled, the bathroom separate and tiled. The house has 2 balconies, kitchen furniture, garage, garden with fruitful trees, pavilion, swimming pool and is supplied with constant water and gas. The house is being sold with furniture and electronic devices.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-25,Available,1 spot,,,,https://list.am/en/item/17059632,,,,,,
House,Monolith,305 sq.m.,2,8+,2,Old Renovation,800 sq.m.,Aragatsotn › Mughni,"$97,000",USD,"Վաճառվում է առանձնատուն Արագածոտնի մարզի Օհանավան գյուղում, որը գտնվում է Երևանից 35 կմ հեռավորության վրա:2 հարկանի առանձնատունՆոր գեղեցիկ թաղամասում, Սուրբ Գևորգ եկեղեցու և մի շարք գեղեցիկ առանձնատների հարևանությամբ:Հողատարածքի մակերես`800 քմԲնակելի տան Շինության մակերես ՝ 225 քմՕժանդակ Շինության մակերես ՝ 80 քմԲաղկացած է 9 սենյակներից1 Հյուրասենյակ5 ննջասենյակ1 Խոհանոց1 Լվացքասենյակ2 Սանհանգույց2 ՆախասրահԱռաստաղի բարձրություն՝ 2.90 մ.Առանձնատունը ապահոված է մշտական տաք և սառը ջրով, գազով:Կահույքը և տեխնիկան ներառված է գնի մեջ։Վաճառքի գին՝ 97.000 USDԱռանձնատունը գտնվում է Աշտարակ-Ապարան տանող մայրուղու կողքին: Առկա է մայրուղուց դեպի հողատարածք տանող ասֆալտապատ ճանապարհ: Տեղանքից բացվում է հրաշալի տեսարան, որի մի կողմում Արարատ լեռը և Օհանավանքը իսկ մյուսում՝Արա լեռը և Սաղմոսավանքը, իրենց ողջ վեհությամբ, իսկ առջևում բացվում է գեղեցիկ բնապատկեր դեպի Քասախ գետի կիրճը, որտեղ գտնվում է 12-րդ դարի ժայեռափոր եկեղեցին՝Հրեշտակների անապատը:Նշված եկեղեցիները և իրենց շրջապատող բնությունը զբոսաշրջիկների սիրելի վայրերի ցանկում են գտնվում:Կոդ 11659488",Nov-25-2022_00-25,,Not available,,,,https://list.am/en/item/11659488,,,,,,
House,Stone,460 sq.m.,3,8+,3+,Major Renovation,2500 sq.m.,Aragatsotn › Ashtarak,"$126,000",USD,"4-storey stone house in Ashtarak is for sale. The total area of the building is 460 square meters. M, and the adjacent land - 2500 sq. M. M is. The house is partially renovated, but the arrangement of the rooms is already done. It has 6 bedrooms, 5 bathrooms. It is provided with constant water, gas and three-phase electricity. There is a stone garage for cars.Code 13021380Translated from Armenian",Nov-25-2022_00-25,,1 spot,,,,https://list.am/en/item/13021380,,,,,,
House,Stone,220 sq.m.,2,8+,3+,Old Renovation,900 sq.m.,Aragatsotn › Ushi,"$120,000",USD,"House in Ushi community. The house is old renovated. In the yard there are fruit trees, a swimming pool, a fireplace. For more information call:Code 7303Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/14728856,,,,,,
House,Stone,260 sq.m.,2,5,3+,Major Renovation,1200 sq.m.,Aragatsotn › Ashtarak,"$155,000",USD,"Private house, well-kept garden in the tower, fireplace in the yard, wine houseRenovatedTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18058031,,,,,,
House,Stone,270 sq.m.,2,5,2,No Renovation,150 sq.m.,Aragatsotn › Voskevaz,"$50,000",USD,"A two-story house is for sale, the house is built completely from the ground up and with high earthquake resistance, it has a parking space, land, permanent natural gas, water, electricity, internet.Located away from the hustle and bustle of the city, land to the river bank, fresh air beautiful view.I will also listen to exchange options.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18318515,,,,,,
House,Stone,120 sq.m.,1,5,1,Old Renovation,3000 sq.m.,Aragatsotn › Avan,"$33,000",USD,Дом рядом с ущельем с садом с разными фруктовыми деревьями. Подвал 2.5х4 метра. Коровник 14х7 метров. Прекрасный вид на г. Арарат.,Nov-25-2022_00-25,,Not available,,,,https://list.am/en/item/17139512,,,,,,
House,Stone,186 sq.m.,3,6,2,Major Renovation,560 sq.m.,Aragatsotn › Ashtarak,"$300,000",USD,"3-storey luxurious private house with a 4-room apartment is for sale or exchange in Yerevan, at an additional cost. The house is located in Ashtarak. The total area is 560 square meters. Of which 186 square meters. Residential.There is a garage and a basement on the 1st floorOn the 2nd floor there is a living room, a foyer, a kitchen, a bathroom, 2 open balconiesOn the 3rd floor there are 6 bedrooms, a foyer, a bathroom. The building is newly built. The price is $ 300,000, together with the property and equipment.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16894626,,,,,,
House,Stone,1100 sq.m.,2,6,1,Partial Renovation,,"Աշտարակի խճուղի 47/5, Երևան","$75,000",USD,Apartment for sale in Ashtarak with a 2-storey plot of land ․ has a big garage has gas water irrigation water I will exchange it with an apartment in Yerevan ․Translated from Armenian,Nov-25-2022_00-25,Available,1 spot,,,,https://list.am/en/item/15678980,,,,,,
House,Stone,200 sq.m.,2,8+,3+,No Renovation,800 sq.m.,Aragatsotn › Voskevaz,"$70,000",USD,"Natural gas, water, electricity, internet, everything is permanent, land up to the river bank. Very quiet, rich nature place...Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17489045,,,,,,
Country House,Stone,333 sq.m.,2,5,3+,Old Renovation,,Aragatsotn › Byurakan,"$40,000",USD,"Վաճառվում է 2 հարկանի քարե առանձնատուն Բյուրականում: Շինության ընդհանուր մակերեսը կազմում է 333 ք. Մ, իսկ կից հողատարածքինը ՝ 570 ք. Մ է: Ապահովված է մշտական ջրով, գազով և հոսանքով:Կոդ AH-T148",Nov-25-2022_00-25,,,,,,https://list.am/en/item/15267498,,,,,,
House,Stone,138 sq.m.,1,4,1,No Renovation,1800 sq.m.,Aragatsotn › Ashtarak,"$18,000",USD,"For sale a half-built house with 138 sq. M., 1800 sq. M., land in Karbi village, Ashtarak, has irrigation water, drinking water, beautiful viewTranslated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/17824774,,,,,,
Country House,Stone,1111 sq.m.,1,5,1,Partial Renovation,111 sq.m.,Aragatsotn › Oshakan,"$120,000",USD,"Partial renovation, has 2 living rooms, 2 bedrooms, kitchen, 2 basements. There is a barn, a bakery, a bakery attached to the building. There is also a plot of land attached to the house.Price negotiable for real buyerTranslated from Armenian",Nov-25-2022_00-25,,3 or more spots,,,,https://list.am/en/item/18308441,,,,,,
House,Stone,960 sq.m.,3,7,3+,Major Renovation,2000 sq.m.,Aragatsotn › Ashtarak,"$980,000",USD,"A beautiful private house with interesting architectural solutions is for sale in the best district of Ashtarak city. The area of the building is 960 square meters, and the total area of the land is 2000 square meters. The house has a two-way entrance from two different streets.Basement: Floor, kitchen, bathroom, solar system, water supply system.First floor: Living room, 3 bedrooms, 2 bathrooms, kitchen, open balcony.Second floor: Living room, entrance hall, 2 bedrooms, kitchen, bathroom.The interior of the private house stands out with its luxury. The floor is covered with high quality tiles. All the interior doors are wooden. The rooms are furnished with high quality furniture, there is the necessary household appliances. The kitchen and the bathrooms are tiled and equipped with the necessary sanitary ware. An underfloor heating system is installed on each floor. There are 9 air conditioners, video surveillance systems are fully installed in the private house.The house is completely fenced. The house is surrounded by a well-kept, spacious, green garden, where fruit trees are planted, and in the garden there is a traditional ""barbecue"", where there is a chat room, a swimming pool, a fountain. An open garage is built in the yard, which has the opportunity to expand.This luxurious house is for sale ""with furniture"", without furniture.Sale price: 980․000 USD (including furniture)940․000 USD (empty)Code: AH-T88Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16618592,,,,,,
House,Stone,220 sq.m.,2,7,2,Euro Renovation,2000 sq.m.,Aragatsotn › Parpi,"$185,000",USD,"A beautiful, comfortable two-storey private house is for sale in Parpi community, Aragatsotn region. The house is fully renovated and furnished. The area of the house is 220 square meters, and the total area of the land is 2000 square meters. The road is asphalted.The house consists of:• Entrance hall• 3 living rooms• 4 bedrooms• Kitchen• 2 bathrooms• BalconyBasementIn the yard there is also a rest hall, a swimming pool, a pastry factory, a garage, a tonratun, a barbecue.The bathrooms are tiled and equipped with the necessary sanitary ware. The house is for sale together with all the property and equipment.Sale price: 185․000 USD170,000 USD (without property)Code: AH-T87Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16631946,,,,,,
Country House,Stone,333 sq.m.,2,5,3+,Old Renovation,570 sq.m.,Aragatsotn › Byurakan,"$40,000",USD,"A 2-storey stone house is for sale in Byurakan.The total area of the building is 333 square meters, and the adjacent land area is 570 square meters. Provided with constant water, gas and electricity.Selling price: 40,000 USDCode: GS-T148Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/15074849,,,,,,
House,Stone,90 sq.m.,1,3,1,No Renovation,4000 sq.m.,Aragatsotn › Aruch,"$20,000",USD,A private house is for sale urgently in Aruch village of Aragatsotn region.There is a land of 4000 square meters in front of the house. The house is 90 square meters.It has a barn and other buildings.Call for details.The price is negotiable.Translated from Armenian,Nov-25-2022_00-25,Available,Not available,,,,https://list.am/en/item/17764638,,,,,,
House,Stone,350 sq.m.,2,5,2,Major Renovation,,Aragatsotn › Ashtarak,"$150,000",USD,Մանրամասների համար զանգահարել,Nov-25-2022_00-25,,,,,,https://list.am/en/item/13713062,,,,,,
House,Stone,240 sq.m.,2,6,1,Major Renovation,2300 sq.m.,Aragatsotn › Agarak,"$180,000",USD,"The house is provided with natural gas, drinking water, heating system, three-phase electricity. It has a large basement. 1200 sq. M. Operating greenhouse, 600 sq. M. In progress. There is a refrigerator for flowers. There is a road on both sides. 20 to 25 minutes from Yerevan, free land with about 25 fruit trees;Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17102350,,,,,,
House,Stone,1100 sq.m.,2,4,1,No Renovation,800 sq.m.,Aragatsotn › Oshakan,"$70,000",USD,"Дом находится на центральной улице в Ошакане, Арагацотнм районе. За последние годы были сделаны строительные работы по дому, полностью замена крышы, бетонные перекрытия, каменный забор по территории, увеличение площади дома.",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/17225316,,,,,,
House,Stone,960 sq.m.,3,7,3+,Major Renovation,2000 sq.m.,Aragatsotn › Ashtarak,"$980,000",USD,"Վաճառվում է գեղեցիկ և ճարտարապետական հետաքրքիր լուծումներով կառուցված առանձնատուն` Աշտարակ քաղաքի լավագույն թաղամասում։Շինության մակերեսը կազմում է 960 քմ, իսկ հողատարածքի ընդհանուր մակերեսը՝ 2000 քմ։Առանձնատունն ունի երկկողմանի մուտք, երկու տարբեր փողոցներից։Նկուղային հարկում առկա է բառ, խոհանոց, սանհանգույց, արևային համակարգ, ջրի սնուցման համակարգ։Առաջին հարկում՝ հյուրասենյակ, 3 ննջասենյակ, 2 սանհանգույց, խոհանոց, բաց պատշգամբ։Երկրորդ հարկում՝ հյուրասենյակ, նախասրահ, 2 ննջասենյակ, խոհանոց, սանհանգույց։Առանձնատան ինտերիերն աչքի է ընկնում իր շքեղությամբ։ Հատակը պատված է բարձրորակ սալիկներով։ Միջսենյակային բոլոր դռները փայտյա են։ Սենյակները կահավորված են բարձրակարգ կահույքով: Առկա է անհրաժեշտ կենցաղային տեխնիկա։ Խոհանոցը և սանհանգույցները սալիկապատված են և հագեցած անհրաժեշտ սանտեխնիկայով։ Տեղադրված է արևային համակարգ, ջրի սնուցման համակարգ։Առանձնատունը շրջապատում է բարեկարգ, ընդարձակ և կանաչապատ այգին, որտեղ տնկված են պտղատու ծառեր, իսկ այգու մեջ ավանդական ""խորովածանոց""-ն է, որտեղ առկա է նաև զրուցարան ՝ լողավազան, ցայտաղբյուր։ Բակում կառուցված է բաց ավտոտնակ, որն ունի ընդլայնվելու հնարավորություն։ Առանձնատան տարածքն ամբողջությամբ պարսպապատ է։Այս շքեղ առանձնատունը վաճառվում է և՛ կահույքի հետ միասին, և՛ առանց կահույքի։Վաճառքի արժեքը՝ 980․000 USD (կահույքի հետ միասին)940․000 USD (դատարկ)Կոդ՝ GS-T88",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16635318,,,,,,
House,Stone,220 sq.m.,2,7,2,Euro Renovation,2000 sq.m.,Aragatsotn › Parpi,"$185,000",USD,"A beautiful, comfortable two-storey private house is for sale in Parpi community of Aragatsotn region.The house is fully renovated and furnished.The area of the house is 220 square meters, and the total area of the land is 2000 square meters.The road is asphalted.The house consists of:• Entrance hall• 3 living rooms• 4 bedrooms• Kitchen• 2 bathrooms• BalconyBasementIn the yard there is a rest hall, a swimming pool, a pastry factory, a garage, a tonratun, a barbecue.The bathrooms are tiled, equipped with the necessary sanitary ware.The house is for sale together with all the property and equipment.Sale price: 185․000 USD (with property)170,000 USD (without property)Code: GS-T87Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16638609,,,,,,
Country House,Stone,1300 sq.m.,2,5,1,Major Renovation,,Aragatsotn › Ashtarak,"$123,000",USD,"Վաճառվում է սեփական տուն Ագարակում: Հողը 1300 ք. Մ.: Կան տարբեր տեսակի պտղատու ծառեր՝ ծիրան, դեղձ, խնձոր, բալ, պոպոք, պնդուկ, սերկևիլ, դամբուլ, գիլաս, թութ, նուշ, փշատ, խաղող:Տունը ունի 100 ք. Մ. Բունկեռ (պադվալ) :) Առաջին հարկ 100 ք. Մ.: 2-րդ հարկ 70 ք. Մ.: Կան նաև թոնրատուն, ավտոտնակ, գոմ ու դրսի զուգարան: Առկա է լողավազան:",Nov-25-2022_00-25,By agreement,1 spot,,,,https://list.am/en/item/13306876,,,,,,
House,Stone,1700 sq.m.,2,5,1,No Renovation,,Aragatsotn › Voskevaz,"$40,000",USD,Տունն ապահովված է մշտական ոռոգման և խմելու ջրով։ մանրամասն տեղեկանալու համար զանգահարեք ։,Nov-25-2022_00-25,,,,,,https://list.am/en/item/10772157,,,,,,
Country House,Stone,202 sq.m.,2,5,1,No Renovation,1800 sq.m.,Aragatsotn › Aparan,"$32,000",USD,"A 2-storey house for sale in the village of Shoghakn, the land area is 1800 square meters. The surface of the house is 202 square meters. Price negotiableTranslated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/18299436,,,,,,
House,Stone,140 sq.m.,1,5,1,No Renovation,1200 sq.m.,Aragatsotn › Karbi,"$37,000",USD,"Unfinished private house in Karbi village, on 10 * 14. He has drinking and irrigation water. 120 fruit trees.Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/16956977,,,,,,
