Type,Construction Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Parking,Links,Lease Type,Minimum Rental Period,Prepayment,Utility Payments
Retail Space,,"12,345 sq.m.","Baghramyan street, Artik","250,000 ֏",AMD,"Վարձով է տրվում տարածք Արթիկի շրջան գյուղ Պեմզաշենում, մանրամասների համար զանգահարելСдаётся торговое помешение на первом и втором этаже. Размер большого зала на первом этаже 10.30 метр на 8 метр, склад 6.50 метр на 3 метр. Зал 82.4 квадрат + склад 20.5 квадрат с задным ходом. На данный момент находится в рабочем состояние под магазином. Аренда за большого зала со складом состоит 250 000 драм за месяц. Второй зал на первом этаже 7.10 метр на 6.50 метр. Здание имеет в себе все комунальные преимушествия. Здания находится в центре посёлка, напротив парка. Второй этаж большой зал 14 метр на 8 метр. 110.5 кв. Второй зал 10.30 метр на 6.50 метр. Есть еще подвал примерно 65 кв.Translated from Armenian",Dec-12-2022_20-22,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18455297,Direct Lease,1 year,By Agreement,By Agreement
Multifunctional Space,,100 sq.m.,Shirak › Gyumri,"120,000 ֏",AMD,"8-ой городок is located, the building has 4 body car wash points, attached commercial area, and 2 large basements, with all utilities, partial and full rent is possible, suitable for profit center, beauty salon and other activitiesTranslated from Armenian",Dec-12-2022_20-22,By agreement,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18623157,Direct Lease,3 months,1 month,Not included
Multifunctional Space,,100 sq.m.,"Gorki Street 67, Gyumri","350,000 ֏",AMD,Сдается в аренду многофункциональное помещение в центре города на улице Горького (первая линия) Высокие потолки. Складное помещение и отдельный кабинет. Возможна аренда с стиляжами и холодильникоми. Для подробностей звоните.,Dec-12-2022_20-22,By agreement,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18667457,Direct Lease,3 months,By Agreement,Not included
Functioning Business,,360 sq.m.,"Ankakhutyan Street, Artik","600,000 ֏",AMD,2-storey grocery store for rent. Call for detailsTranslated from Armenian,Dec-12-2022_20-22,,,,,,https://list.am/en/item/17502889,,,,
Office Space,,600 sq.m.,"Gai Street, Gyumri","$3,500",USD,"A three stored commercial area is for rent in the heart of Gyumri, next to the Technopark.Dear customer, You can rent the building as a whole or on separate floors.Semi-basement floor.The area is 200 square meters. Մ.Has cooling, heating system, the floor is tiled, cosmetically repaired, 2 bathrooms,The price is $ 1000First floor.The area is 200 square meters. M:Has cooling, heating system, the floor is tiled, cosmetically repaired, 1 bathroom,The price is $ 1500Second floor. Area: 200 sq. M. Մ.It also has a cooling and heating system, the floor is tiled, cosmetically repaired, 1 bathroom, price $ 1000Dear customer, the building is for rent ONLY ON LONG-TERM RENT.With respects,POWERFUL HOUSE REAL ESTATE AGENCY.Code 888GTTranslated from Armenian",Dec-12-2022_20-22,,,,,,https://list.am/en/item/16415711,,,,
Warehouse,,12 sq.m.,Shirak › Gyumri,"20,000 ֏",AMD,"2 basements are for rent in the building on Teryan Street. It is very convenient to use as a warehouse. You can carry out your own activities. It is a very dry and warm basement. If possible, you can even have light and water. Call for details.Translated from Armenian",Dec-12-2022_20-22,,,,,,https://list.am/en/item/18523107,,,,
Retail Space,,120 sq.m.,Shirak › Gyumri,"400,000 ֏",AMD,"The area is located next to the OK supermarket, it is heated by a heating systemTranslated from Armenian",Dec-12-2022_20-22,Not available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18706468,Direct Lease,1 year,By Agreement,By Agreement
Retail Space,,70 sq.m.,"Shirakatsi St, Gyumri","150,000 ֏",AMD,A fast food restaurant is for rent.Translated from Armenian,Dec-12-2022_20-22,,,,,,https://list.am/en/item/17753953,,,,
Everything Else,,7000 sq.m.,Shirak › Gyumri,"250,000 ֏",AMD,"A commercial area of 7000 square meters is for sale on the 25th km of the Gyumri-Yerjan section of the North-South highway. The area is located 50 meters from the highway, it is fenced, it includes different types of buildings with all communal facilities. The area is located on the slope of the gorge, from which a beautiful view of Mount Aragats opens. Due to its special location, it is convenient to renovate as a recreation area or other service facility.Price is negotiableTranslated from Armenian",Dec-12-2022_20-22,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17374382,Direct Lease,1 month,Without prepayment,Not included
Office Space,,61 sq.m.,"Jivani Street 66, Gyumri","3,000 ֏",AMD,Сдаются офисные помещение в центре города Гюмри рядом с технопарком,Dec-12-2022_20-22,Not available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18489472,Direct Lease,3 months,Without prepayment,Not included
Everything Else,,405 sq.m.,"Հովհաննես Թումանյանի փողոց 143/4, Գյումրի","500,000 ֏",AMD,"A commercial space of 405 m2 is for rent in front of the PEGAS store on Tumanyan street, adjacent to the gas station, both in full and in parts. The space is provided for various activities, it has 2 separate entrances. There is also a basement of 150 m2, height 2.70, the roof is newly renovated. About 250 m2 per user. And in the back there is a plot of land of 400m2. The price is negotiable. For more information callTranslated from Armenian",Dec-12-2022_20-22,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18536545,Direct Lease,1 year,By Agreement,By Agreement
Industrial and Manufacturing,,200 sq.m.,"Մազմանյան փողոց 274, Գյումրի","50,000 ֏",AMD,"The house consists of the following parts.Main area 117 square meters, of which 15 square meters garage and 3 square meters basementKitchen area 30 square meters.On the 2nd floor, attic 43.5 square meters, balcony 11.25 square metersThe house is suitable for use as a production spaceTranslated from Armenian",Dec-12-2022_20-22,Not available,Not available,First Line,Separate from the Street,Garage,https://list.am/en/item/18689384,Direct Lease,6 months,By Agreement,Not included
Industrial and Manufacturing,,1100 sq.m.,Shirak › Gyumri,"100,000 ֏",AMD,"An area can be rented, which can serve as a workshop.Translated from Armenian",Dec-12-2022_20-22,,,,,,https://list.am/en/item/17604440,,,,
Industrial and Manufacturing,,70 sq.m.,Shirak › Gyumri,"350,000 ֏",AMD,A working bakery! About 80 operating stores for rent along with its delivery network!Translated from Armenian,Dec-12-2022_20-22,,,,,,https://list.am/en/item/18098173,,,,
Retail Space,,40 sq.m.,"Կարեն Դեմիրչյան փողոց 10, Gyumri","130,000 ֏",AMD,"A 40-square-meter space is for rent, suitable for an auto parts accessory store or an office. Vulcanization is attached to the container, the address is 10 Karen Demirchyan, former Kutaisyan StreetTranslated from Armenian",Dec-12-2022_20-22,Not available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18056457,Direct Lease,2 months,2 months,Not included
Automotive Service,,36 sq.m.,"Улица Ширакаци 23/15, Гюмри","80,000 ֏",AMD,Помешения для ремонта машин. Есть все удобвства,Dec-12-2022_20-22,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17542720,Direct Lease,5 years,By Agreement,Not included
Multifunctional Space,,90 sq.m.,"Լալայան փողոց 95, Գյումրի","100,000 ֏",AMD,Bright and large area. Suitable for everything. It is possible to agree on the price.Translated from Armenian,Dec-12-2022_20-22,,,,,,https://list.am/en/item/17561517,,,,
Everything Else,,223 sq.m.,"Պուշկինի փողոց 4-րդ նրբանցք, Գյումրի","250,000 ֏",AMD,"Երկու հարկանի քարե շինություն Գյումրի քաղաքի կենտրոնում՝ Պուշկինի փողոցում: Նախատեսվում է շինությունը տրամադրել երկարաժամկետ վարձակալության իրավունքով: Այն կարող է օգտագործվել տարբեր նպատակային նշանակություններով և տրամադրվել նաև մասնակի:Двухэтажное каменное здание в центре города Гюмри, на улице Пушкини. Зданию планируется предоставить право долгосрочной аренды. Здание может использоваться для различных целей, а также может быть предоставлено частично.",Dec-12-2022_20-22,,,,,,https://list.am/en/item/18515970,,,,
Retail Space,,400 sq.m.,"Մայակովսկի փողոց 66, Գյումրի","650,000 ֏",AMD,"The three-storey multifunctional property is located in the central part of Gyumri, next to the Alexandropol Hotel, very close to the market and the central (Vardanants Square)Suitable for any type of activity: Bank, Guesthouse, Tavern / Restaurant, Restaurant and other activities.The branches of almost all banks and credit organizations operating in Gyumri are 200-500 meters away.It has a wide and spacious outdoor parking lot.First floor tiled heated floor 200 sq. M.The second floor is tiled 100 sq. M.The third floor is under renovation of 100 square meters.If necessary, an elevator will be installed upon request.There is an opportunity to provide the area with separate floors ․․․Translated from Armenian",Dec-12-2022_20-22,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/14360240,Direct Lease,1 year,By Agreement,By Agreement
Office Space,,1200 sq.m.,"Բելինսկու փողոց 1/1, Գյումրի","30,000 ֏",AMD,"Վարձով է տրվում արտադրական տարածք Գյումրիում ընդհանուր 1200քմ, որը գտնվում է Նորավան թաղամասում. Տարածքը բաղկացած է 18 առանձնացված քարե շինություններից, որը կարող եք օգտագործել առանձին-առանձին։ Ունի կոմունալ բոլոր հարմարություները (եռաֆազ հոսանք) տարածքը հարմար է օգտագործել ոչ միայն արտադրական նպատակներով այլ ցանկացած ուրիշ գործունեության համար։Տարածքում գործում է և հացի արտադրամաս, և լինոնադի արտադրամաս բոլոր սարքավորումների հետ միասին։Տեղադրված է երկաթյա դարպասներ, առկա է պահակակետի և սանհագույցի համար նախատեսնված տարածք։",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/10720884,Direct Lease,1 year,By Agreement,Not included
Multifunctional Space,,40 sq.m.,"Улица Ованнеса Шираза 9, Гюмри","300,000 ֏",AMD,"Сдается в самом центре Гюмри, на первом этаже каменного дома, имеет девятиметровую фасадную часть, южная светлая сторона, с возможностью наружной рекламы, обеспечен ночным освещением.Площадь 40 квадратных метров, высота 3,2 метра, обеспечена всеми коммунальными удобствами, отоплением, бесплатным безлимитным интернетом, установлены устройства видеонаблюдения.Район расположен в историческом и культурном центре Гюмри, рядом с Технопарком, ресторанным комплексом Флоренс, гостиничным комплексом Аракс и другими туристическими инфраструктурами.4 минуты пешком от центральной площадиВ настоящее время площадь находится на реконструкции, она будет передана под новый бизнес в удобном для вас порядке, согласно договору.Многофункциональная площадь подходит для различных видов коммерческой деятельности.ЦЕНА 300 000 драм в месяцДается без посредника, с годовым контрактом, с возможностью продления.Представители инвестиционной организации могут сразу связаться для ознакомления и обсуждения финансовых или иных вопросов.# КОНСАЛТИНГ_ ОФИС#Дизайн_Студия, #фотостудия, #Офис, #Аптека, #Салон Моды, #Сервис#Офис, #бизнес, #аренда, #Цена, #коммерческая, #площадь, #центр, #Армения, #недвижимость, #дом. #Управление_продажами#Управление#Агентство_Недвижимости,#БИЗНЕС-КОНСАЛТИНГ_ АГЕНТСТВО_ КОМПАНИЯ# ТУРИСТИЧЕСКОЕ_АГЕНТСТВО # ВЫЕЗДНОЙ_ ТУРИЗМ#МЕЖДУНАРОДНАЯ_ КОМПАНИЯ_ГРУЗОПЕРЕВОЗКАМ,# ИНВЕСТИЦИОННЫЕ_ УСЛУГИ_ ОФИС# Посреднические_Услуги_Инвестиционная_Компания",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17965807,,,,
Hotel,,45 sq.m.,"Ղանդիլյանի փողոց 25/1, Գյումրի","200,000 ֏",AMD,Very suitable for office or residenceTranslated from Armenian,Dec-12-2022_20-23,,,,,,https://list.am/en/item/18427728,,,,
Retail Space,,80 sq.m.,"Улица Степана Шаумяна 188/15, Гюмри","140,000 ֏",AMD,"An operating area is for rent in the central market area, 2 worm floors, there is a grocery store on the 1st floorFor more information callTranslated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/17993312,Direct Lease,6 months,By Agreement,By Agreement
Warehouse,,150 sq.m.,Shirak › Gyumri,"150,000 ֏",AMD,"With all utilities, security system, cameras.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18099377,,,,
Retail Space,,55 sq.m.,"Sayat-Nova St 4, Gyumri","50,000 ֏",AMD,For sale or rent.Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,Second Line,Separate from the Courtyard,Outdoor parking,https://list.am/en/item/18624971,Direct Lease,6 months,2 months,Not included
Functioning Business,,112 sq.m.,Shirak › Maralik,"1,200,000 ֏",AMD,"A hot water heater is for sale. It was built 6 months ago. It's very urgent, that's whyTranslated from Armenian",Dec-12-2022_20-23,Not available,Not available,Other,Common from the Courtyard,,https://list.am/en/item/18525196,Sublease,2 years,By Agreement,By Agreement
Functioning Business,,80 sq.m.,"P. Sevak street 1, Gyumri","40,000 ֏",AMD,"Beneficial offer for hairdressers. Paying 40,000 AMD for a chair, they get rid of all expenses. REAL, more than real. The whole area is for rent with all amenities, hairdressers are also required. P. Sevak 1. Indoor area, chair and sink for sale. Detached square 57 sq. M. It is possible to use under office:Cross:Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/13885259,Direct Lease,3 months,1 month,Not included
Everything Else,,22 sq.m.,"Gorki Street, Gyumri","90,000 ֏",AMD,"Euro booth for rent near the 4th pharmacy, Lady & Gentelman store.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18381631,,,,
Office Space,,100 sq.m.,"Tigran Mets Avenue, Gyumri","200,000 ֏",AMD,Suitable for office or other commercial activities. For more information call.Translated from Armenian,Dec-12-2022_20-23,By agreement,Not available,First Line,Common from the Street,,https://list.am/en/item/17269104,Direct Lease,6 months,By Agreement,Not included
Everything Else,,130 sq.m.,"Պարույր Սևակի փողոց 11, Գյումրի","149,000 ֏",AMD,The 2nd floor of a newly built building is for rent. It can be used for various purposes. Call for details.Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18427818,Direct Lease,6 months,By Agreement,By Agreement
Retail Space,,30 sq.m.,Shirak › Gyumri,"100,000 ֏",AMD,"A store is for rent, there are refrigerators for all juices and beers, as well as for ice creams and sausages. You can also use it for other purposes. The store has cameras and anti-darkening system (signaling)Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18681389,Direct Lease,1 year,Without prepayment,Not included
Office Space,,45 sq.m.,"Улица Дживани 68, Гюмри","160,000 ֏",AMD,"Commercial space for rent in one of the busiest and cleanest parts of the historical core of Gyumri.New capital euro renovated, with all utilities (gas, water, electricity, heating, wifi), new roof, iron door, bright, dry,Has a front part for outdoor advertising,It is located at the intersection of Gorky and Jivan streets., next to Technopark.The price shown is for the first 2 months.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/17900471,Direct Lease,9 months,1 month,Not included
Industrial and Manufacturing,,90 sq.m.,"P. Sevak street 4, Gyumri","80,000 ֏",AMD,"The area is located next to the Pedagogical Institute, a convenient commercial area, has all the amenities.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Courtyard,,https://list.am/en/item/18396449,Direct Lease,6 months,By Agreement,Not included
Office Space,,80 sq.m.,Shirak › Gyumri,"200,000 ֏",AMD,"Վարձով է տրվում առեվտրային տարածք, նկուղ։երկարաժամկետсдается в аренду на длительныи срок торговая площадь-полуподвал-80м2",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/13812186,Direct Lease,1 year,2 months,Not included
Multifunctional Space,,50 sq.m.,"Մազմանյան փողոց 3, Գյումրի","250,000 ֏",AMD,"On a long-term basis, the 2nd floor of a newly constructed two-story building, possibly a 50 square meter commercial area, is for rent, k. B. H, privatized.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/17960845,Direct Lease,6 months,2 months,By Agreement
Industrial and Manufacturing,,100 sq.m.,"Pushkin Street, Gyumri","100,000 ֏",AMD,"A bakery with necessary equipment is for rent. There is a stone oven for baking stone fingerlings, quality molds for baking somni and ""coffee"" bread, and a toaster for lavash. The workshop is provided with constant hot and cold water, three-phase electricity and gas. Ready for immediate use.Support for entering the market / existing cooperation/.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,Second Line,Common from the Street,,https://list.am/en/item/18356564,Direct Lease,1 year,Without prepayment,Not included
Everything Else,,80 sq.m.,"Shirakatsi street 54, Gyumri","400,000 ֏",AMD,"A correctional area with all utilities, security system + video cameras in the city center is for sale.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18697931,Direct Lease,1 year,By Agreement,Not included
Everything Else,,150 sq.m.,"P. Sevak street, Gyumri","330,000 ֏",AMD,"A public space is for rent on the second floor of a new two-story building in Gyumri, on Paruyr Sjak street, with an area of 150 square meters.With all utilities.It has an attic / 60 square meters /, which can be used as a warehouse. There are also separate rooms, which are very convenient to use as playrooms or private rooms.Suitable for educational activities.The area is in front of the church.Translated from Armenian",Dec-12-2022_20-23,By agreement,Not available,First Line,Separate from the Street,,https://list.am/en/item/17513931,Direct Lease,1 year,By Agreement,Not included
Building,,250 sq.m.,"Եղիշե Չարենցի փողոց, Գյումրի","190,000 ֏",AMD,The 1st floor of a building is for rent at the beginning of Yeghishe Charents street.With a total area of 250 square meters.With communal facilities.Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17513981,Direct Lease,1 year,By Agreement,By Agreement
Warehouse,,306 sq.m.,"Улица Левона Мадояна, Гюмри","122,400 ֏",AMD,"Склад на ул. Левона Мадояна в Гюмри, 306 кв. М.Сдается в аренду складское помещение с железнодорожной веткой, со всеми коммуникациями. Охраняемая территория.",Dec-12-2022_20-23,Not available,Not available,Other,Separate from the Street,,https://list.am/en/item/18437600,Direct Lease,6 months,2 months,Not included
Functioning Business,,100 sq.m.,"Մաքսիմ Գորկու փողոց 22, Գյումրի","400,000 ֏",AMD,The space can be converted to another businessTranslated from Armenian,Dec-12-2022_20-23,By agreement,Not available,First Line,Common from the Street,,https://list.am/en/item/18281908,Direct Lease,1 year,By Agreement,Not included
Multifunctional Space,,100 sq.m.,Shirak › Maralik,"180,000 ֏",AMD,"Տրվում է վարձով 'կոմերցիոն անշարժ գույք (տարածք) 100ք. Մ քարից, նորակառույց- ունի կոմունալ բոլոր հարմարությունները։ Կենտրոնական փողոցի դիմաց ։ մոտակայքում գտնվում են ՝ դատարանի շենքը- և բազմաբնակարան շենքեր։ երկարաժամկետ վարձակալության դեպքում սակարկելի։ Հաս. Շիրակի մարզ. Ք. Մարալիկ. Сдам в аренду коммерческую недвижимость 100кв. М. С ремонтом, есть туалет. Здание каменное. Адр. Ширакская область -г. Маралик.",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18556557,Direct Lease,1 month,By Agreement,Not included
Office Space,,50 sq.m.,"Գյումրու խճուղի, Ախուրյան","2,500,000 ֏",AMD,"For rent or for sale (2.500.000 AMD) commercial space, on Main Street, 1st line.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17679295,,,,
Multifunctional Space,,32 sq.m.,"Վարդանանց հրապարակ, Գյումրի","250,000 ֏",AMD,"Commercial space for rentc. Gyumri, Vardanants Hraparak32 square meters. Total areaThoroughly reconstructedHeating SystemLightUtility with all amenitiesWith hot and cold waterRental price: 250,000 AMDTranslated from Armenian",Dec-12-2022_20-23,Not available,Not available,Second Line,Separate from the Street,"Outdoor parking, covered parking, garage",https://list.am/en/item/18693746,Direct Lease,3 months,Without prepayment,Not included
Office Space,,70 sq.m.,"Ալեք Մանուկյան փողոց 13, Գյումրի","120,000 ֏",AMD,"An area is for rent, which is suitable for use as an office. There are all the utilities. The area is located in front of the 7th school, next to Karona supermarket, at the beginning of Alek Manukyan street.Translated from Armenian",Dec-12-2022_20-23,By agreement,Not available,First Line,Separate from the Street,,https://list.am/en/item/17090207,Direct Lease,1 month,Without prepayment,Not included
Office Space,,50 sq.m.,"Ֆուրմանովի փողոց 4-րդ նրբանցք 17, Գյումրի","60,000 ֏",AMD,"Office space for rent in the central part of Gyumri, near Peace Square, secondary street. The building served as an apartment, has all the utilities. There is one office space in the building. If necessary, we will also provide storage space. The area can be changed at will + 20 sq. M. M:You can call the mentioned phone number for details.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/17660702,Direct Lease,1 year,Without prepayment,Not included
Functioning Business,,20 sq.m.,"Улица Нерсеса IV Шнорали 49, Гюмри","1,800,000 ֏",AMD,"Operating business - store ""CHIKEN"" specialized store with full inventory/fresh and frozen poultry, semi-finished products, eggs, a wide range of milk and dairy products/the store is located in the textile district, near the beach.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17164812,Direct Lease,3 months,By Agreement,Not included
Office Space,,73 sq.m.,"Խրիմյան Հայրիկ մայրուղի 41, Գյումրի","200,000 ֏",AMD,"The cost of electricity, gas and internet is included in the price.First line, next to Turvand shopping hall. It is renovated, it has 1 hall, 1 room, 1 bathroom, the floor is tiled, there is a heating system.Convenient to use for various purposes.Call for detailed information.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18613899,Direct Lease,3 months,By Agreement,Included
Multifunctional Space,,784 sq.m.,"Garegin Nzhdeh Avenue 5, Gyumri","$1,000",USD,"Areas or areas for use for different purposes are for rent.It is suitable for use as an office space, diagnostic center, clinic, production area, food point (cafe, restaurant, club), credit organization, hotel, clothing store, supermarket, etc.The building has 2 floors, and there is a section on each floor, which is shared with another floor, see the pictures.On the first floor there is a functioning shop, a hairdressing salon, the second floor is not renovated. It will be repaired according to the customer's wish. It has a large fenced yard of 160 square meters, which can be used as a parking lot.The area is 150 meters away from Charles Aznavour Square, and 2 km away from the central square. It is for rent both in parts and in general.Price and terms by agreementTranslated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/17283277,Direct Lease,1 year,By Agreement,By Agreement
Automotive Service,,"11,111 sq.m.","Akhuryan Highway, Gyumri","50,000 ֏",AMD,For more information callTranslated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/16760666,Direct Lease,6 months,By Agreement,By Agreement
Multifunctional Space,,360 sq.m.,"Ախուրյանի խճուղի 7, Գյումրի","250,000 ֏",AMD,"Large hall 4 m high. There are 2 halls in the sizes of 12 * 10 meters and 12 * 20 meters.It is currently being renovated.Can be used as a gym, hall, conference hall, exhibition hall, dance hall.It is located 3000 meters away from Vardanants Square. There is a very fast transport from Akhuryan taxis for 150 drams every minute.For details, call the mentioned phone number.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/17265597,Direct Lease,6 months,2 months,Not included
Retail Space,,400 sq.m.,"Մայակովսկի փողոց 66, Գյումրի","650,000 ֏",AMD,"The three-story multifunctional property is located in the central part of Gyumri city, in the immediate vicinity of the Alexandrapol Hotel, very close to the market and the central (Vardanants Square)Suitable for any type of Bank, Guest House, Tavern/Bakery, Restaurant and other types of activities.Branches of almost all banks and credit organizations operating in Gyumri city are located at a distance of 200-500 meters.It has a wide and spacious outdoor parking space.First floor tiled heated floor 200 square metersSecond floor tiled 100 square metersThe third floor, 100 square meters, is under renovation.If necessary, an elevator will also be installed upon request.It can also be sold if desired.For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17224520,Direct Lease,2 years,2 months,Not included
Office Space,,100 sq.m.,Shirak › Maralik,"200,000 ֏",AMD,"Office, commercial or commercial space for rent in Maralik city.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18556945,,,,
Office Space,,25 sq.m.,"Նիկոլայ Ռիժկովի փողոց 5/1, Գյումրի","150,000 ֏",AMD,"Office space is for rent in the center of Gyumri, on Ryzhkov (Kirov) street, the area is 25 square meters. Մ. Details on the phone.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/17660864,Direct Lease,1 month,By Agreement,By Agreement
Functioning Business,,40 sq.m.,"Karen Demirchyan street, Gyumri","80,000 ֏",AMD,"It is suitable for use as a grocery or economic or clothing store. There are ready-made shelves, a display refrigerator and freezers. There are all conditions ready to work. Those who wish can adapt it as a beauty salon. Also, the area has a video surveillance system.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18381599,,,,
Industrial and Manufacturing,,70 sq.m.,Shirak › Gyumri,"50,000 ֏",AMD,Area is for rent. There is water light gas. Mon. 10 meters. Wide 7 meters. There is a basement under the whole. Inside is an abscissa with a steak and a block. It is located near a restaurant lit in Koshtoyan district. Can be used as a warehouse. The price is just a written call. I will exchange it with a carTranslated from Armenian,Dec-12-2022_20-23,By agreement,Not available,First Line,Separate from the Street,,https://list.am/en/item/16630163,Direct Lease,4 months,By Agreement,By Agreement
Industrial and Manufacturing,,540 sq.m.,"Улица Левона Мадояна, Гюмри","324,000 ֏",AMD,"Производственное помещение на ул. Левона Мадояна в Гюмри, 540 кв. М.Территория оснащена железнодорожной веткой, помещение со всеми коммуникациями. Охраняемая территория.",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18437599,,,,
Retail Space,,80 sq.m.,Shirak › Gyumri,"180,000 ֏",AMD,"Commercial space for rent.It is equipped with refrigeration storage and food display facilities for food, it has a bathroom and storage room, gas heating system, cameras, it is ready to expand as a grocery and thrift store. Call for specific price details.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/18603551,Direct Lease,6 months,By Agreement,Not included
Office Space,,40 sq.m.,"Գայի փողոց 8/2, Գյումրի","150,000 ֏",AMD,"The area is located on the left side of the one-way road going up from the central square to the park. It has a separate entrance from the street. The 2nd and 3rd floors of the building serve as a beauty salon. The area has a separate bathroom, it is heated, all utilities are included in the price.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18596974,Direct Lease,3 months,By Agreement,Included
Retail Space,,50 sq.m.,"Akhuryan Highway, Gyumri","25,000 ֏",AMD,"Հարցերի համար զանգահարել, Գտնվում է Ախուրյանի սկզբնամասում",Dec-12-2022_20-23,,,,,,https://list.am/en/item/13910351,,,,
Automotive Service,,50 sq.m.,Shirak › Gyumri,"130,000 ֏",AMD,"Срочно сдается, помещения для автосервизов, для окраски машин баперов, и другое что связанно с автомобилями. Помнщении очень удобная просторная! Звоните по всем вопросам обращайтесь!",Dec-12-2022_20-23,By agreement,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18671134,Direct Lease,6 months,1 month,Included
Automotive Service,,124 sq.m.,"Պարույր Սևակի փողոց 15/3, Գյումրի","99,000 ֏",AMD,"2 spaces with separate entrances, boxes are for rent, you can also use them for other purposes. For more information callTranslated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/18427744,Direct Lease,6 months,By Agreement,By Agreement
Office Space,,40 sq.m.,"Ախուրյանի խճուղի, Գյումրի","80,000 ֏",AMD,An area of 45 square meters is for rent on 11 streets of Akhuryan highway. Near the maternity hospital.Translated from Armenian,Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17487465,Direct Lease,1 year,By Agreement,By Agreement
Retail Space,,40 sq.m.,"Ղորղանյան փողոց 234/1, Գյումրի","200,000 ֏",AMD,"*Commercial space on Ghorghanyan Street in Gyumri, near Vardanants Square, 40 square meters.Can be used for shop, office, etc.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18320029,,,,
Everything Else,,18 sq.m.,"Գարեգին Նժդեհի պողոտա, Գյումրի","100,000 ֏",AMD,"A 18 sq. M. Business space is for rent at 22/4 Garegin Nzhdeh Street. The apartment is renovated, has a bathroom, and a security system.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18500784,,,,
