Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,220 sq.m.,2,6,3+,Available,1 spot,Major Renovation,500 sq.m.,,,,,,"Թամանցիների փողոց 74, Փարաքար","$130,000",USD,Heated floorHeating SystemEuropean hotelsGarageFencedWell-kept yardFruit gardenSale with partial furnitureTranslated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/18093374,House is Finished,"Electricity, water supply, natural gas",
House,Stone,208 sq.m.,1,5,1,Available,2 spots,Euro Renovation,450 sq.m.,,,,,,"4th Street, Alaverdyan","$135,000",USD,"In the center of Etchmiadzin, on Alaverdyan Street, a private house with an 18-meter frontage is for sale. It is a very solid building, the roof is monolithic, the facade is made of tuff, the house has 2 garages, a spacious basement, a large balcony, a heating system, air conditioning, a well. The house is fenced with a stone fence.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17652756,House is Finished,,
House,Stone,500 sq.m.,2,5,2,Not available,2 spots,No Renovation,310 sq.m.,,,,,,"Ալավերդյան փողոց, Վաղարշապատ","$70,000",USD,"AS001:A 5-room private house for sale on Alaverdyan Street, 1st line. There is 1 bathroom, 1 kitchen, 2 bedrooms and a living room on the first floor, and a bathroom, kitchen, bedroom and living room on the 2nd floor. The total area is 500 square meters, of which the residential area is 190 square meters. Is. The cost is $70,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/14301479,House is Finished,,
House,Stone,49 sq.m.,1,2,1,Not available,Not available,Partial Renovation,,,,,,,Armavir › Echmiadzin,"$37,000",USD,"AS002:K. A 2-room private house is for sale in the very central street of Etchmiadzin. It has all utilities and three-phase power. Based on the favorable location, the house can be used as a commercial area. The total area is 49 square meters. Is. The cost is $37,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17383589,House is Finished,,
House,Stone,400 sq.m.,1,5,1,Not available,1 spot,Major Renovation,120 sq.m.,,,,,,Armavir › Echmiadzin,"$110,000",USD,"AS018:K. A 5-room private house is for sale on Vazgen First Street in Etchmiadzin. The house has been completely renovated, the windows and the door have been changed, there is a heating system, a heated floor. The floor in the living room and bedrooms is laminate, and the rest is tiled. There is a large yard, a plot of land. The cost is $110,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17885617,,,
Townhouse,Stone,320 sq.m.,2,4,2,Not available,Not available,No Renovation,220 sq.m.,,,,,,"Admiral Isakov Avenue, Tairov","$73,000",USD,"Newly built capital house (maisonette) with an area of 106 sq. M. Is for sale in Tairov, Narekatsi district, electricity wires, water and sewerage pipes are installed, windows are installed, the building will be handed over plastered, the front part is covered with travertine, 2nd floor is for 100 sq. M.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/14755568,House is Finished,,
House,Stone,160 sq.m.,1,4,1,Not available,Not available,No Renovation,80 sq.m.,,,,,,"Admiral Isakov Avenue, Tairov","$88,000",USD,"A newly built capital house with an area of 80 square meters is for sale in Tairov, Narekatsi district (newly built district), front part on both sides (corner position), construction works are still ongoing, the house will be delivered with windows installed, electric wires and water pipes laid, plastered, external walls lined with white with travertine, completely fenced. It is possible to sell completely renovated.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17913006,House is Finished,,
House,Stone,350 sq.m.,2,4,2,Not available,1 spot,No Renovation,270 sq.m.,,,,,,"Araratyan street, Parakar","$45,000",USD,"Unfinished two-storey new building for sale in Parakar, near the road, capital building, fully fenced, with all communal facilitiesTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17961991,House is Unfinished,,
House,Stone,1000 sq.m.,3,6,2,,,Major Renovation,700 sq.m.,,,,,,"Ավետիք Իսահակյանի փողոց, Փարաքար","$230,000",USD,"2-storey detached house for sale in Parakar, garage for 3 cars, fruit garden, at the end of the garden there is a stone building about 80 square meters, the house has a basement under the whole house about 150 square meters, which can be used as a workshop, the house has 5 bedrooms, 1 kitchen, 1-waiting room, 1-dressing room, 1-bathroom, 2-bathroom, 2-balcony, the house is equipped with the necessary property and equipment, for details, contact the specified phone numberNegotiable ️️️Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17266446,,,
House,Stone,190 sq.m.,1,3,2,,,Partial Renovation,150 sq.m.,,,,,,Armavir › Armavir,"$55,000",USD,"For details call the mentioned phone number, the full version will be presented during the phone call, the price is negotiableTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17927871,,,
House,Stone,600 sq.m.,2,5,1,Available,1 spot,Old Renovation,,,,,,,Armavir › Armavir,"$37,000",USD,The area of the residential house is 246.9 square metersTranslated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/18508672,,"Electricity, water supply, natural gas, sewerage",
House,Stone,240 sq.m.,1,4,1,Available,1 spot,Major Renovation,1500 sq.m.,,,,,,Armavir › Dasht,"$45,000",USD,"Own house, equipped with everything, 2 barns, garage, hot and cold water, water heater krishina, house property in it, fruit trees, grape trees, basement, house. The house is located in Dasht villagethe location is suitable for doing business, the water is cold and good for drinking. IN EXCHANGETranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18118053,House is Finished,,
House,Stone,150 sq.m.,1,2,1,Not available,1 spot,Old Renovation,500 sq.m.,,,,,,"Echmiatsin Highway 3, Khoronk","$21,500",USD,"Urgently for sale. Own house in normal condition, gas, electricity, water, land, land, Lenughi. For other questions, you can callTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18585003,,"Electricity, water supply, natural gas, sewerage",
House,Stone,450 sq.m.,2,5,2,,,Old Renovation,,,,,,,Armavir › Echmiadzin,"$100,000",USD,"The house has two floors, on the first floor there are 2 bedrooms, a living room, a kitchen, a bathroom, a storage room, on the second floor there are 3 bedrooms, a living room, a kitchen, a bathroom. There are 2 storage rooms in the yard. The house is provided with gas, hot and cold water. Has a plot of land with fruit trees.Price is negotiable.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17577147,,,
House,Stone,600 sq.m.,2,5,2,,,Major Renovation,400 sq.m.,,,,,,"Charents street, Vagharshapat","$100,000",USD,"It is a very clean house, a little further down the street, there is no noise of cars, it is a very peaceful place. Large balcony, high roof, can be used as rooms or resting place.Water tank in the bathroom, telephone, gas, garage, everything is renovated, fruit trees in the yard, vineyard, beautiful roses with other flowers, workshop, stone barbecue, swimming pool, three-phase electricity, well, etc.We will discuss the price issue on the spot.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17494418,,,
House,Stone,180 sq.m.,2,6,2,,,Major Renovation,720 sq.m.,,,,,,Armavir › Echmiadzin,"$135,000",USD,"Private house for sale, c. In the center of Etchmiadzin, near Gayane Church. It has 4 bedrooms, a living room, 2 kitchens, a bathroom, the front part of the house is 20 m. , the area is 720 square meters. , the area of the house is 180 square meters. The house is 2-storey, has all the communal facilities. Gas, hot and cold water, baxi and wood boiler. The whole house is covered with French stretch ceilings. Call for detailsTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17392219,,,
House,Stone,70 sq.m.,1,3,1,Available,3 or more spots,Euro Renovation,350 sq.m.,,,,,,"Baghramyan street, Armavir","$50,000",USD,"A newly built house is Cottage (7'5×10) Maki street, utility with all facilities, corridor 8 sq m, 2 bedrooms each 9 sq mLiving room 30 square meters, kitchen 16 square metersBathroom 4 square meters. The house is not big, 70 square meters.Orchard with 25 trees, 300 square meter garden, 60 square meter yard.The entrance door is iron, travertine window sills inside, basalt outside, with heating system.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/15449551,House is Finished,,
House,Stone,360 sq.m.,2,8+,1,Not available,Not available,Old Renovation,1000 sq.m.,,,,,,Armavir › Echmiadzin,"$60,000",USD,The house is located in ZvartnotsTranslated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/17916927,House is Finished,,
Country House,Stone,250 sq.m.,2,7,3+,Not available,2 spots,No Renovation,700 sq.m.,,,,,,"Օդանավակայանի 6-րդ փողոց, Արգավանդ","$150,000",USD,"VERY URGENT. At cost!A two-story semi-detached house is for sale in Tairov community, near Kargo.Minjev Republic Square 9km.The detached house has 6 bedrooms, 3 of which have separate bathrooms.The lids are monolithic, tuff under both.Garage: 48 square meters. Designed for 2 cars.Utilities are available: Water, electricity, gas.New district.Exchange for an apartment with your premium.The price is negotiable.For more information call.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16803189,House is Unfinished,,
House,Stone,100 sq.m.,1,3,1,Not available,1 spot,No Renovation,700 sq.m.,,,,,,"16-րդ փողոց 4, Ծաղկալանջ","$17,000",USD,"Վաճառվում է մեկ հարկանի կիսակառույց տուն գ. Ծաղկալանջում՝Էջմիածնից 7,7կմ, Երևանից 30կմ։ Ունի կից ավտոտնակ, առանձին կոյուղի, գազի և ջրի հնարավորություն, հողամաս 700քմ. Մանրամասների համար զանգահարել։",Dec-12-2022_21-11,,,https://list.am/en/item/15881917,House is Unfinished,,
Country House,Stone,640 sq.m.,3,6,3+,,,Designer Renovation,500 sq.m.,,,,,,"Hrachya Nersisyan street 17, Parakar","€350,000",EUR,"Gas, electricity, water, the house is completely newly built /2018/, all appliances are new, the furniture is new, indoor and outdoor parking, it is very convenient to rent both the yard and the house on a daily basis, the house has not been lived in, in short, a house to enjoy and WITHOUT BROKERTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18248720,,,
House,Stone,240 sq.m.,2,5,1,Not available,3 or more spots,Partial Renovation,1000 sq.m.,,,,,,Armavir › Armavir,"$30,000",USD,"On the 13th street of Tandzut community of Armavir region A two-storey private house is for sale together with a land plot, with all the necessary possibilities (gas, water, electricity), it is in a half-built condition,All documents are available.NEGOTIABLE... In case of questions, call or write to viber or what's upTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17114829,,,
House,Stone,800 sq.m.,1,3,1,,,Partial Renovation,,,,,,,"Hanrapetutyan St, Armavir","$37,000",USD,"A stone house is for sale in the village of Norakert, only 18 km from Yerevan, there is a greenhouse in front of the house, it has water, electricity, gas, there is a basement under the house, the windows are new (Euro), there is a parking space with its own roof 50.7 sq/m, the area of the house is 109.2 sq. M.It is also planned to install solar panels in this area, so this land is a good investment.The land is very fertile, there is no problem with irrigation at all.There is an exchange with a house or a car.Can you write, I will answer soon.Also look at my other announcements.House, Jermots, Norakert, land, plot of landTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/15045263,,,
House,Stone,800 sq.m.,1,3,1,,,Partial Renovation,,,,,,,Armavir › Norakert,"$36,000",USD,"A stone house is for sale in the village of Norakert, only 18 km from Yerevan, there is a greenhouse in front of the house, it has water, electricity, gas, there is a basement under the house, the windows are new (Euro), there is a parking space with its own roof of 50.7 sq. M., the area of the house is 109.2 sq. M. / m.It is also planned to install solar panels in this area, so this land is a good investment.The land is very fertile, there is no problem with irrigation at all.There is an exchange with a house or a car.Can you write, I will answer soon.Also look at my other announcements.House, Jermots, Norakert, land, plot of land, cheap houseTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16578263,,,
Country House,Monolith,104 sq.m.,1,4,1,Available,2 spots,Cosmetic Renovation,900 sq.m.,,,,,,Armavir › Echmiadzin,"$69,000",USD,"A 4-room detached house is for sale or rent in Etchmiadzin. Total building area: 104 square meters, land area: 900 square meters. The house has cosmetic repairs. There is a spacious living room and kitchen, 3 bedrooms, a wardrobe, 2 tiled bathrooms, European-made windows, the floor of the living room is completely tiled. The mansion has a beautiful garden with fruit trees, an outdoor swimming pool. Next to the building there is a renovated separate building of 30 sq. M. M area, which is used as a warehouse.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17974340,House is Finished,,
House,Stone,38 sq.m.,1,2,1,Available,Not available,Old Renovation,76 sq.m.,,,,,,"Էրեբունի փողոց, Փարաքար","$30,000",USD,"Urgent 2-room private house for sale in Parakar, near the school bridge, only 1.5 km away from Zvartnots airport.The house is provided with all the necessary communal facilities, gas, permanent water, the bathroom is tiled.The entrance door is metallic, there is a small yard behind the house.The house is for sale with kitchen furniture.It has the opportunity to build a second floor.For more information call Susan.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17890492,House is Finished,,
House,Monolith,186 sq.m.,1,6,2,Available,1 spot,Major Renovation,370 sq.m.,,,,,,"Mayisyan street 3, Parakar","$127,000",USD,"A 6-room detached house is for sale in Parakar, 70 meters from the highway. The house is fully renovated, has 2 bathrooms, garage. The total land area is 370 square meters, the house is 186 square meters. In the courtyard of the mansion there is an orchard, a chat room (беседка), a barbecue, etc. The house is heated with a gas boiler. It has a heated floor. The roof is newly renovated. The house has a basement, about 18 square meters.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18032079,House is Finished,,
House,Stone,160 sq.m.,2,5,2,,,No Renovation,330 sq.m.,,,,,,"Գևորգ Չաուշի, Փարաքար","$90,000",USD,"I am renting a two-story monolithic house in Parakar.The house is located 60 meters from the main highway.There is also a garage, utilities are close by.The building will be ready in January.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18386305,,,
House,Stone,200 sq.m.,1,6,1,,,Partial Renovation,400 sq.m.,,,,,,"Լերմոնտով փողոց, Արմավիր","$60,000",USD,"It has its own house on the plot, building 8 on 3.5, there is a three-phase electricity, fruit trees, the front of the house is 22 meters, a very big house, you can say 2 houses, 2 families can live, the windows are water, the rest can be negotiated by phoneTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17676739,,,
House,Stone,400 sq.m.,2,8+,1,By agreement,3 or more spots,Old Renovation,870 sq.m.,,,,,,"Այգեգործներների փողոց 19, Մերձավան","$150,000",USD,"The building (400 m) is a solid reinforced concrete structure, the walls are two-story tuff, the roof is monolithic, and the roof is aluminum slate.Works are underway in the building: 6-7 apartments are being built, with areas of 37-83 m2. Intended for rent.The houses are intended for 1-4 persons17 m frontage45 m land lengthThe dimensions of the building are 12.5m×18.5mThere are hanging balconies on both sides of the building.Next to the house: 4.5 mx18.5 m garage.There is a parking lot in front of the house, and a plot of about 500 square meters in the back.It is suitable for building a guest house.The building (400 m) is a monolithic reinforced concrete structure, two-story walls made of tuff, monolithic roof, roof made of aluminum slate. Ведутся работы. 6-7 apartments with an area of 37-83 m2, intended for rent, will be built.#guest house#rest zone for rent#Зона отдыха:Translated from Armenian",Dec-12-2022_21-11,,"Fridge, stove, washing machine",https://list.am/en/item/18275240,,"Electricity, water supply, natural gas, sewerage","Swimming pool, barbecue oven, gazebo, alarm system"
House,Stone,140 sq.m.,1,4,1,Not available,2 spots,No Renovation,800 sq.m.,,,,,,Armavir › Echmiadzin,"$150,000",USD,"A private house for sale in the center of Etchmiadzin, at the intersection of the hospital, the total area is about 800 square meters, the house is 140 sq. There is 100 square meters in front of the house, suitable for business, the house needs renovationTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16278726,House is Under Construction,,
House,Stone,180 sq.m.,2,6,3+,,2 spots,Cosmetic Renovation,600 sq.m.,,,,,,Armavir › Armavir,"$120,000",USD,"Well-maintained two-story brick house. On the first floor, kitchen, bathroom, living room, one bedroom. On the 2nd floor there is one living room, 3 bedrooms, on the 2nd floor there is a spacious outdoor terrace. In the yard there is a summer kitchen, a bathroom, a garden, a parking space for two cars and a 17 square meter basement. There is a separate heating system, European windows. The house is in good condition.Call zero seven forty six thirty zeroTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18007034,,,
House,Stone,92 sq.m.,1,3,2,,,Cosmetic Renovation,265 sq.m.,,,,,,Armavir › Musaler,"$55,000",USD,"Newly built house for sale in Musaler with its small plot of land. It has two bedrooms, a large comfortable dining room, two bathrooms, a kitchen. Interior renovation depends on the customer's taste, we will renovate according to your wishes. Call for other questions.Thank youTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17677212,,,
House,Stone,100 sq.m.,1,3,1,By agreement,1 spot,Partial Renovation,800 sq.m.,,,,,,"Հովհաննես Շիրազի փողոց 19, Պտղունք","$38,000",USD,"3-room private house for sale in Ptghunk (Parakar) without intermediaries ․ 7 km from Yerevan to Etchmiadzin. 100 meters from the main road. The house is 100 square meters, the land is 800 square meters. Completely stone fence, has a garage and other buildings, fruit trees, drinking and irrigation water, artesian, basement 50 m. Gas windows. The outside walls of the house are covered with 5 cm foam plastic. The garage is located next to the village municipality and is suitable for a shop or other activities.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17045232,House is Finished,"Electricity, water supply, natural gas",
House,Stone,840 sq.m.,3,5,2,,,Euro Renovation,600 sq.m.,,,,,,"Aragatsi street 1, Vagharshapat","$120,000",USD,"An excellent house with all amenities, the surface of the house is 240 in the yard, a swimming pool, a fireplace, a tiled bathroom, heating of the whole house, windows, doors with blacksmith bars, water, drinking water, no problem, a school, a kindergarten, 7 km from Etchmiatsin, in the village of Aragats, if you have any questions, I will answer them by calling.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18234276,,,
House,Stone,195 sq.m.,2,4,2,Not available,2 spots,Old Renovation,195 sq.m.,,,,,,"1-ին փողոց 5, Մոնթեավան","$22,000",USD,A 2-storey stone house for sale in the village of Armavir region. In Monteavan (former Shahumyan district) It has a garage. For more information call.Translated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/18094444,House is Finished,,
House,Stone,120 sq.m.,1,5,1,,,No Renovation,1600 sq.m.,,,,,,Armavir › Merdzavan,"18,000,000 ֏",AMD,Не достроенные дом,Dec-12-2022_21-11,,,https://list.am/en/item/18427745,,,
House,Stone,1400 sq.m.,1,4,1,Not available,1 spot,Partial Renovation,900 sq.m.,,,,,,Armavir › Hovtamej,"60,000,000 ֏",AMD,A private house is for sale in the village near Ejmiadzin. There is a 4-room house next to it (an active flower business) The whole land is a greenhouse. Call for details. Price is negotiable.Gaslightwaterfather'sis built next to the highwaywas built in 2017Right next to the stopeuro windowTranslated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/18137008,,,
House,Stone,220 sq.m.,1,6,2,,,Euro Renovation,250 sq.m.,,,,,,Armavir › Armavir,"$55,000",USD,"Private house for sale 3 bedrooms 2 living room kitchen 2 bathrooms large corridor garage storage room 2 side garden. Address: Armavir Muratsan street, house 12aTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17940089,,,
House,Stone,200 sq.m.,2,4,1,By agreement,1 spot,Old Renovation,400 sq.m.,,,,,,"Հանրապետության փողոց 2, 2-րդ նրբանցք","$36,500",USD,"The house is in a good condition, it has four rooms, a kitchen, a bathroom, a toilet, on the ground floor of the house there are 3 rooms and a garage, it has cold and hot constant water. Attention.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18232583,,,
House,Stone,480 sq.m.,2,6,1,,,No Renovation,1500 sq.m.,,,,,,Armavir › Echmiadzin,"$20,000",USD,The price of a half-built private house adjacent to a land plot (1150 sq. M.) is negotiable. I will exchange it with an equivalent car. It is located in HAYTAGH villageTranslated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/16750500,,,
House,Stone,130 sq.m.,1,4,1,,,Old Renovation,500 sq.m.,,,,,,Armavir › Dalarik,"$16,000",USD,"Urgent sale of a private house in the village of Dalarik, with all its amenities, the house is habitable, there are fruit trees, a large stone garage, a summer kitchen, a barn, a barn on the plot. (there is also a partially closed version)Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17509299,,,
Country House,Stone,60 sq.m.,1,3,1,By agreement,1 spot,Euro Renovation,1200 sq.m.,,,,,,Armavir › Gai,"$32,000",USD,"2 bedrooms, kitchen, living room, bathroom, renovated, in need of cosmetic repairs, also for sale with furnitureTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17334262,House is Finished,,
House,Stone,60 sq.m.,1,3,1,Not available,Not available,Major Renovation,383 sq.m.,,,,,,Armavir › Ptghunk,"$47,000",USD,"A newly built private house is for sale in the village of Ptghunk, Armavir regionThe distance from the highway on Yerevan-Echmiadzin highway is 500 meters7 km from Argavandi intersection14 km from Republic SquareTotal 3 rooms capitally renovatedThe plot is 383 square meters, the house is 60 square meters, drinking water, irrigation water, electricity.The gas is very close, about 50 meters.Call for detailsReal buyers will call.Translated from Armenian",Dec-12-2022_21-11,,Air conditioner,https://list.am/en/item/18683105,House is Finished,"Electricity, water supply, sewerage",
House,Stone,400 sq.m.,2,8+,1,Not available,1 spot,Partial Renovation,1500 sq.m.,,,,,,Armavir › Echmiadzin,"$65,000",USD,"Վաճառվում է կամ տրվում է վարձովՏունը գտնվում է Էջմիածնի Շահումյան գյուղում, օդանավակայանից՝15 կմ և Երևանից՝20 կմ հեռավորության վրա: Ունի մշտական ջուր, գազ և կոմունալ բոլոր հարմարությունները:",Dec-12-2022_21-11,,,https://list.am/en/item/18223898,,"Electricity, water supply, natural gas, sewerage",Gazebo
House,Stone,155 sq.m.,2,3,1,Not available,Not available,Partial Renovation,405 sq.m.,,,,,,"Եղիշե Չարենցի փողոց, Վաղարշապատ","$56,000",USD,"Newly built house in Etchmiadzin, Charents districtTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18261453,House is Finished,,
House,Stone,110 sq.m.,1,3,1,By agreement,1 spot,Major Renovation,405 sq.m.,,,,,,"Charents street, Vagharshapat","$72,000",USD,"Newly built, 4 rooms.Code AE-4404Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18105822,House is Finished,,
House,Stone,362 sq.m.,1,3,1,By agreement,2 spots,Major Renovation,220 sq.m.,,,,,,"Թումանյան փողոց, Վաղարշապատ","$120,000",USD,"Newly built 4-room private house with baxi, air conditioner, kitchen. Garage, basement, storage room. On facebook Real Estate in Etchmiadzin - Ansharj guyq EjmiacnumCode A-0088Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16103539,House is Finished,,
House,Stone,130 sq.m.,1,4,2,By agreement,1 spot,Designer Renovation,405 sq.m.,,,,,,"Charents street, Vagharshapat","$140,000",USD,"New building, garage, baxi, air conditioner. On facebook Real Estate in Etchmiadzin - Ansharj guyq EjmiacnumCode A-8802Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16206981,House is Finished,,
House,Stone,800 sq.m.,1,3,1,,,Old Renovation,800 sq.m.,,,,,,Armavir › Lukashin,"9,500,000 ֏",AMD,"Has a barn, garage.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17463624,,,
House,Stone,190 sq.m.,4+,4,3+,Available,3 or more spots,Partial Renovation,750 sq.m.,,,,,,"Օրբելու փողոց, Փարաքար","$128,000",USD,"Newly built private house for sale in Parakar.The total area of the residential part of the house is 190 square meters. 2 floorsAll communications hot and cold waterEuro windows, open balconyThe length of the front part of the house is 18 meters. Fenced.For more information call:*Agency commission is 2% of sale price.To see similar agency announcements, you can visit our page by clicking on the logo photo.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18103979,House is Finished,"Electricity, water supply, natural gas, sewerage","Swimming pool, sauna, fireplace, barbecue oven, gazebo, alarm system"
House,Stone,130 sq.m.,1,4,1,Available,3 or more spots,Partial Renovation,600 sq.m.,,,,,,"Jivani street, Parakar","$130,000",USD,"Newly built private house for sale, there is gas, water, sewerage, only cosmetic repairs need to be doneTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17518913,House is Finished,,
House,Stone,140 sq.m.,1,6,1,,,Euro Renovation,1400 sq.m.,,,,,,Armavir › Parakar,"$130,000",USD,"The house is renovated, has BAXI heating, air conditioner,Furnished large orchard, has a besetka-pendulum, is on the Yerjan-Echmiadzin highway, 1-2 km away from the airport, the street is asphalted.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16258282,,,
House,Stone,200 sq.m.,1,6,1,Available,1 spot,Old Renovation,1000 sq.m.,,,,,,"Տերյան փողոց, Վաղարշապատ","$200,000",USD,"The total area is 1000 square meters. Own house at Teryan Sundukyan intersection, 200 square meters, 6 rooms, auxiliary structure, with three-way entrances, not adjacent to neighbors' houses, constant water, sewage, electricity, three-phase electricity, gas, well water. It has a basement of 50 square meters. It is also very suitable for carrying out multi-functional commercial activities.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18523327,House is Finished,,
House,Stone,370 sq.m.,2,8+,1,,,Old Renovation,1000 sq.m.,,,,,,"Kamo street, Vagharshapat","$150,000",USD,"Վաճառվում է 2 հարկանի քարե տուն Արամ Մանուկյան թաղամասում: Տունը ունի 2հատ 500քմ հողատարածք: Կան բոլոր կոմունալ հարմարությունները (գազ, գազի կաթսա, հոսանք, տաք և սառը ջուր, կոյուղի) : Տունը ունի երկու մուտք` Փողոցի և բակի կողմից, պատշգամբ, պտղատու ծառեր, ջրհոր, նկուղ 100քմ, բնակելի մակերեսը կազմում է 270քմ: 8 ննջասենյակ, մեծ հյոուրասենյակ և ճաշասենյակ, ընդարձակ խոհանոց, մեծ միջանցք:Продается 2-х этажный каменный дом в районе Арам Манукян. 2 участка по 500 кв. Есть все коммуникации (газ, газовый котел, электричество, горячая и холодная вода, канализация) Дом имеет два входа - с улицы и со двора, балкон, фруктовые деревья, колодец, подвал 100 кв. М. , жилая площадь 270 кв. М. 8 спален, большая гостиная и столовая, просторная кухня, большая прихожая.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18285004,,,
House,Stone,400 sq.m.,2,6,2,,,Euro Renovation,,,,,,,"Araratyan street, Vagharshapat","$220,000",USD,"In the center of Etchmiadzin near the Mother See. 220 sq. M. Residential, has a swimming pool of 23 sq. M., a garage for 3 cars, a well, an air conditioner, is provided with all the communal amenities, there is a dressing room. In the yard there are fruit trees, a summer pavilion with its kitchen. The sale is possible both with equipment and furniture, or without.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16316305,,,
House,Stone,116 sq.m.,1,3,1,By agreement,3 or more spots,Partial Renovation,730 sq.m.,,,,,,Armavir › Ptghunk,"$55,000",USD,"Urgent sale of own house in Ptghunk village, 50m from the main road.The house is built with two layers of stone, is completely fenced, and has a gate.The entrance door of the house is made of iron, the windows are of European manufacture with bars, the electric wires and water pipes have been changed, the bathroom is plastered, it has an individual heating system. On the side and back of the house there is a yard area, a parking space, a basement of 35 square meters, a garden with a fruit tree, it is provided with constant drinking and watering water 24 hours a day, a water pump is installed.The house is in need of cosmetic repairs, but is in immaculate condition.For details, call the numbers provided.CODE 326Code Code326Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18303241,House is Finished,,
House,Stone,207 sq.m.,1,6,1,By agreement,2 spots,Partial Renovation,800 sq.m.,,,,,,Armavir › Merdzavan,"$85,000",USD,"Urgent house for sale in the center of Merdzavan, on Sjan street. The house is fenced, the gate and the entrance door are iron, it has a 45 sq. M. Basement, a garden with fruit trees, a spacious yard with a parking lot, it is provided with permanent drinking and irrigation water, it is gasified.One part of the house is capitally renovated, the other part is old renovated.The windows and interior doors are of European production, the electric wires and water pipes are changed, the bathroom is tiled, it has a floor heating system, the floor is laminate.The second floor is built and is in zero condition.The house is in very good condition.It is possible to exchange with a car for $ 15000-20000 with an additional payment by the Buyer.Call the listed phone numbers for details.CODE 304:Code Code 304Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17918637,House is Finished,,
