Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Retail Space,160 sq.m.,,,,,,,,,"Սարգիս Կասյանի փողոց 4, Երևան","600,000 ֏",AMD,"It has three halls for rent85 square meters. 35 square meters. 45 square metersIf you have any questions, callTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17146784,
Office Space,130 sq.m.,,,,,,,,,"Forest Street 158, Yerevan","500,000 ֏",AMD,Office space with its propertyTranslated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/17680122,
Office Space,892 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,"Amiryan Street, Yerevan","$10,000",USD,"Amiryan Mashtots intersectionSeparate buildingThe area is renovatedIt has 2 floors, a basement and a roofBasement floor: 106 square meters1st floor - 146 square meters2nd floor - 487 square metersThe roof is 161 square metersceiling height - 3 metersTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14166826,
Office Space,180 sq.m.,Available,Available,Second Line,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,Yerevan › Arabkir,"$5,000",USD,New buildingA dream in a residential complex4th floorFurnished27 seats2 bathroomsMeeting hallRecreation roomPicture is for exampleTranslated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/10450996,
Office Space,90 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,1 month,Not included,Yerevan › Arabkir,"600,000 ֏",AMD,10/1 floorHeating systems are installedAir conditionersThe kitchen is equipped3 roomsRenovated2 bathroomsYerznkyan streetEntrance through the porchTranslated from Armenian,Nov-24-2022_22-26,OUtdoor parking,https://list.am/en/item/12981381,
Office Space,380 sq.m.,Not available,Available,Second Line,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,Yerevan › Arabkir,"2,500,000 ֏",AMD,Nairi Zaryan streetNew building4 rooms4 bathroomsOpen balconyIt has been repairedBeautiful viewKitchen furniture and appliances are installedTranslated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/12579515,
Office Space,400 sq.m.,Not available,Available,First Line,Common from the Street,Sublease,1 year,1 month,By Agreement,Yerevan › Kentron,"12,000 ֏",AMD,"Office spaces of various sizes are available for rent in the business centerThe price of 1 square meter is 12,000 AMDTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16477031,
Retail Space,207 sq.m.,,,,,,,,,"Azatutyan Avenue, Yerevan","$4,000",USD,"Currently operating as a thrift store, front line, 3 stained glass windowsTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18144139,
Retail Space,125 sq.m.,,,,,,,,,"Tumanyan street 30, Yerevan","$4,200",USD,"For rent real estate on Tumanyan street 125 sq. M. 25 sq. M. 1st floor 100 sq. M. Basement, basement height 4 mTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17925780,
Industrial and Manufacturing,6000 sq.m.,,,,,,,,,"Nikoghayos Tigranyan street 3, Yerevan","2,500 ֏",AMD,"Տրվում է վարձով գրասենյակային և արտադրական տարածքներ, սկսած 20 ք/մ մինչև 400,500 ք/մ գինը 2500-8000 դրամ",Nov-24-2022_22-26,,https://list.am/en/item/12630812,
Restaurant,250 sq.m.,,,,,,,,,"Northern Avenue, Yerevan","$6,500",USD,"Commercial area is for rent on Northern Avenue, in the first line, in a very crowded and busy part. The area is basement.It consists of two common halls, two separate bathrooms, a kitchen, a storage room. It has two entrances from the boulevard ""Tashir Street"" from the boulevard of North Avenue.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17591116,
Office Space,330 sq.m.,,,,,,,,,"Karapet Ulnetsi Street, Yerevan","2,500,000 ֏",AMD,"The area is 4-storey, there is a bathroom on each floor.There is also a plot of land in the area with an orchard and a recreation area.The area is for rent together with office furniture.The area is renovated, has a heating system, permanent water and electricity with a solar station.Code 0539Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17524513,
Office Space,50 sq.m.,,,,,,,,,"Hrachya Acharyan street, Yerevan","280,000 ֏",AMD,"A renovated office space on the 1/5 floor is also for rent as an apartment. The area is almost empty, it has not been inhabited since the renovation. An individual heating system is installed. The building is located on the first line, in the busiest part of Avan, the windows have been changed and it faces the courtyard. For more information call.Code 0051Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18019123,
Retail Space,30 sq.m.,,,,,,,,,Yerevan › Shengavit,"80,000 ֏",AMD,A space is for rent in Charbakh district. It is in good condition. It has a bathroom and constant water.Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/18236965,
Office Space,140 sq.m.,,,,,,,,,"Marshal Baghramyan avenue, Yerevan","790,000 ֏",AMD,"An office space is for rent in Baghramyan Avenue, which can be used for various activities. The area consists of 2 floors, 2 halls on each floor (4 halls in total) It is equipped with baxi heating system, air conditioner is available in every hall.Code 0572Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18104968,
Functioning Business,20 sq.m.,,,,,,,,,"Արցախի պողոտա 34, Երևան","150,000 ֏",AMD,There is all the necessary equipment on the side of the road for a fast foodTranslated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/17945878,
Office Space,45 sq.m.,,,,,,,,,"Vratsakan street, Yerevan","350,000 ֏",AMD,"Գրասենյակային տարածք️ Նոր վերանորոգում,️ Անվտանգության համակարգ,️ BAXI ջեռուցում,️ Կոնդիցիոներ,️ Անվտանգության համակարգ,️ Տեսահսկման համակարգОфисный участок️ Новый ремонт,️ Система безопасности,️ Отопление BAXI,️ Кондиционер,️ Система безопасности,️ Система видеонаблюдения.Office area️ New renovation,️ Security system,️ BAXI heating,️ Conditioner,️ Security system,️ Video recording system",Nov-24-2022_22-26,,https://list.am/en/item/17465256,
Retail Space,170 sq.m.,,,,,,,,,"Zoravar Andranik street, Yerevan","$3,500",USD,"Commercial area is for rent on Andranik street, near Kaiser supermarket (on the same sidewalk)In a very crowded area, suitable for commercial activities. Has a large hallThe whole front part of the area is stained glass.Agency commission 50%Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17718164,
Office Space,1700 sq.m.,,,,,,,,,"Abovyan street, Yerevan","$25,000",USD,"Office space is for rent on Abovyan street.The area is located in a very presentable and visible part.It is located on the first line, the entrance is from the street.The offered property is unique and incomparable with the properties in the given section.Code KOMV448Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17695344,
Multifunctional Space,300 sq.m.,,,,,,,,,"Azatutyan Avenue, Yerevan","1,850,000 ֏",AMD,"Space is for rent on Freedom Avenuethe area is multifunctional and suitable for various activities.Has several entrances, more than 4 bathrooms.There is an air conditioning system, a heating system, a freight elevator.Suitable for office, clinic and other activitiesfor details, call the indicated phone numberCode komv503Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18205675,
Office Space,40 sq.m.,,,,,,,,,"Qochinyan street, Yerevan","200,000 ֏",AMD,An area with rent is for rentTranslated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/17100833,
Retail Space,90 sq.m.,,,,,,,,,"Garegin Nzhdeh Street, Yerevan","420,000 ֏",AMD,Two-storey commercial area 90 sq. M.Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/17213098,
Warehouse,200 sq.m.,,,,,,,,,Yerevan › Erebuni,"130,000 ֏",AMD,"The storage area is for rent, it is in good condition.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16456205,
Everything Else,50 sq.m.,,,,,,,,,"Gyulikekhvyan street, Yerevan","100,000 ֏",AMD,"Space is available for rent both for real estate and commercial space, as well as for the use of other vacant areas.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18137160,
Multifunctional Space,77 sq.m.,Not available,Available,First Line,Separate from the Street,Direct Lease,1 month,1 month,Not included,Yerevan › Kentron,"$1,900",USD,"For rent, a 15-meter frontage area in the center of Mashtots Avenue, at Lusavirich intersection, with a spacious hall with outdoor seating for a cafe, hair salon, bistro, shop, clinic, also has a basement of 55 square meters with an elevator.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18232834,
Office Space,93 sq.m.,Available,Not available,Other,Separate from the Courtyard,Direct Lease,6 months,2 months,Not included,"Tpagrichner Street 8, Yerevan","$1,500",USD,Office space for rent. Located on the 1st floor of a residential building. The entrance is separate from the street. It's empty. It has a bathroom.Code 12061Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/14208451,
Multifunctional Space,120 sq.m.,,,,,,,,,"Komitas Avenue 35, Yerevan","300,000 ֏",AMD,"Space for rent on Komitas avenue, suitable for warehouse, workshop, ceiling height 4 m, entrance from the yardTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18231184,
Functioning Business,270 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Hanrapetutyun street, Yerevan","$2,500",USD,"A car wash point is for rent, it occupies an area of 270 square meters, where one powerful drainage system is installed, a powerful pump, the water pipes for drainage are made at a high level, the slopes of the floor are made. If you have any questions, call the mentioned phone number.Code vt276Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16804842,
Retail Space,300 sq.m.,,,,,,,,,"Զորավար Անդրանիկի փողոց 108/11, Երևան","7,000 ֏",AMD,"An area is for rent near the Kaiser supermarket. The first floor is 140 square meters, the second floor is 160 square meters. Call for details.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17575357,
Multifunctional Space,70 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,2 years,2 months,Not included,"Kievyan street, Yerevan","$1,200",USD,"Code 2964,the area is renovated,9 m front part, stained glass,there are no territorial divisions,1 hall, bathroom,heating system, if necessary, air conditioner will be installedTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17927621,
Multifunctional Space,2300 sq.m.,,,,,,,,,"Fuchik street, Yerevan","4,500,000 ֏",AMD,VT388:Commercial area is for rent on Fuchik street. The total area is 2300 square meters. The area is in zero condition. Purpose: Public. All the utilities are available in the area.Code VT-388Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/17977200,
Multifunctional Space,50 sq.m.,Not available,Available,Second Line,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,Yerevan › Kentron,"650,000 ֏",AMD,"Space for rent on Proshyan Street,business center:50 square meters,4th floorcapitally renovatedhas its own bathroomThe price of 1 square meter is AMD 13,000. The price includes heating, cooling, VAT.Agency commission: 50%Code 14306514Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14306514,
Office Space,70 sq.m.,,,,,,,,,Yerevan › Arabkir,"$1,700",USD,"Վարձով տարածք Բաղրամյան պողոտայում, Օրբելի խաչմերուկի մոտ, բաղկացած է 1-ին հարկից՝ 35քմ. , և 2-րդ հարկից՝ 35քմ. , ամեն հարկում մեկ սրահ, մե փակ պատշգամբ, առկա է սանհանգույց, ջեռուցման համակարգ, օդորակիչ:Գործակալության միջնորդավճար՝ 50%Կոդ 14102864",Nov-24-2022_22-26,,https://list.am/en/item/14102864,
Office Space,61 sq.m.,,,,,,,,,"Kievyan street, Yerevan","350,000 ֏",AMD,"Office space is for rent near Kiyan street, ceiling height 3.7 m, security system, cameras, heating and cooling systems, next to Shant TV.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17478875,
Office Space,150 sq.m.,,,,,,,,,"Moskovyan street, Yerevan","10,000 ֏",AMD,"Office space for rentAddress: Moskovyan Street (Vernissage/Kaziryok Park: Near Opera and Cascade)Floor: High first (beletage)Area: 150 square meters,First lineCondition: RepairedVentilation systemair conditionerthe bathroom is tiled and equipped with sanitary wareexterior windowsentrance from the streetSuitable for any office/commercial activityPrice: 8,000 - 10,000 AMD per square meterCode: GS-157KTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14571826,
Warehouse,30 sq.m.,,,,,,,,,"Vagharsh Vagharshyan street 15, Yerevan","100,000 ֏",AMD,"Refrigerator for rent, freezer storage, + 8 to 15c suitable for fruits, vegetables, meat, poultry, etc. , if you have any questions, call.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16889643,
Multifunctional Space,200 sq.m.,,,,,,,,,Yerevan › Arabkir,"$2,500",USD,"Code 8432For rent a three-storey commercial space on Kasyan Street, on the 1st line. The room has been renovated, air conditioning is installed, there is a possibility of outdoor advertising, suitable for any activity:Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14199520,
Office Space,90 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Direct Lease,6 months,By Agreement,Not included,"Tumanyan street, Yerevan","$2,500",USD,"The area is renovated, has air conditioning.Code AV0427Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18137253,
Office Space,100 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,By Agreement,Not included,"Alek Manoukyan street, Yerevan","$1,000",USD,"The space is renovated. It is heated by an individual heating system.It has 5 separate rooms, located on the 2nd floor.Code AV0414Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18137236,
Office Space,100 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Tpagrichner Street, Yerevan","400,000 ֏",AMD,"The area is semi-basement, renovated, has office property.Code AV0416Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18137235,
Office Space,90 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Derenik Demirchyan street, Yerevan","$1,600",USD,"Տրվում է վարձով գրասենյակային տարածք 90քմ, 3 սենյակ 40քմ, 36քմ և 12քմ, 2 սանհանգույց, Դեմիրճյան փողոց 38 հասցեում: Տարածքը կապիտալ վերանորոգված է, ունի անվտանգության համակարգ, ջեռուցման համակարգ/Baxi/, օդափոխման համակարգ:Գինը՝ 1600$։Հասցե՝ ք․Երևան, Դեմիրճյան փ․ 38շ․Հարցերի դեպքում կարող եք զանգել կամ գրել։Сдаётся в аренду офисное помещение на ул. Демирчяна в центре Eревана, 90кв. М.Вся коммерческая площадь здесь готова и отремонтирована, все коммуникации подведены. Система безопасности, вентиляция и система отопления, система климат контроля, высокоскоростной интернет и 24-часовая наружная видеозапись.Общая площадь составляет 90 квадратных метров: 3 комнаты по 40, 36 и 12 квадратных метров и санузел 2кв. М.Цена1600$.Адресс: Г. Ереван, ул. Демирчяна 38По всем вопросом можете звонить или писать․",Nov-24-2022_22-26,,https://list.am/en/item/17703103,
Functioning Business,20 sq.m.,,,,,,,,,"Komitas Avenue 62, Yerevan","75,000 ֏",AMD,"For rent, 2 rooms or 1 non-flammable front line in front of Yerevan city, the rooms can be used for cosmetology, pediatrics and other medical activities. Will make a stylish renovation according to your wish.Cosmetologist's roomroom for rentTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18213730,
Multifunctional Space,135 sq.m.,Not available,Available,First Line,Separate from the Street,Direct Lease,1 month,1 month,Not included,Yerevan › Kentron,"$2,700",USD,"Universal space for rent in the center, the beginning of Mashtots avenue, at Lusavorich crossroad, 20 meters of front with stained glass windows, outdoor seating, 95 sq m hall, also has a 60 sq m basement with elevator, suitable for any type of shop, beauty salon, cafe, restaurant, bank.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18227752,
Multifunctional Space,90 sq.m.,,,,,,,,,Yerevan › Kentron,"1,000,000 ֏",AMD,"CODE 6978:Commercial area is for rent on Amiryan street, 1st line. The area is fully repaired, there are stained glass windows. Suitable for various activitiesTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14626983,
Multifunctional Space,107 sq.m.,,,,,,,,,Yerevan › Kentron,$900,USD,"CODE 8496:Commercial area is for rent on Charents street. Heating, cooling and ventilation systems are installed. The area is suitable for various activitiesTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14503884,
Office Space,80 sq.m.,,,,,,,,,Yerevan › Kentron,"5,000 ֏",AMD,"CODE 7059:Office space is for rent on Heratsi street, on the 2nd and 3rd floors of a 3-storey building. The area of the 2nd floor is 80 sq / m, the 3rd floor is 218 sq / m. The area is renovated, suitable for any office activity. The cost of 1 square meter is 5000 drams.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/15282464,
Office Space,12 sq.m.,Not available,Not available,Other,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,"Գարեգին Նժդեհ փողոց, Երևան","70,000 ֏",AMD,"1-room space for rent, has a window, is renovated, has been working as a sewing workshop for 5 years. Suitable for any small business. It is located on the intersection of Cinema Homeland, the entrance is from the courtyard, oni san junctionTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17670764,
Retail Space,45 sq.m.,,,,,,,,,"Charents street, Yerevan","500,000 ֏",AMD,"An area is for rent on Charents street, first line, renovated with large stained-glass windowsTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17958148,
Retail Space,134 sq.m.,,,,,,,,,"Charents street 90, Yerevan","550,000 ֏",AMD,"Warehouse for rent, Charents str. First lineThe area of the shop is 100 square metersThe storage area of 34 square meters is suitable for different types of activitiesTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/9681535,
Everything Else,23 sq.m.,,,,,,,,,"Hovhanisyan block, Yerevan","100,000 ֏",AMD,23 square meters for rent near Avani City. Residential area:You can get acquainted with the terms by calling or writing to the viber number. Has all utilities.Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/15517915,
Retail Space,20 sq.m.,,,,,,,,,"Jrvezh 5-th street, Jrvej","100,000 ֏",AMD,"The area of the shop is for rent, the price is negotiable, in case of other questions, call the mentioned phone number.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17977296,
Office Space,104 sq.m.,,,,,,,,,"Saryan Street, Yerevan","$2,100",USD,"An office area of 104.5 square meters is for rent on the 5th floor of a 5-storey building on Saryan street, near Malibu Park. The area is fully repaired, air conditioners are installed. The floor is covered with parquet and marble. It consists of an entrance hall, a kitchen, a spacious hall, a study and 1 bathroom. The rooms are separated by stained glass. The area has beautiful lighting. The kitchen furniture is made of quality wood. The bathroom is tiled and equipped with sanitary ware. Internet communications are available. The area is provided with a security system.Code 0536Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17289608,
Office Space,120 sq.m.,,,,,,,,,"Vagharsh Vagharshyan street, Yerevan","450,000 ֏",AMD,"An office space of 120 square meters is for rent in Komitas, next to Shirvanzade school. The area is located in a modern business center, which has a beautiful yard for the rest of the employees. The area is provided with all the communal facilities, it is bright and bright.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16935725,
Building,35 sq.m.,,,,,,,,,"Avan 6-th street 1st lane 1, Yerevan","200,000 ֏",AMD,"1 bedroom apartment for rent on the 9th/3rd floor, with always hot and cold water, furniture. The rent is AMD 200,000 per month. Look in the pictures. 1 bedroom apartment for rent on the 9th/3rd floor, with always hot and cold water, furniture. The rent is AMD 200,000 per month. Look in the pictures.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/15752370,
Everything Else,210 sq.m.,,,,,,,,,"Artsakh avenue, Yerevan","$2,500",USD,"Code VT170:Office space for rent. The 1st floor occupies an area of 155 square meters, the second floor occupies an area of 55 square meters. The area is fully renovated. Air conditioner, euro windows are installed. Only the second floor can be provided if desired.Code VT-183Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/15060680,
Multifunctional Space,300 sq.m.,,,,,,,,,Yerevan › Erebuni,"1,500,000 ֏",AMD,Code VT253:Commercial area is for rent on Khachik Dashtents street. The total area is 300 square meters. The floor is covered with tiles. Suitable for any activity.Code VT-253Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/10440921,
Multifunctional Space,170 sq.m.,,,,,,,,,"Davit Bek street, Yerevan","300,000 ֏",AMD,"Code VT234:Commercial area with 2-storey attic is for rent on Davit Bek street, on the first line. The 1st and 2nd floors are 60 square meters (your own), the attic floor is 50 square meters. Vintage windows are installed. If desired, the area will be handed over for renovation.Code VT-234Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14340175,
Office Space,140 sq.m.,,,,,,,,,"Rostovyan street, Yerevan","400,000 ֏",AMD,"Code VT350:Commercial area is for rent on Rostovyan street. The total area is 140 square meters. The area has 5-6 rooms, hot and cold water, 2 entrances. Euro windows are installed. The area needs renovation. The ceiling height is 2.7 meters. The area is semi-basement.Code VT-350Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17681272,
Multifunctional Space,120 sq.m.,,,,,,,,,"Avanesov street, Yerevan","600,000 ֏",AMD,"Code VT280:Commercial area is for rent on Avanesov street. It occupies an area of 120 square meters. The area is fully repaired. Stained glass windows are installed, heating system, 4 air conditioners, the floor is covered with tiles, which is heated. There is three-phase electricity.Code VT-280Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16797399,
Office Space,99 sq.m.,,,,,,,,,"Garegin Nzhdeh Street, Yerevan","1,485,000 ֏",AMD,"Code VT343Fully renovated commercial space for rent on Nzhdehi street. The total area is 99 square meters. Euro windows are installed, the floor is covered with parquet. There are communal facilities in the area. It has a parking space. The space is given along with the property. Suitable for the office sector.Code VT-343Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17588049,
Office Space,290 sq.m.,,,,,,,,,Yerevan › Kentron,"13,000 ֏",AMD,"Office space for rent in Citadel b/c, 290 square meters.The price of 1 square meter is AMD 13,000 per month, including VAT, utility costs, except for internet and internal cleaning.Constructive, architectural solutions of the building, parking for 60 passenger cars, 3 passenger elevators, professional administration, security and operation staff and high quality service. All this enables the tenants of the center to focus on their core activities.Professional security service provides round-the-clock surveillance of the Building and surrounding areas. The exterior areas, the corridors of the Building, the perimeter and the parking area of the business center are under 24-hour video surveillance and video surveillance by security personnel.The building is considered private property, and all interference by government institutions in the internal affairs of the building is kept to a minimum.The building is provided with three separate power sources and has its own transformer substation with a capacity of 2000kVA, which ensures uninterrupted power supply to the building. Modern exterior lighting emphasizes the original/unique architecture of the Building.External water supply pipes in two separate directions and a 15t capacity water reservoir on the roof provide round-the-clock uninterrupted water supply in the Building.The automatic anti-fire alarm system enables the ""Citadel"" business center to detect the location of the fire in any area of the building. All alarm signals are received by the fire station, which transmits the information to the control panel. Which means that the maintenance staff will immediately go to extinguish the fire. At the same time, the sound and light fire alarm will warn about the danger, which will enable people to evacuate safely.Code: GS-145KTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14476407,
Hotel,400 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,6 months,By Agreement,By Agreement,"Arshakuniats Avenue, Yerevan","$10,000",USD,"A hotel complex with an area of 400 square meters is for rent. The complex consists of 8 rooms, each of which has a bathroom, there is 1 common bathroom, a spacious waiting room, a room, a kitchen, a laundry room. The hotel is completely renovated, an air conditioning system is installed, it is on the first line.Rent: 10,000 USD/monthCode: GS-205KTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/13898719,
Warehouse,22 sq.m.,,,,,,,,,"Lepsius 1-st street, Yerevan","150,000 ֏",AMD,"A storage freezer is for rent. Refrigerator. 50 cubic meters with macres. (+ 10 to -20) degrees. Bulk orders are accepted. The product: 170,000 AMD per month. Long-term renting will be cool. Starting from 6 months, the price will be 150,000 AMD per month. For other questions, you can call the indicated number. It is possible to approach the door of the store by car.Search words:CamEra: Refrigerator. Freezer.Freezer.Refrigerator. + 10 -20*Storage -20*.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16741394,
Office Space,230 sq.m.,Not available,Not available,Second Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Karapet Ulnetsi Street, Yerevan","1,100,000 ֏",AMD,"The space is renovated. It is heated with an individual heating system (BAXI) It has 2 floors, 7 separate rooms and 4 bathrooms. It has its own solar station.Code AV0594Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18198774,
Office Space,300 sq.m.,Not available,Not available,Second Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Marshal Baghramyan avenue, Yerevan","1,300,000 ֏",AMD,"It has three floors, each with a separate entrance.It is renovated, has utilities: Gas, water, three-phase electricity. Euro-repaired.Code AV0192Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18194675,
Office Space,100 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Moldovakan street, Yerevan","450,000 ֏",AMD,"The area is provided with hot and cold water, has a kitchen and entrance from 2 sides.Code AV0197Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18193608,
Office Space,250 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Derenik Demirchyan street, Yerevan","$6,000",USD,The area will be renovated.Code AV0194Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/18193585,
Office Space,114 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Amiryan Street, Yerevan","1,200,000 ֏",AMD,"The area is renovated, has an individual heating system and air conditioning.It has a basement of 15 square meters.Code AV0212Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18193274,
Office Space,144 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Moldovakan street, Yerevan","550,000 ֏",AMD,The space is euro-renovated. It has an individual heating system (BAXI)Installed cameras and security system.Code AV0214Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/18193225,
Office Space,600 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Gyulikekhvyan street, Yerevan","$4,000",USD,Zero tax. Repair will be done on request.Code AV0574Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/18178371,
Office Space,374 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Nansen street, Yerevan","$3,700",USD,The space is renovated. It is located on the first floor of a multi-storey residential building. It has a storage area of 87 square meters and a closed parking space for 3 cars.Code AV0580Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/18178308,
Multifunctional Space,82 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,2 months,Not included,Yerevan › Kentron,"$2,000",USD,"Commercial area is for rent on Yervand Kochar street, 1st line. The area is renovated, air conditioner is installed. Suitable for various activitiesCode 8867Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17424067,
Office Space,62 sq.m.,By agreement,Not available,Second Line,Common from the Street,Direct Lease,1 year,By Agreement,By Agreement,"Nikoghayos Adonts street 10, Yerevan","372,000 ֏",AMD,"1ք/մ արժեք 6000 դրամ Կոմերցիոն տարածքներ՝ հասցե Ադոնցի 10. Երազ բնակելի թաղամասի մոտ: Տարածքները վերանորոգված են (գազ, ջուր, BAXI) : Ինչպես նաև օֆիսային արտադրական և պահեստային տարածքներ: Մանրամասների համար զանգահարել",Nov-24-2022_22-26,,https://list.am/en/item/13943878,
Automotive Service,12 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,6 months,2 months,Not included,"Mayisi 9 street, Yerevan","50,000 ֏",AMD,"Urgently Euro-renovated area is for rent on May 9 street, call for questions.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17518963,
Retail Space,91 sq.m.,,,,,,,,,Yerevan › Kentron,"$2,000",USD,Վարձով է տրվում բազմաֆունկցյոնալ տարացք արժեքը շուկաըականից 15-% Ռյալ ցածր է մանրամասների համար ԶԱՆԳԱՀԱՐԵԼԿոդ A1004,Nov-24-2022_22-26,,https://list.am/en/item/12021289,
