Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,186 sq.m.,2,4,2,Available,1 spot,Major Renovation,"Քոթեջ, Վանաձոր","200,000 ֏ monthly",AMD,"Տրվում է վարձով երկարաժամկետ (օրավարձով) ։Մանրամասների համար զանգեք։ (Նաև վաճառվում է)Сдаётся на аренду 2 этажный дом в городе Ванадзор.От центральной площади расстояние 3 километров.Отопление-газовый печь (Экономичная) Рядом есть супермаркет, общественный транспорт, пикарня. Дом комфортный с мебелью. Могут жить до 7 человек. Потробности звоните по номеру.",Dec-12-2022_21-49,300 sq.m.,,,,https://list.am/en/item/17547193,7,Yes,Yes,Not included,By Agreement,
House,Stone,60 sq.m.,2,3,1,Available,Not available,Designer Renovation,Lorri › Dsegh,"50,000 ֏ daily",AMD,"Վարձով է տրվում առանձնատուն Դսեղում օրավարձով՝ Նոր տարվա օրերին 31-6 ներառյալ։ Տոներից հետո կարող ենք քննարկել նաև օրավարձով տալը կամ ամսավճարով տալը։Լիովին վերանորոգված, չբնակեցված դիզայներական ոճով: Առկա են բոլոր հարմարությունները, ջեռուցում, տաք ջուր, սպասք, կահույք 5-6 հոգով բնակվելու համար։Դիմացը 2000 քմ տարածքով մեծ այգի է։House rent in Dsegh, Lori on a daily and on monthly bases. There is a beautiful garden in front of the house-2000 sq. Meters. The renovation has been done by designers. 2 bedrooms -one double bed, the other with 3 beds.In the living room section are a table, 4 chairs wardrobe, and a sofa.",Dec-12-2022_21-49,2000 sq.m.,"Fridge, stove, coffee maker, washing machine, iron, hair dryer",,,https://list.am/en/item/18685361,5,Yes,No,By Agreement,By Agreement,"Television, internet"
House,Stone,100 sq.m.,1,3,1,,,Major Renovation,"Telman Street 22, Stepanavan","15,000 ֏ daily",AMD,"A house for daily rent near the center of Stepanavan, in a wonderful and quiet place, with a view of the valley, the beautiful Dzoraget, availableall facilities for a comfortable vacation, located very close to the city center, up to 8 people can enjoy the vacation, the daily rent will be determined from that.15,000 for booking 3 or more days. For sale on a long term basis.Translated from Armenian",Dec-12-2022_21-49,,,,,https://list.am/en/item/15761646,7,Yes,Yes,Not included,1 month,
Country House,Stone,250 sq.m.,1,3,1,Available,Not available,Partial Renovation,Lorri › Stepanavan,"40,000 ֏ daily",AMD,Дом находится в городе степана ване На очень красивом месте рядом лес свежий воздух большой дом большая площадка Подходит для идеального отдыха для семей Есть все коммунальные услуги газ вода электричество. Зимой дом Топится паставлень газовый печь Во дворе мангал парковка от 6 до 7 машин всё остальное вы можете посмотреть на фото Или позвонить по номеру интересующим вопросам,Dec-12-2022_21-49,2000 sq.m.,"Fridge, stove, microwave, coffee maker, washing machine, iron",,,https://list.am/en/item/18272010,6,Yes,No,By Agreement,By Agreement,"Television, internet, gazebo"
House,Stone,160 sq.m.,1,8+,3+,,,Major Renovation,Lorri › Stepanavan,"10,000 ֏ daily",AMD,"The house is newly built.It is located near the forest (next to Alea recreation area)It has communal facilities, wi-fi, pavilion (bisetka)The area is fenced.Call for detailed questions.Translated from Armenian",Dec-12-2022_21-49,900 sq.m.,,,,https://list.am/en/item/17829135,,,,,,
Country House,Stone,150 sq.m.,1,5,3+,Available,3 or more spots,Designer Renovation,Lorri › Vanadzor,"40,000 ֏ daily",AMD,"Հանգստյան գոտի կամ ընտանեկան հյուրատուն ""ՄԵԼԱՆԻԱ""։ Гостевой дом можно арендовать за ежемесячную плату, цена договорная. Հանգստյան գոտին կամ հյուրատունը գտնվում է հրապարակից 800մ հեռավորության վրա, տեսարանը անտառիտակ։ -Տարածքը 1200քմ է, որից 400քմ կանաչ գոտի է շրջապատված հսկա եղևնիններով, փշատերև ծառերով, թփերով, բազմաթիվ դեկորատիվ բույսերով։ -Լողավազան մոտ 20քմ, 1,65խորությամբ, ունի մաքրման համակարգ։ -Խորովածանոց իր բոլոր հարմարանքների հետ։ -Wifi համակարգ -Տաղավար զբաղմունքի, թենիս, տրինաժոր, տարբեր ճոճանակներ -Տաղավար ճաշկերույթի 10անձի -Ավտոկայանատեղ 4մեքենայի -Խոհանոցային սպասք և կահ կարասի։ -Բարձրորակ անկողնային պարագաներ Հյուրատունը ընտանեկան է, նախատեսված մինչև 10անձի համար այդ թվում 5տարեկանից բարձր տարիքի երեխաները կամ երկու ընտանիք ոչ ավել, ավել անձի դեպքում կատարվում է գնային փոփոխություն, ամեն անձի համար լրացուցիչ 5000դրամ։Սենյակները 5 են, որից 4-ը ննջասենյակներ են տարբեր քանակի անձերի կամ ընտանիքի համար, առանձին մուտքերով դեպի այգին, յուրաքանչյուրը 20քմ և մեկ մեծ հյուրասենյակ 60քմ իր խոհանոցով, կահ կարասիով։ Արգելվում է Բարձր հնչեղության երաժտական գործիքներ բերել և հրավառության պարագաններ օգտագործել։ Հանգստյան գոտին ունի ջեռուցման համակարգ և աշխատում է տարվա բոլոր եղանակներին, գնային փոփոխությունով։ Մուտքը 14:00 Ելքը 12:00+ Մինչև երեկո մնալու դեպքում գանձվում է ևս 1 օրվա գին+ Տունը ամրագրելու համար ԿԱՆԽԱՎՃԱՐԸ ՊԱՐՏԱԴԻՐ Է:+ Ամրագրումը Ձերկողմից չեղարկելու դեպքում կանխավճարը ենթակա չէ հետ վերադարձի: Зона отдыха или гостевой дом находится в одном из красивейших мест города Ванадзор, вид под лес. Площадь 1200 кв. М, из них 400 кв. М - зеленая зона в окружении гигантских оленей, хвойных деревьев, кустарники и множество декоративных растений. В зоне отдыха есть система отопления и работает в любое время года, с изменением цены The recreation area or guest house is located in one of the most beautiful places of Vanadzor city, the view is under the forest. The area is 1200 square meters, of which 400 square meters is a green area surrounded by giant deer, coniferous trees, shrubs and many ornamental plants. The pool is about 20 square meters, has a cleaning system with a depth of 1.65. There is a barbecue house is located in one of the most beautiful places of Vanadzor city, the view is under the forest. The area is 1200 square meters, of which 400 square meters is a green area surrounded by giant deer, coniferous trees, shrubs and many ornamental plants. The pool is about 20 square meters, has a cleaning system with a depth of 1.65. There is a barbecue.The recreation area has a heating system և works in all seasons of the year, with price change.Հանգսյան գոտի, հյուրատուն, քոթեջ, վիլլա, ամառանոց, հանգստյան տուն, guet house, villa, koteg, гостевой дом, гест аус, вилла дилиджан, dilijan, դիլիջան առանձնատուն, դաչա дом отдыха, аренда",Dec-12-2022_21-49,1200 sq.m.,"Fridge, stove, coffee maker, washing machine, water Heater",,,https://list.am/en/item/17493044,8+,Yes,Negotiable,By Agreement,By Agreement,"Television, internet, swimming pool, barbecue oven, gazebo"
Country House,Wooden,35 sq.m.,2,2,1,,,Designer Renovation,"Hakob Meghapart street, Stepanavan","20,000 ֏ daily",AMD,"A two-storey wooden house is for daily rent in Stepanavan city for 4-5 people, permanent hot-cold water, gas, light, wifi, small garden swing besedka barbecue fireplace. You can call the mentioned phone numbersTranslated from Armenian",Dec-12-2022_21-49,300 sq.m.,,,,https://list.am/en/item/17768123,,,,,,
House,Stone,247 sq.m.,2,4,2,,,Cosmetic Renovation,Lorri › Stepanavan,"15,000 ֏ daily",AMD,Daily rent house with all utilitiesTranslated from Armenian,Dec-12-2022_21-49,,,,,https://list.am/en/item/18081534,,,,,,
Country House,Stone,150 sq.m.,2,7,2,,,Euro Renovation,Lorri › Dsegh,"6,000 ֏ daily",AMD,"Guest house in Dsegh. Affordable and quality rest, we provide a car if desired... Dsex DseghTranslated from Armenian",Dec-12-2022_21-49,2200 sq.m.,,,,https://list.am/en/item/17845283,,,,,,
House,Stone,1000 sq.m.,1,2,2,,,Old Renovation,Lorri › Dsegh,"15,000 ֏ daily",AMD,"A pavilion is available for rent, there are all facilities for your stay: The price shown on the bisetka is the price of the pavilionTranslated from Armenian",Dec-12-2022_21-49,600 sq.m.,,,,https://list.am/en/item/17958124,,,,,,
Country House,Wooden,1000 sq.m.,1,6,2,,,Old Renovation,Lorri › Dsegh,"15,000 ֏ daily",AMD,"The pavilion is located in Lori region, in the village of Dsegh, right next to Hovhannes Tumanyan's house-museum, bisetka ․ All the amenities for your rest are created.Translated from Armenian",Dec-12-2022_21-49,500 sq.m.,,,,https://list.am/en/item/17958172,,,,,,
House,Stone,500 sq.m.,2,5,1,Available,Not available,Major Renovation,Lorri › Margahovit,"140,000 ֏ monthly",AMD,"В аренду сдается дом в село Маргаовит (расположение между Ванадзором и Дилиджаном), со всеми удобствами, Бакси, холодная горячая вода круглый год, в доме капитальний ремонт, на участке плодовые деревя, грецкий орех, яблоко, сливы, дом можно снимать частично с хозяином, в селе чистейший воздух и вся инфраструктура, школа, детский сад, в селе присутствуют участки для различных отдыха, вокруг сосновый лес и и других породов.",Dec-12-2022_21-49,350 sq.m.,,,,https://list.am/en/item/18437606,8+,Yes,No,Not included,1 month,
House,Stone,50 sq.m.,1,2,1,Available,1 spot,Euro Renovation,"Nairi street, Vanadzor","130,000 ֏ monthly",AMD,Дом находится в городе Ванадзор. Около дома есть участок. Есть место для парковки машин. Евроремонт сделан год назад. Для питомцев тоже есть место для жилья. Аренда,Dec-12-2022_21-49,100 sq.m.,,,,https://list.am/en/item/18396928,4,Yes,Yes,Not included,Without prepayment,
House,Stone,120 sq.m.,2,4,1,,,Cosmetic Renovation,"Pushkin Street, Stepanavan","15,000 ֏ daily",AMD,"Stepanavan village GargarAll utilities, unlimited internet.Translated from Armenian",Dec-12-2022_21-49,220 sq.m.,,,,https://list.am/en/item/14216065,,,,,,
House,Stone,100 sq.m.,1,2,1,Available,1 spot,Designer Renovation,Lorri › Stepanavan,"60,000 ֏ monthly",AMD,"Сдается частный дом в СтепанаванеПостоянный газ, горячая и холодная водаДом отапливается газовой печкоймебельтехникаавтостоянкабарбекюՎարձով է տրվում առանձանտուն Ստեփանավանումմշտական գազ, տաք և սառը ջուրառանձնատունը ջեռուցվում է գազի վառարանով,կահույք, տեխնիկասանհանգույցը սալիկապատմեքենայի կայանատեղիմանղալ",Dec-12-2022_21-49,,,,,https://list.am/en/item/15547674,6,Yes,No,Not included,1 month,
Country House,Stone,70 sq.m.,2,3,1,Available,Not available,Partial Renovation,Lorri › Debet,"20,000 ֏ daily",AMD,"In the village of Debet, Lori region, very close to the forest, right on the river bank, a guest house is for daily rent. The house has 2 bedrooms, 1 living room. You can be hosted by 6-7 people.Translated from Armenian",Dec-12-2022_21-49,1000 sq.m.,,,,https://list.am/en/item/17907740,6,Yes,Yes,Included,By Agreement,
Country House,Stone,100 sq.m.,2,3,2,Available,3 or more spots,Cosmetic Renovation,Lorri › Margahovit,"25,000 ֏ daily",AMD,"Affordable, comfortable guest house for daily rent in Margahovit village, Lori region.The guest house is renovated, has 1 bedroom with 4 beds (there is a possibility of 3-4 beds in other rooms), 1 spacious living room, kitchen, bathroom, the guest house can accommodate 7-8 people at the same time. The guest house is heated by individual Baxi. It is provided with communal and household amenities (permanent hot-cold water, gas, electricity)The mentioned price is valid for the New Year, regardless of the number of guests per day.The house is located in a tree-lined green park, where there is a pavilion (besetka) with all amenities, designed for 25-30 people, there is a barbecue, a tonir, permanent water.#near # rent # private house # dendropark # dendropark # dendropark # house for rent # Lori marz # Lori marz with neighborhood # Affordable ecotourism # bissetka # dilijan # greenhouse #nature #nature lap # tsaghkadzor # Tsaghkadzor # Jermuk #accessible in the village #apartment #pine #sochut #ecotourism # rural tourism #rest out of town # out of town #house for rent #summer vacation in Dilijan, clear lake, Haghartsin, # daily rent, indoor swimming pool, house, houses, houses for daily rent in Yerevan, Yerevan house, beautiful apartment, dilijan, haghartsin, arzni, waterfall, houses in Yerevan, house in the center, near the Opera House, North Avenue, Teryan, Tumanyan, KoghbatsiTranslated from Armenian",Dec-12-2022_21-49,300 sq.m.,"Fridge, stove, microwave, coffee maker, iron, hair dryer",,,https://list.am/en/item/15625547,6,Yes,Yes,By Agreement,By Agreement,"Television, barbecue oven, gazebo"
House,Stone,150 sq.m.,1,7,1,,,Euro Renovation,"Surb Nshan street, Stepanavan","25,000 ֏ daily",AMD,"House for daily rent in Stepanavan with all communal amenities, call for wifi details. Negotiable depending on the number of people.Translated from Armenian",Dec-12-2022_21-49,,,,,https://list.am/en/item/17851770,,,,,,
House,Stone,80 sq.m.,1,2,1,,,Designer Renovation,Lorri › Gyulagarak,"200,000 ֏ monthly",AMD,"6 месяцев 150.000 др3 месяцев 200.000 дрСдается без посредника собственный дом в Глагараке. Расположен от Еревана 140 км, от Степанавана 10 км, от Ванадзора 25 км, от Дендропарка 3 км.Предусмотрены все необходимые удобства.Около 2500 квм плодовой сад, большая парковка.",Dec-12-2022_21-49,2500 sq.m.,,,,https://list.am/en/item/17467202,5,Yes,Yes,Not included,By Agreement,
House,Stone,180 sq.m.,2,4,2,,,Euro Renovation,"Forest Street, Stepanavan","50,000 ֏ daily",AMD,"In Gyulagarak, 2 km away from Dendropark Botanical Garden, a summer house with all communal amenities is for daily rent. The house has 3 bedrooms, a large living room, a kitchen, a bathroom, 2 bathrooms, a spacious yard with a summer kitchen (hot water is available) and a large garden. For 15 people. Up to 10 people - 50,000 AMDGyulagarak, dendropark, Гюгларак, Gyulagarak, house for rent, house for daily rent, hyuratun Gyulagarakum, guest house in Gyulagarak, Dendropark resort in Stepanavan, apartments for daily rent.Translated from Armenian",Dec-12-2022_21-49,,,,,https://list.am/en/item/17706316,,,,,,
House,Stone,38 sq.m.,2,3,1,Available,1 spot,Euro Renovation,"Եկեղեցու փողոց 1, Ստեփանավան","35,000 ֏ daily",AMD,"Have you decided to spend your vacation in a wonderful place, haven't you decided yet?We can help you with that.In front of you, the newly built, comfortable, beautiful and unique JS guest house has opened its hospitable doors, which is located in one of the cozy corners of the unique nature of Lori, in the wonderful Stepanavan.The clean and clear air, the cold water, the beautiful forests, the rest and tranquility of the city will captivate you, you will not look for another resort.Our address is c. Stepanavan, St. Church, t. 1, next to St. Sargis Church.For daily rent.Includes.* 1 bedroom with 1 bed - for 2 people.* 1 bedroom with 2 single beds.If necessary, 1 bed can be installed without price change.Generally designed for 5-6 people.Free '* with garden swing, table with chairs* barbecue* wifi internet* Bathroom* bathroom* kitchen studio, with constant hot and cold water*refrigerator* electrical panels* Electric kettle* electric coffee maker.Too much.New building.Translated from Armenian",Dec-12-2022_21-49,1200 sq.m.,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",,,https://list.am/en/item/16208715,6,Yes,No,Included,By Agreement,"Television, internet, barbecue oven, gazebo"
Townhouse,Monolith,650 sq.m.,2,5,3+,Available,Not available,Major Renovation,"Վահագնի թաղամաս, Վահագնի թաղամաս","$4,000 monthly",USD,"Capital renovated and nicely furnished private house in Vahagn district.On the first floor there is a hall, a spacious living room, a kitchen, one bedroom and a bathroom.On the second floor there is a laundry room, a bathroom, 3 bedrooms, one of which also includes a separate bathroom.The living room has access to a green yard.There is also a garage.Total area: 650 square meters (residential area: 250 square meters, land: 400 square meters)For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_21-49,400 sq.m.,,,,https://list.am/en/item/18702577,6,Yes,Negotiable,Included,1 month,
House,Stone,150 sq.m.,2,4,1,,,Euro Renovation,Lorri › Stepanavan,"150,000 ֏ monthly",AMD,"Сдается частный дом в окружении лорийских лесов в Степанаванском районе. В доме есть 3 комнаты, гостиная, все коммунальные удобства, сад, беседка. Дом находится в 120 км от Еревана, 60 от Гюмри и от Дилижана.От дома до границы Грузии 40 км, до Тбилиси - 150.По всем вопросам звоните или пишите.",Dec-12-2022_21-49,1500 sq.m.,,,,https://list.am/en/item/18387260,6,Yes,Yes,Not included,1 month,
Country House,Stone,120 sq.m.,1,4,1,Available,1 spot,Cosmetic Renovation,Lorri › Shirakamut,"100,000 ֏ monthly",AMD,"A house is for rent in Shirakamut (Nalband) village. It is provided with all the communal possibilities. It has gas, water, hot water. 3 bedrooms 1 living room, kitchen and bathroom.Translated from Armenian",Dec-12-2022_21-49,1000 sq.m.,,,,https://list.am/en/item/17569077,5,Yes,Yes,Not included,By Agreement,
House,Monolith,100 sq.m.,1,3,2,Available,Not available,Cosmetic Renovation,Lorri › Vanadzor,"12,000 ֏ daily",AMD,"Сдается посуточно частный дом в г. Ванадзор (Ванадзорский район) со всеми коммуникациями, постоянной горячей и холодной водой, просторным двором, отоплением (бакси)Viber/WhatsApp",Dec-12-2022_21-49,200 sq.m.,"Fridge, stove, microwave, washing machine",,,https://list.am/en/item/18566307,4,Yes,No,Included,By Agreement,
Country House,Stone,100 sq.m.,2,5,3+,Available,3 or more spots,Designer Renovation,"Բաղրամյան փողոց, Ստեփանավան","10,000 ֏ daily",AMD,"We are opening our Hospitality Doors in Stepanavan, a new and luxurious two-storey guest house, which has all the facilities for complete relaxation, has a comfortable yard, indoor and outdoor pavilions, five modern bedrooms with separate bathrooms, a large beautiful kitchen with a barbecue. The guest house also has a sauna, an indoor swimming pool, a bathroom and an antique museum dining room. The guest house also has a parking lot. The guest house is located on the central street. For price and details, call the indicated number. Wi-Fi connectionTranslated from Armenian",Dec-12-2022_21-49,180 sq.m.,,,,https://list.am/en/item/17871135,8+,Yes,Yes,Included,By Agreement,
House,Stone,80 sq.m.,1,3,1,Available,3 or more spots,Euro Renovation,"Sos Sargsyan Street 1, Stepanavan","15,000 ֏ daily",AMD,"Near Stepanavan forest, a private house is for daily rent. The house is in a clean and perfect condition. It is very close to the forest, where the pollination of pines will start soon. The pictures are real.Translated from Armenian",Dec-12-2022_21-49,400 sq.m.,,,,https://list.am/en/item/17692686,8+,Yes,Yes,By Agreement,Without prepayment,
House,Stone,80 sq.m.,2,2,1,Available,Not available,Major Renovation,"Բուսաբանական փողոց 1/1, Վանաձոր","35,000 ֏ daily",AMD,"A private house is for daily rent in the hospitable and picturesque lap of Lorva. The house is located in the mountains, in the forest, cut off from the hustle and bustle of the city.The house has 2 floors and can accommodate 4-6 people.Amenities:Hot and cold standing waterCentral heating system + wood stoveSpacious yardCozy and rain-proof pavilion with summer kitchenSpacious balconies on the first and second floorsFire pit in the yardDishes for all needs, linen, kitchen stove, kettle, gas stove, TV.There is no Wi-fi, no landline telephone.The mansion is located 6 km from the center of Vanadzor city (bad road) The transfer from Vanadzor to the private house is not included in the daily wage.The price for one day is AMD 35,000.-15% discount (29750 AMD per day) until December 15Translated from Armenian",Dec-12-2022_21-49,1000 sq.m.,"Fridge, stove, coffee maker, water Heater, iron, hair dryer",,,https://list.am/en/item/18409120,6,Yes,Yes,Included,By Agreement,"Television, fireplace, barbecue oven, gazebo"
Country House,Stone,100 sq.m.,2,3,2,,,Major Renovation,Lorri › Stepanavan,"10,000 ֏ daily",AMD,"Family recreation area HOTEL Sochi Resort Stepanavan for 4-6 people, swimming pool, pavilions, playground, restaurant... The hotel is designed for 30 people.Translated from Armenian",Dec-12-2022_21-49,,,,,https://list.am/en/item/11457867,,,,,,
Country House,Stone,100 sq.m.,1,4,1,Available,1 spot,Designer Renovation,Lorri › Debet,"40,000 ֏ daily",AMD,"Օրավարձով տուն Լոռու մարզի ԴԵբԵտ համայնքում, 9 անձի համար, առկա է կոմունալ բոլոր հարմրություննԵրը, մշտական տաք և սառը ջուր, ջեռուցում, ունի wifi, առկա է ավտոտնակ, նաև կայանատեղի, տաղավար նախատԵսված 20-25 հոգու համար, տան մոտ է գտնվում գյուղում հոսող Դեբեդ գետը, տան պատշգամբից բացվում է գեղեցիկ բնության տեսարան տարբեր ուղղություններով։Մուտքի ժամ 14։00,ելքի ժամ 12։00։Ամանորին այլ սակագին է գործում։Հավելյալ հարցԵրի համար զանգԵլ նշված համարին, կամ գրԵլ: Сдается дом посуточно в селе Дебет Лорийской области, на 9 человек. Имеются все коммунальные услуги, постоянная горячая и холодная вода, отопление, гараж, парковка, павильон на 20-25 человек, и бесплатный Wi-Fi. С балкона открывается красивый пейзаж, также видна река Дебет, который образуется слиянием рек Памбак и Дзорагет. Время въезда 14:00,время выезда 12:00.По дополнительным вопросам звоните по номеру или пишите.",Dec-12-2022_21-49,600 sq.m.,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron",,,https://list.am/en/item/16854081,8+,Yes,Yes,Not included,By Agreement,"Television, internet, air conditioner, barbecue oven, gazebo, alarm system"
House,Stone,70 sq.m.,2,2,1,Not available,Not available,Major Renovation,Lorri › Debet,"100,000 ֏ monthly",AMD,"The house is for rent, 100,000 AMD per month for long-term residence.Daily wage: 10,000 AMD per day, minimum two daysThe house is newly renovated.The kitchen and bathroom are newis built and furnished.Constant hot and cold water.The house has a garden, yard, recreation area, parking space.Translated from Armenian",Dec-12-2022_21-49,250 sq.m.,,,,https://list.am/en/item/18320193,6,Yes,No,By Agreement,By Agreement,
Country House,Stone,24 sq.m.,1,2,1,Available,Not available,Major Renovation,"Moskovyan Street 7, Vanadzor","340,000 ֏ monthly",AMD,"Guest house with all amenities. The guest house has a swimming pool, table tennis and a children's playgroundHouse for sale in Karadzor 1/3-30 1 улица, 3 тупик, дом 30Translated from Armenian",Dec-12-2022_21-49,2500 sq.m.,,,,https://list.am/en/item/18418481,8+,Yes,Yes,Not included,By Agreement,
House,Stone,1000 sq.m.,2,4,1,Available,Not available,Cosmetic Renovation,"Ереванское шоссе, Ванадзор","80,000 ֏ monthly",AMD,Рядом есть магазин астановка и тд... Отопления газ цена не окончательная,Dec-12-2022_21-49,,,,,https://list.am/en/item/18502524,1,Yes,No,Not included,1 month,
House,Stone,200 sq.m.,2,4,1,Available,3 or more spots,Cosmetic Renovation,Lorri › Pambak,"100,000 ֏ monthly",AMD,Сдаётся в аренду двухэтажный дом ллорийская область село Памбак для подробности звоните,Dec-12-2022_21-49,1000 sq.m.,,,,https://list.am/en/item/18591025,7,Yes,Yes,Not included,2 months,
House,Stone,99 sq.m.,2,3,1,Available,3 or more spots,Partial Renovation,Lorri › Vanadzor,"50,000 ֏ monthly",AMD,Здайотся дом уютнй на долго без пасредников,Dec-12-2022_21-49,150 sq.m.,,,,https://list.am/en/item/18524571,1,Yes,Yes,Not included,By Agreement,
Country House,Wooden,32 sq.m.,2,3,1,By agreement,2 spots,Old Renovation,Lorri › Vanadzor,"90,000 ֏ monthly",AMD,"Сдаётся дача в ущелье Ванадзора, рядом с рекой Ванадзор, 7 км от центра города Ванадзора.Домик находится на ровном, огороженном участке, из четырёх сторон открываются красивые горные пейзажи.Нуждается в косметическом ремонте поскольку давно не кто не жил (ремонт могу сделать я, можете вы, можем вместе, как договоримся)Транспорт не ходит туда, надо иметь свою машину или на такси.Подходит тем кто с природой на ты, кто хочет уединится, кому нужна тишина для сердца и души.Удобно с детьми поскольку територия огорожена и ровная, удобно для посиделок, перед домом есть навес.При вашем желании можно и с животными.Цена написанна за месяц в летний период, если на круглый год то цена будет гораздо ниже.По всем интересующим вопросом, про что не написал, звоним, не стесняемся.",Dec-12-2022_21-49,555 sq.m.,,,,https://list.am/en/item/17915328,7,Yes,Yes,By Agreement,Without prepayment,
Country House,Stone,100 sq.m.,2,2,1,Available,Not available,Old Renovation,Lorri › Alaverdi,100 ֏ monthly,AMD,"I have an apartment in Lori Marz, Jiliza village, two-story, with gardens for a garage, productive trees. I can make an agreement to renovate it. Two-room apartment is very big, but I can make 4 rooms. I also have a hectare of land. It has a kitchen and a new bathroom. But I need to make the outside inside. It is very suitable as a nursing home, I will sell it for a long time. I will also work with the organization. There are also many attractions. The house is located 190 kilometers away from the city. I can furnish it. Refrigerator, washing machine, refrigerator, etc.Translated from Armenian",Dec-12-2022_21-49,1500 sq.m.,,,,https://list.am/en/item/17675091,6,Yes,Yes,By Agreement,By Agreement,
Country House,Stone,150 sq.m.,2,4,1,Available,3 or more spots,Old Renovation,"3-րդ փակուղի, Ստեփանավան","10,000 ֏ daily",AMD,"It is for daily rent. If you have any questions, call.Translated from Armenian",Dec-12-2022_21-49,650 sq.m.,,,,https://list.am/en/item/17770262,8+,Yes,No,By Agreement,Without prepayment,
House,Stone,60 sq.m.,2,3,1,Available,Not available,Cosmetic Renovation,Lorri › Vanadzor,"35,000 ֏ monthly",AMD,"In Kirovakan, in a wooded area called ""Shahumyan's dachas"", a private house is for rent, immersed in the forest, in a high area. 3 rooms, with a fireplace, a stove built into the wall and an indescribable view and surroundings. The main features of the house are the location and the views from 4 sides, higher than all the houses, there is a gate behind the house, which opens you into the forest. There is an open balcony, a cellar, an outside area for baking bread and barbecue. Fruit trees. The water is a few steps down from the house, the bathroom is outside. It is given along with the furniture.Translated from Armenian",Dec-12-2022_21-49,1000 sq.m.,,,,https://list.am/en/item/18581261,2,Yes,Yes,Not included,By Agreement,
House,Stone,130 sq.m.,2,5,1,,,Major Renovation,Lorri › Vanadzor,"35,000 ֏ daily",AMD,"Dream house Vanadzor:Dream house VanadzorDAILY HOUSE is located in the center of Vanadzor, next to a new church and hospital, close to the botanical garden, the square, Artsakh Park. 13 people can spend the night in a family-friendly environment. THE PRICE CAN DECREASE ալ increase depending on the number of people և, the heating season. In the garden there is a barbecue, a pavilion, an open balcony with a swing-corner, a pond with fish and water lilies. 3 cars can be parked in the garage.ACCOMMODATION FOR DAILYTranslated from Armenian",Dec-12-2022_21-49,200 sq.m.,,,,https://list.am/en/item/16186376,,,,,,
House,Stone,100 sq.m.,1,5,2,,,Major Renovation,Lorri › Gyulagarak,"45,000 ֏ daily",AMD,"A newly renovated guest house is for rent in Stepanavan, near Dendropark, in Gyulagarak.It is a wonderful place to spend unforgettable time with friends and families.The house has:4 bedroomskitchen-living roomspacious balcony with a fairy-tale view2 bathroomsgarage for 2 carsLarge fenced yard with barbecueThe guest house is designed for 8 people. There is a crib in one room.Stepanavan, private house, Dendropark, Gyulagarak, big houseTranslated from Armenian",Dec-12-2022_21-49,1000 sq.m.,,,,https://list.am/en/item/17845979,,,,,,
House,Stone,300 sq.m.,2,5,2,Available,2 spots,Euro Renovation,"Անտառային փողոց 2-րդ նրբանցք 3, Ստեփանավան","20,000 ֏ daily",AMD,"A two-story private house is for daily rent on Antarai street in Stepanavan city. The private house is located right on the threshold of the forest, it is provided with all utilities, constant gas, hot and cold water, Wifi. The house is furnished, there are dishes and necessary appliances in the kitchen. There is also a parking space, a balcony, a garden.Come Stepanavan:)The price is from 20,000 to 40,000 AMD.Translated from Armenian",Dec-12-2022_21-49,600 sq.m.,,,,https://list.am/en/item/17788045,8+,Yes,No,Not included,2 weeks,
House,Wooden,65 sq.m.,2,3,1,Available,Not available,Designer Renovation,"Իսահակյան փողոց 12, Ստեփանավան","25,000 ֏ daily",AMD,"Hurry up to book for the New Year! Wooden House. A two-story wooden private house is for daily rent at 2 Isahakyan Street in Stepanavan. The apartment has 3 rooms, a bathroom, and a kitchen. It is fenced.: It is located in a forest, pine trees /alley/in the neighborhood On the 1st floor there is a living room, a kitchen with necessary utensils, a bathroom and a toilet; on the 2nd floor: 2 bedrooms; Call in advance to reserve.Translated from Armenian",Dec-12-2022_21-49,300 sq.m.,,,,https://list.am/en/item/16487757,6,Yes,Yes,Not included,By Agreement,
House,Stone,80 sq.m.,2,2,1,Available,1 spot,Cosmetic Renovation,"Улица Мовсеса Хоренаци 5, Степанаван","4,000 ֏ daily",AMD,"4-5 beds, Wi-Fi, refrigerator, hot and cold water, bathroom, dishes, linen, yard, parking, barbecue, located 14 km from the Arboretum, there is a supermarket directly in front of the house, located between the city park and Alea.Translated from Armenian",Dec-12-2022_21-49,40 sq.m.,,,,https://list.am/en/item/17891496,4,Yes,Yes,Included,By Agreement,
House,Stone,100 sq.m.,2,4,2,Available,2 spots,Major Renovation,Lorri › Vanadzor,"235,000 ֏ monthly",AMD,The house is provided with all communal and household amenities.Code LV001Translated from Armenian,Dec-12-2022_21-49,,,,,https://list.am/en/item/13994196,8+,Yes,Negotiable,Not included,By Agreement,
