Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Garage,17 sq.m.,"Հրաչյա Աճառյան փողոց 36/1, Երևան","2,700,000 ֏",AMD,"For sale Hr. Stone garage No. 02/0342 located in the yard of Acharyan 36/1. The length of the garage is 5.4 m. , width 2.85 m. , the land area is 17.5 sq/m.Garage and land Privately owned.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18004177
Garage,,"Khorenatsi street 45, Yerevan","$15,000",USD,Վաճառվում է ավտոտնակ Խորենացի 43 և 45 շենքերի բակում։ Նկարում պատկերվածի աջ կողմի դուռն է։,Dec-12-2022_18-40,,,,https://list.am/en/item/15505640
Garage,16 sq.m.,"Hakob Hakobyan Street 10, Yerevan","3,000,000 ֏",AMD,"Concrete garage for sale, length 5.9 meters, width 2.7 meters.In Arabkir, Aram Khachatryan (next to Nor Zovk) ակում in the yard of the building at the intersection of Hakob Hakobyan streets.It is not privatized, it is rented, the annual fee is 7200 AMD.The floor of the garage is also concrete չոր completely dry.Price is negotiable within reasonable limits.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17091054
Garage,30 sq.m.,"Arshakunyats Ave , Yerevan","$4,500",USD,"A garage is for rent at 52/2 Arshakunya, in front of Grant Sport, two 5 meters wide, 6 meters wide, made of strong iron, the pole is made of styashka, it has electricity and water, it also has a large fireplace inside, and a door at the back, it is not pointless to call, by ringing the bellTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/15711652
Garage,21 sq.m.,Yerevan › Davitashen,"$6,000",USD,"Garage in Davitashen, next to Tigran Petrosyan 1/7 buildingNEGOTIABLEGarageTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16402306
Garage,40 sq.m.,"Hrachya Acharyan street, Yerevan","5,700,000 ֏",AMD,"Продаются проватизированных 2 каменных смежных (рядом друг с другом) гаража по 20 кв. М (общая площадь 40 кв. М) Земля под гаражами площадью 43 кв. М. Также приватизирована. Гаражи находятся по адресу: Ереван, Аван, ул Ачаряна.",Dec-12-2022_18-40,,,,https://list.am/en/item/18403909
Garage,35 sq.m.,Yerevan › Ajapnyak,"$17,000",USD,Stone garage 10.5*330Translated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18653479
Garage,18 sq.m.,"Գուսան Շերամ փողոց, Երևան","3,000,000 ֏",AMD,"A stone garage of 18 sq. M. Is for sale, water does not drip, it is dry, it has light, the roof is plastered. Call for more information.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17980014
Garage,20 sq.m.,Yerevan › Malatia-Sebastia,"$5,000",USD,"B2 district, in the backyard of the Armenian Post, behind the Flash gas stationStone garage 20 sq. M.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17108136
Garage,40 sq.m.,Yerevan › Ajapnyak,"$12,000",USD,"The garage is located in the yard of Abelyan 3 building, 40 m for 3 cars, it is not privatizedTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16450666
Garage,44 sq.m.,"Nazaret Surenyan street 3, Yerevan","$22,000",USD,A privatized stone garage of 44 square meters is for sale in Monument. + basement. The roof is monolithic. The garage is located in the yard of Surenyan 3 building (near the Lambada bridge) The garage is private and has an address. Can park 2-3 cars.Translated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18378305
Garage,20 sq.m.,"Pushkin Street, Yerevan","$5,000",USD,"Land for sale near Zoravar church. It is not privatized, but it has been a legal garage for more than 50 yearsTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17115620
Garage,24 sq.m.,"Khaghag Don street 5, Yerevan","$8,000",USD,"A 2-storey garage (basement) is for sale or for rent, the price is AMD 20,000.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17955891
Parking Space,25 sq.m.,Yerevan › Kentron,"$30,000",USD,The parking lots are in the newly built building next to Dvin Hotel.Translated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/16988224
Garage,32 sq.m.,"Zoravar Andranik street 123, Yerevan","$6,000",USD,"A stone-built garage for sale, located in Bangladesh, 50m from Kayser Supermarket. Upstairs, district B2, in the yard of Andranik 123 building, total area 32 square meters. , there is water, electricity... It is convenient to transform and build a house. Write an email if unavailable...Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18258666
Parking Space,1450 sq.m.,"Tevosyan street, Yerevan","200,000 ֏",AMD,1գիծ 5մասիվից ջրվեժի ճանապարին 5հտ 5_6քմ 1հտ400քմ առանձին բօկս,Dec-12-2022_18-40,,,,https://list.am/en/item/16057812
Garage,33 sq.m.,"Avan-Arinj 2nd micro 1/12, Yerevan","$30,000",USD,"A garage is urgently for sale in Avan Arinj 2nd microdistrict, near buildings 1/11 and 1/12, the land and the garage are privatized, in good condition.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18482653
Garage,18 sq.m.,Yerevan › Kentron,"$50,000",USD,"A garage is for sale near the Opera House, at 42 Mashtots Ave. Located next to KFC. Certificate of ownershipTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17683361
Garage,42 sq.m.,"Sebastia Street 11, Երևան","$37,000",USD,"Privatized stone building for sale (garage and workshop together) 42 square meters. M. It has sewer, bathroom, three-phase electricity, small windows.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18670565
Garage,50 sq.m.,"Улица Овсепа Эмина 2/2, Ереван","$15,000",USD,"Продается гараж с подвалом. В районе арабкир, На против Nor Zofq, на улице Арама Хачатряна.Площадь гаража 30 кв. М. Площадь подвала 20кв. М. Электроснабжение 380/220V трёхфазный. Крыша: Профностиль оцинкованный.Длина 8 м, ширина 4 м. Реальному покупателю уместный торг!",Dec-12-2022_18-40,,,,https://list.am/en/item/17489105
Garage,18 sq.m.,"Avan-Arinj 2nd micro, Yerevan","2,200,000 ֏",AMD,"Garage, 18 sq. M. , is not privatized.In front of the Avan-Arinj 2/5 building.Garage:Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17346678
Garage,18 sq.m.,"Hovhannisyan street, Yerevan","$7,000",USD,"Stone garage, iron gate, cabinets, write pm, call only viber or whatssapTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18224331
Parking Space,18 sq.m.,Yerevan › Arabkir,"$20,000",USD,"A parking lot is for sale in the ADONTSI 6/1 building of ERAZ district,in a very convenient location guarded by a 24-hour security guardTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18496580
Garage,24 sq.m.,"Mantashyan street, Yerevan","$5,000",USD,В хорошем состоянии,Dec-12-2022_18-40,,,,https://list.am/en/item/17889076
Garage,33 sq.m.,"Dro street, Yerevan","$25,000",USD,Stone garage for salegarage fits 2 carsgarage has all ownership papersNO PROBLEM WITH PAPERWORKDOES THE GARAGE HAVE AN ADDRESS?11 BUILDING 23 GARAGEcall for questionslength 9.15width 3.60Yam length 4.70depth 1.40width 85ALL QUESTIONS CALLTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/16764865
Garage,42 sq.m.,"Lvovyan street 29, Yerevan","$14,500",USD,"It has an address, the building is its own, it can park 2 big cars, it is located in the area next to the building of 1z of new nork, Lvivyan 29.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18123972
Garage,15 sq.m.,"Mkhitar Heratsi Street, Yerevan","$4,000",USD,"An underground garage is for sale on Heratsi street, it is convenient, with air conditioning, call for detailsTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18631355
Garage,16 sq.m.,"Yervand Kochar street, Yerevan","$12,000",USD,Garage for sale in the centerTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18404364
Garage,36 sq.m.,"Улица Манташяна 4/8, Ереван","$5,000",USD,"Продаю подземный каменный гараж, 36кв. Где помешается две машыны.Возможно в аренду.",Dec-12-2022_18-40,,,,https://list.am/en/item/17316310
Garage,40 sq.m.,"Margarian street 22, Yerevan","$12,500",USD,Two-storey stone garage 35 m2. Aoka is light and water.Translated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/13540611
Garage,38 sq.m.,"Viktor Hambartsumyan street, Yerevan","$25,000",USD,"A stone garage of 37.5 square meters is for sale. In the yard of Victor Hambardzumyan 97 building. Privatized. Designed for 2 cars, has a pit. The cover is made of concrete, the roof is made of aluminum sheet. Located 5 meters from the main road. Can also serve as a business area, has a sewer line.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18496136
Parking Space,18 sq.m.,"Nikoghayos Adonts street 6, Yerevan","$14,000",USD,"Avtokayanatexi, parking Adonc/ Eraz taxamas, shenk 6, N 215",Dec-12-2022_18-40,,,,https://list.am/en/item/17466515
Garage,21 sq.m.,"Avan-Arinj 1st micro 1/4, Yerevan","$10,300",USD,"Վաճառվում է ավտոտնակ 21քմ տարածքով, ունի 18 քառակուսի նկուղային տարածք",Dec-12-2022_18-40,,,,https://list.am/en/item/12621044
Garage,20 sq.m.,"Pushkin Street 58, Yerevan","$19,800",USD,"A garage of 19.5 square meters is for sale in the center, next to Pushkini 58 building. Stone with two entrancesTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18339100
Garage,29 sq.m.,Yerevan › Davitashen,"$20,000",USD,"Stone garage for sale, Area: 0.003076 ha (29 sq. M.), privatized. Address: Davtashen, 3rd district, 7 building, 17 garage. Price: $20,000.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17388376
Garage,40 sq.m.,"Kievyan street 11, Yerevan","$20,000",USD,"Garage for sale, there is a certificate, the price is final. It also has yamsTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18015356
Garage,36 sq.m.,"Vilnyus street, Nor Nork 9th massive","$8,500",USD,"Срочно продам два гаража Вместе, адрес девятый массив",Dec-12-2022_18-40,,,,https://list.am/en/item/18149191
Garage,30 sq.m.,"Avanesov street, Yerevan","$6,800",USD,Iron garage for 2 cars. A certificate of ownership is available. Call for informationTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18423820
Garage,18 sq.m.,"4-й переулок улицы Багратуняц 1, Ереван","$8,000",USD,Железный гаражПродается,Dec-12-2022_18-40,,,,https://list.am/en/item/18490561
Garage,22 sq.m.,"Vahram Papazyan street 17, Yerevan","$8,000",USD,"Սեփականաշնորհված, երկաթյա ավտոտնակ 22 քառ. Մ: Մեծացնելու հնարավորություն:",Dec-12-2022_18-40,,,,https://list.am/en/item/15868233
Garage,25 sq.m.,"Derenik Demirchyan street, Yerevan","$15,500",USD,A stone garage is for sale in the center on Demirchyan street.Translated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/16764892
Garage,21 sq.m.,Yerevan › Davitashen,"$12,500",USD,"Կոդ՝D-22965Վաճառվում է 21քմ սեփականաշնորված քարե ավտոտնակ Դավթաշենում։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։21sq. M. Stone garage for sale in Davtashen.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Dec-12-2022_18-40,,,,https://list.am/en/item/18276047
Garage,26 sq.m.,"Nansen street, Yerevan","$17,000",USD,"Stone garage, panel roof, iron roof, possibility of a second floor if desired, located on the first floorTranslated from Armenian",Dec-12-2022_18-40,,"Electricity, electric car charging",,https://list.am/en/item/18634009
Garage,22 sq.m.,"Gyulikekhvyan Lane 2, Yerevan","$9,500",USD,"Срочно! Продам гараж в 4 массиве 1 квартал, по адресу гюликехвян пер. 4, напротив школы N150 (нижний ряд)Вмещаются две машины, длина 8 м, ширина 3.2, есть яма.По всем вопросам просьба писать или звонить на вайбер",Dec-12-2022_18-40,,,,https://list.am/en/item/15756135
Garage,24 sq.m.,"Улица Фучика 24/5, Ереван","$5,200",USD,"Next to Margaryan Fuchik intersection, next to Kaiser supermarketIt is also available for rent per month - 40,000 dinars.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17718890
Garage,69 sq.m.,Yerevan › Nor Nork,"$28,000",USD,A private stone garage is for sale in the 1st block of Nor-Nork. The total area is 69.4 square meters. Is. The garage is built on solid foundations. It is possible to build 1-2 more floors. It has a basement. A small plot of land is also available.Translated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18238190
Garage,20 sq.m.,"Admiral Isakov Avenue, Yerevan","$4,500",USD,"Bangladesh in B2In the warehouse area of Nor Zovk supermarket.The price is final. It is a very convenient garage, high and wide.Translated from Armenian",Dec-12-2022_18-40,,Water,24/7 security,https://list.am/en/item/18629880
Garage,18 sq.m.,"Avan-Arinj 2nd micro 1/12, Yerevan","$5,500",USD,Avan arinj 2 mkr. 1/12.,Dec-12-2022_18-40,,,,https://list.am/en/item/15167760
Garage,20 sq.m.,"Проспект Арцаха 14А, Ереван","$5,000",USD,Продается каменный гараж на проспекте Арцаха 14А,Dec-12-2022_18-40,,,,https://list.am/en/item/17145537
Garage,21 sq.m.,"Nor Aresh 15th street, Yerevan","$9,000",USD,"It has a property certificate, water, electricity, stone, it also has a yama.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18168476
Garage,52 sq.m.,"Arno Babajanian street, Yerevan","$14,000",USD,"Garage for sale in Malatia Sebastia community at 21 Babajanyan St. In the yard, next to Bleyan school. Dimensions: Length 13m. The width is 4 m. The height is 3m. The walls are lined with 2 layers, the inside is plastered, the floor is concrete, and the roof is metal. With own certificate.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18009977
Parking Space,20 sq.m.,"Անաստաս Միկոյան փողոց 2/3, Երևան","7,000,000 ֏",AMD,"Urgently for sale, parking lot in front of Mikoyan 2/3 Armenia TV, with Gntunik supermarket, under the white new building, on the ground floor, controlled by cameras, bright, safethe elevator goes down to that floor.3.10 m X 6.60 m 20 c. Մ.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16971837
Garage,20 sq.m.,"Tbilisian Highway lane, Yerevan","$5,000",USD,"An iron garage with its own territory is for sale, in the yard of the 16th building of Champagne in Kanaker. It is in good condition, you can call for details.Call Viberin or WhatsAppin.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17847338
Garage,30 sq.m.,"Movses Khorenatsi Street, Yerevan","$14,000",USD,"A private garage for 2 cars is for sale. For 30 sq. M. Titeghia, M. Khorenatsi 47/1 in the yard of the building.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18606596
Garage,30 sq.m.,"Vratsakan street, Yerevan","$14,000",USD,"A garage is for sale on Komitas Vratsakan Street, in the yard of 21/3, it is privately owned, the total area is 30 + square meters, the garage is in very good condition, the garage has a basementTranslated from Armenian",Dec-12-2022_18-40,,Electricity,,https://list.am/en/item/18636259
Parking Space,18 sq.m.,Yerevan › Arabkir,"8,000,000 ֏",AMD,"A parking lot is for sale in the Adonts 6/2 building, in front of the 2nd entrance.Translated from Armenian",Dec-12-2022_18-40,,,24/7 security,https://list.am/en/item/18606825
Garage,18 sq.m.,"Totovents street, Yerevan","$8,500",USD,"A stone garage is for sale in the 2nd block of Nor Nork, I have 2 options, for the remaining questions call the mentioned phone number.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/10399555
Garage,20 sq.m.,"Ներքին Շենգավիթի 11-րդ փողոց, Երևան","$35,000",USD,"Privatized garage Shengavit 11 street ․The main garage has a basement with a whole surface and large terrace, the other is a tin, also a large fenced areaTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16232162
Garage,25 sq.m.,"Arno Babajanian street, Yerevan","$10,000",USD,"A garage is for sale on Arno Babajanyan street. In B-4 district. It is in good condition. Garage is a stone structure. For more information, call the mentioned phone numberTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17955874
Garage,21 sq.m.,Yerevan › Avan,"$6,000",USD,"It is located in Avan-Arinj 2 micro-district, behind 1/1 building. Plaster, dry in good condition.Negotiable.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16832157
Garage,19 sq.m.,"Pushkin Street, Yerevan","$26,500",USD,"A garage is for sale, it is privately owned, it is underground, it is located near the intersection of Pushkin Parpets. It is possible to exchange with a car. At an additional cost to youTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17424075
Parking Space,20 sq.m.,"Shinararneri street 10, Yerevan","$15,000",USD,"A stone garage for sale in the yard of Shinararneri 10 building, fully renovated with electricity, water, electric gateTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17976522
Garage,30 sq.m.,"Grigor Lusavorich street, Yerevan","100,000 ֏",AMD,"30 sq. M. Is for rent. Larger garage, the place is very convenient to work as a store. Call for questions, definitely a good placeTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17798001
Garage,22 sq.m.,"Arabkir 19-th Street 4, Yerevan","2,400,000 ֏",AMD,The land is not well-drainedYou will receive a certificate in your nameNot negotiableTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/17561843
Garage,36 sq.m.,"Վիլնյուսի փողոց, Երևան","6,000,000 ֏",AMD,"A garage of 36 square meters is for sale, it has a permanent water, iron roof.There is about 18 square meters of basement under it, the price is final.It is located at the beginning of the 9th block.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17401457
Garage,18 sq.m.,"Sisakyan street 20, Yerevan","$3,500",USD,"Garage 3 m. Width, 6 m. Long. , 2.40 m bar. Negotiable (urgent)Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/14463704
Garage,30 sq.m.,"Shinararneri street 22, Yerevan","$5,000",USD,"Garage at 20 Shinararner StreetVery good condition, located in front of VTB Bank.Builders parking garageTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16953459
Garage,21 sq.m.,"Tigran Mets Avenue 31a, Yerevan","$11,000",USD,"Տիգրան Մեծի պողոտա 31ա շենքի բակում (Տաշիր) ա/կ հարեվանությամբ վաճառվում է 21մ տարածքով սեփականաշնորհված ավտոտնակ, այն կարող է ծառայել որպես պահեստային տարածք։",Dec-12-2022_18-40,,,,https://list.am/en/item/17223076
Garage,12 sq.m.,Yerevan › Nor Nork,"$6,900",USD,It is in good conditionTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/15573888
Garage,22 sq.m.,"Mantashyan street, Yerevan","$6,500",USD,A stone garage is for sale near Mantashyan 4/6 building. $6500. NegotiableTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/17866125
Garage,18 sq.m.,"Avan-Arinj 1st micro, Yerevan","$8,500",USD,"Dry stone garage for sale in Avan ArinjThe garage is located in Avan Arinj 1 microdistrict, near buildings 1/7, 1/8.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18143306
Garage,35 sq.m.,"Komitas Avenue, Yerevan","$15,000",USD,"Stone garage for two cars. There is dry water. From Vagharshyan street, along the district committee circle, turn right and go down, in the vicinity of Komitas 18 building.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18442845
Parking Space,33 sq.m.,"Qeri street 35, Yerevan","$32,000",USD,"Продаётся 2 машиноместа площадью 32,5 кв. М. На -3 этаже подземного паркинга многоэтажного жилого дома. Телефон для связи: 89262464736 (московский номер, имеется ватсапп, вайбер), эл. Почта: vashepravo20@yandex.ru",Dec-12-2022_18-40,,,,https://list.am/en/item/13151184
Parking Space,20 sq.m.,Yerevan › Arabkir,"$15,000",USD,"The 26th parking lot of the 9th building of Ani district is for sale, right next to the elevator, on the -1st floor.The price is final.Translated from Armenian",Dec-12-2022_18-40,,,"Automatic gates, video surveillance, 24/7 security",https://list.am/en/item/18675368
Garage,154 sq.m.,"Գյուրջյան փողոց, Երևան","$75,000",USD,"A total area of 154 square meters is for sale, a garage of 60 square meters, a booth and a room of 20 square meters, it is privatized under a public building, it is located in front of the gas station on Norkitsa Masiv road, 27 meters of frontage, it has two more garages, a box space of 70 square meters, the price in AMD is 30.000.000.Translated from Armenian",Dec-12-2022_18-40,,"Electricity, water",,https://list.am/en/item/18614671
Garage,200 sq.m.,"Luxemburg street, Yerevan","$26,000",USD,"2 garages for sale, with an orchard in the back, totaling 200 square meters.There is constant water and electricity.It is located in the 6th block of Nor Nork, in the first zone of the initial section of Luxemburg Street.Translated from Armenian",Dec-12-2022_18-40,,"Electricity, water",,https://list.am/en/item/18699765
Garage,40 sq.m.,"Luxemburg street, Yerevan","$6,000",USD,"Garage for sale.It is a 2-seater together, it is also possible to sell it separately. It is sturdy and of good qualityTranslated from Armenian",Dec-12-2022_18-40,,"Electricity, water",,https://list.am/en/item/18699758
Garage,24 sq.m.,"Marshal Baghramyan avenue 2, Yerevan","$70,000",USD,Продается подземный гараж в центре Еревана общая площадь 24 кв. М.,Dec-12-2022_18-40,,,,https://list.am/en/item/17280170
Garage,19 sq.m.,"Aghbyur Serob street 11/1, Yerevan","$17,000",USD,"The parking lot is located at the back of Aghbyur Serob 11/1 building (at the end of V. Papazyan street)It is built of stone, the front is 3.3 m, the end part is 2.9 m, the length is 6.1 m, there is a basement under the garage. The roof is completely new.The garage is OWNED, has a certificate of ownership.Not for rent.Zero seven forty six thirty zeroTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16011207
Garage,20 sq.m.,"Komitas Avenue, Yerevan","$7,500",USD,Underground garage for sale in the yard of Komitas 7/2 building (behind Ellade store) urgentlyTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/17575393
Garage,18 sq.m.,"Աշոտ Հովհաննիսյանի փողոց 18, Երևան","$7,800",USD,"A garage of 18 sq. M. In the 4th block is for sale. It has a basement (yama), the roof is repaired.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16795891
Garage,21 sq.m.,"Aram Khachatryan street 26, Yerevan","$14,000",USD,"Stone garage with ownership certificate for saleaddress - c. Yerjan, in the yard of Aram Khachatryan 26 building N6Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17295793
Garage,30 sq.m.,"Davidashen 1-st block, Yerevan","$13,000",USD,"A stone garage with the possibility of parking 2 cars for sale, 30 sq. M. M (10 × 3) 1st district, next to 39 buildings.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17294400
Garage,30 sq.m.,Yerevan › Avan,"$18,000",USD,Վաճառվում է քարե ավտոտնակ նախատեսված 2- մեքենայի համար։ Սեփականաշնորհված է եւ հողը եւ շինությունը։ 5*6 վրա,Dec-12-2022_18-40,,,,https://list.am/en/item/15666013
Garage,22 sq.m.,"Հրաչյա Աճառյանի փողոց 44, Երևան","$12,000",USD,"Own stone garage for sale, 22 square meters, partial payment is also possibleTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17816056
Garage,20 sq.m.,"Նար-Դոսի փողոց 1, Երևան","$6,000",USD,"Garage at 1 Nar-Dos streetSilach, near the flour mill, in front of Ararat collectionTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16335073
Garage,18 sq.m.,"Vilnyus street, Yerevan","$8,200",USD,"В хорошем состоянии, сухой.Во дворе дома на ул. Вильнюса, 75. Недалеко от рынка.Неприватизирована, но возможность есть. Первые хозяева, владеем 30 лет.Скидки нет. Звонить по делу.",Dec-12-2022_18-40,,,,https://list.am/en/item/18583067
Garage,6 sq.m.,"Nork 13-th street, Yerevan","300,000 ֏",AMD,"Three-layer, very strong brick kiosk.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17283142
Garage,164 sq.m.,"Գորգագործների փողոց, Երևան","$40,000",USD,The building area is 122.5 sq. M. Մ. There is a basement. Call for detailsTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/16712763
Garage,36 sq.m.,Yerevan › Shengavit,"$18,000",USD,"Located one hundred meters from Shengavit metro stationFor details, call the indicated phone numberTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18092534
Garage,26 sq.m.,Yerevan › Nor Nork,"10,000,000 ֏",AMD,"Stone garage for sale, 26.5 sq. M., 2nd block of Nor Nork: D. On Malyan Street. The garage is located next to the traffic part of the mentioned street. The area is asphalted. The price is 10 million drams.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18046100
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց , Երևան","$14,000",USD,"A parking lot is for sale at 6 Adontsi street, Yeraz district, right next to the entrance, it has a certificate of ownership.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18043706
Garage,18 sq.m.,"16th block 45, Yerevan","5,000,000 ֏",AMD,18 qarakusimetr avtotnak 16 taxamas 45 shenqi bakum.,Dec-12-2022_18-40,,,,https://list.am/en/item/12487175
Garage,20 sq.m.,"Bryusov Street 165, Yerevan","$4,200",USD,"A stone garage is for sale at 165 Brusov St. , urgentlyTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/16541178
Garage,25 sq.m.,"Նորքի 13-րդ փողոց 17/2, Երևան","$6,000",USD,"Stone garage for one car with iron gates, new roof, no moisture inside.Translated from Armenian",Dec-12-2022_18-40,,Electricity,,https://list.am/en/item/18591539
Garage,36 sq.m.,"Avan-Arinj 1st micro, Yerevan","$8,500",USD,"Stone garage for sale in Avan Arinj, 1-micro. For 2 cars.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/17809007
Garage,25 sq.m.,"Տիգրան Պետրոսյան փողոց, Երևան","$15,000",USD,"Garage for sale, 25 square meters, under the roof, carved, plastered, plastered, legal garage, apply to the end of the garage, asphalted, bright and dry garage, trade in equivalent to the car or with an additional fee from you.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18034183
Garage,15 sq.m.,"Ամիրյան փողոց, Երևան","$35,500",USD,"Currently, this is a garage, it is owned, with a certificate of ownership.*Can convert to commercial space*The garage is in a stone building, on the 0th level.Front: 2.8 meters, length: 5.2 meters.There is electricity and waterThe sewer is close to S A TAmiryan Saryan MayisyanTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18561776
Garage,23 sq.m.,"Bagratunyats Avenue, Yerevan","$10,000",USD,"A privatized garage with an area of 22.8 square meters (3.2*7.1m) is for sale, c. Yerevan, in the yard of the building. The garage is dry.Also exchange with a car older than 2016 only! I know the prices!Type of registered building (garage) right: OWNERSHIPType of land right: LEASEAll documents are available:*real estate ownership certificate*lease agreement and agreements with the municipality* floor planThe price is $10,000.Translated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18121283
Garage,31 sq.m.,Yerevan › Kanaker-Zeytun,"$13,000",USD,Privately owned and fully tiledNegotiableTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18649084
Parking Space,18 sq.m.,"Argishti street, Yerevan","$10,000",USD,"17.5 sq. M., on the 1st floor near the elevatorTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/10558567
Garage,18 sq.m.,"Artashisyan street, Yerevan","$5,500",USD,Garage on Artashisyan streetPrice negotiableTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18382594
Parking Space,20 sq.m.,"SasnaTsrer street 2, Yerevan","$16,500",USD,"Parking for one car, no blinds, located on _1st floorTranslated from Armenian",Dec-12-2022_18-40,,,,https://list.am/en/item/18469838
Garage,18 sq.m.,Yerevan › Kentron,"$11,000",USD,The garage is locatedIn the centerCinema on the territory of RussiaIt's undergroundIt is privatizedUrgent saleTranslated from Armenian,Dec-12-2022_18-40,,,,https://list.am/en/item/18565545
