Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Stone,No,Not available,4,62 sq.m.,2,1,from 2.8 m,3,Open balcony,By agreement,Major Renovation,,,,,,,,,Kotayk › Kasagh,"$51,000",USD,"Կոդ՝ D-22995Վաճառվում է 2 սենյականոց բնակարան Քասախում՝ 4 հարկանի քարե շենքի 3-րդ հարկում։ Բնակարանը միջին վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սանհանգույցը՝ համակցված, սալիկապատ։ Բնակարանն ունի բաց լոջա, ջեռուցման համակարգ, մշտական ջուր և գազ։ Հնարավոր է վաճառք ավտոտնակի և կահույքի հետ միասին։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for sale in Qasakh. The rooms' quantity is 2 (a hall and a bedroom) The apartment is middle renovated and is located on the 3RD floor of the 4-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet, the bathroom is combined and tiled. The apartment has a balcony, heating system and is supplied with constant water and gas. It is possible to sell together with the garage and furniture.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You.",Dec-12-2022_18-43,,,https://list.am/en/item/18283221
Monolith,Yes,Available,9,114 sq.m.,4,2,from 3 m,7,Multiple balconies,By agreement,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$160,000",USD,"A 4-room apartment is for sale on the 7th floor of a newly built building in Qazyadzor, along with fully renovated property and equipment, it is also suitable for business activities, with a wonderful view.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18302663
Panels,No,Available,9,745 sq.m.,3,1,from 2.75 m,6,Open balcony,,Partial Renovation,,,,,,,,,"8-րդ թաղամաս 18, Չարենցավան","17,000,000 ֏",AMD,"For sale, normal condition, price negotiableTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18573384
Stone,No,Not available,2,26 sq.m.,1,1,from 2.5 m,2,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,"Զովունի 6 փողոց, Զովունի","$22,500",USD,"Read carefully, call again, the apartment is located in Zovuni, on the central street in front of the school, on the 2nd floor of a 2-story shared building, the entrance is separate with its own stairs. It is not gasified, but it is possible that the line is nearby. It has water, electricity and all other utilities. I don't have my own house. I am not an agent, for sale urgently, there is no problem with the paperwork. Home Zovuni's apartmentTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18451892
Stone,No,Not available,5,78 sq.m.,3,1,from 2.75 m,4,Closed balcony,By agreement,Old Renovation,,,,,,,,,Kotayk › Yeghvard,"$40,000",USD,"A 3-room apartment is for sale in Yeghvard, on Shirak street. Euro-made windows are installed, the floor is parquet and tiles, the entrance door is iron. The apartment is equipped with all utilities. It has a closed balcony.For details, you can call the mentioned phone numbers.Code A-518Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18075349
Stone,Yes,Available,16,60 sq.m.,2,1,from 3 m,4,Open balcony,Not available,No Renovation,,,,,,,,,"August 23 street, Abovyan","20,200,000 ֏",AMD,"A 2-room apartment in a newly built building is for sale, the apartment has 1 bathroom and two open balconies. The apartment is delivered with the floor leveled, internal wall partitions and the entrance door installed. Each porch of the building has two elevators. There are also underground parking spaces available. The yard is equipped with a green area, a playground and chat rooms. Income tax refund law also appliesTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18542393
Stone,No,Not available,5,72 sq.m.,3,2,from 3.2 m,1,Not available,Not available,Major Renovation,,,,,,,,,Kotayk › Byureghavan,"$45,000",USD,"Fully renovated apartment for sale, separate entrance, formerly commercial space, cashTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18072895
Stone,No,Not available,4,31 sq.m.,1,1,from 2.8 m,4,Closed balcony,Not available,Old Renovation,,,,,,,,,"3-րդ թաղամաս 17, Չարենցավան","6,800,000 ֏",AMD,An apartment in Charentsavan is for sale urgently. Price is negotiable. For more information call.Translated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/17921868
Stone,No,Not available,4,30 sq.m.,1,1,from 2.7 m,1,Not available,Not available,Major Renovation,,,Yard view,,,,,,Kotayk › Charentsavan,"$25,500",USD,"A 1-room apartment is for sale in Charentsavan, it is fully renovated and has the possibility to expand.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18637289
Panels,No,Available,9,66 sq.m.,2,1,from 2.7 m,8,Not available,Not available,Cosmetic Renovation,,,,,,,,,"8-րդ թաղամաս, Չարենցավան","$35,000",USD,"2-room apartment in Charentsavan city, cosmetic renovation, the apartment is for rent without furniture, European windows, iron doorCode 11101Translated from Armenian",Dec-12-2022_18-43,Intercom entry,Outdoor parking,https://list.am/en/item/18693591
Stone,No,Not available,5,47 sq.m.,3,2,from 2.5 m,4,Closed balcony,,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"$35,000",USD,"A 2-room apartment is urgently for sale on the 4th floor of a 5-story stone building (former dormitory) in Abovyan city. The apartment is located very close to the main street going to Yerevan, there are shops, banks, school, hospital, football stadium nearby. In short, a very convenient place. Call for details. My phone or Viber, my number is still unreachable, I am in Russia. I will send the pictures of the house to 89914169456 вацап кам вайбер.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18353892
Stone,No,Not available,5,46 sq.m.,2,2,from 2.5 m,4,Closed balcony,Available,Partial Renovation,,,,,,,,,Kotayk › Abovian,"$34,000",USD,"In the city of Abovyan, a 2-room apartment is for sale on the 4th floor of a 5-story stone building (the building used to be a dormitory, but a family one), together with the property. For details, call via viber or whatsapp. Вайбер 89914169455 кам вацап.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18359222
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,5,Closed balcony,Not available,Old Renovation,,,,,,,,,"3-й квартал 21, Чаренцаван","$39,000",USD,Старый ремонт все вопросы по телефону,Dec-12-2022_18-43,,,https://list.am/en/item/18362115
Stone,No,Not available,5,55 sq.m.,2,1,from 2.7 m,1,Closed balcony,Not available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"$52,000",USD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, there is an individual heating system, the iron door is on the sunny side. The apartment can be used as a commercial space.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code D2 285Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17322381
Stone,No,Not available,5,66 sq.m.,3,1,from 2.7 m,2,Closed balcony,Not available,Old Renovation,,,,,,,,,"Կոտայքի փողոց, Աբովյան","$53,000",USD,"A 3-room apartment is for sale in the city of Abovyan. The apartment needs repair, there is a heating system, the door is iron.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17771976
Panels,No,Available,9,79 sq.m.,3,1,from 2.7 m,1,Not available,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"$54,000",USD,"A 3-room apartment converted into 4 is for sale in the city of Abovyan. The apartment is in a clean condition, it is gasified.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code F3 107Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/15949796
Panels,No,Available,12,70 sq.m.,2,1,from 2.7 m,5,Not available,Not available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"$70,000",USD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, has an individual heating system, the door is iron. For sale with property.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17626431
Panels,No,Available,12,85 sq.m.,3,1,from 2.7 m,4,Not available,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"$61,500",USD,"A 3-room apartment is for sale in the city of Abovyan. The apartment is in need of repair, it is gasified.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17491156
Panels,No,Available,9,55 sq.m.,1,1,from 2.7 m,6,Not available,Not available,No Renovation,,,,,,,,,Kotayk › Abovian,"19,500,000 ֏",AMD,"1-room apartment for sale in Abovyan city. The apartment is in a clean condition, has an individual heating system, euro windows, an iron door, facing the sun.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code C1 070Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18186272
Stone,No,Not available,5,105 sq.m.,5,1,from 3 m,1,Not available,Not available,Partial Renovation,,,,,,,,,Kotayk › Byureghavan,"$40,000",USD,"5-room apartment on the 1st floor of a 5-storey building is for saleaddress 16sh 42 apt.It has three-phase electricity, drinking water, euro door and window, separate entranceTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17843177
Panels,No,Available,9,78 sq.m.,3,1,from 2.5 m,1,Closed balcony,Partial Furniture,Major Renovation,,"Air conditioner, stove","Yard view, street view, city view, park view",,,,,,"2nd microdistrict 30, Abovyan","$95,000",USD,"A 3-room apartment is for sale. The apartment is fully renovated. An iron door is installed, Euro windows are installed, It is heated by a gas boiler, an air conditioner is also installed, The bathroomcovered with tiles, equipped with plumbingTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/16501287
Panels,No,Not available,5,62 sq.m.,2,1,from 3 m,2,Open balcony,,Euro Renovation,,,,,,,,,Kotayk › Kasagh,"$58,000",USD,"Բնակարանը վերանորոգված է, զուգարան բաղնիքը սալիկապատված է, ունի բաց մեծ պատշգամբ և բնակարանի հետ միասին վաճառվում է ավտոտնակ նախատեսված երկու ավտոմեքենայի համար և ավտոտնակի չափով նկուղ, ավտոտնակը քարե շինություն է",Dec-12-2022_18-43,,,https://list.am/en/item/18173969
Stone,Yes,Available,10,83 sq.m.,3,2,from 3 m,3,Open balcony,Not available,Major Renovation,,,,,,,,,"Թոռոզյան փողոց, Նոր Հաճն","$71,000",USD,"The apartment is fully renovated. Has permanent hot and cold water, heating system, 2 bathrooms. The entrance door is iron.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17851493
Panels,No,Available,9,47 sq.m.,2,1,from 2.75 m,3,Not available,Available,Partial Renovation,,"Fridge, washing machine","Yard view, street view, city view, park view, view of Ararat",,,,,,"Սևանի փողոց, Աբովյան","$38,000",USD,"6th microdistrict, 2 rooms turned into 3, interior and exterior doors, windows, floor of the rooms - new, spacious and bright rooms,sunny side, endless view from the windows, beautiful panorama,there is no gas, because the kitchen has no connection with the outside, it will be allowed if you separate 0.5 square meters in the living roomhot apartment in January The cost of energy is 30-40 thousand dramsTranslated from Armenian",Dec-12-2022_18-43,Playground,"Outdoor parking, garage",https://list.am/en/item/18526128
Stone,No,Not available,5,52 sq.m.,2,1,from 2.7 m,4,Closed balcony,Available,Old Renovation,,,,,,,,,"4-й квартал, Чаренцаван","$33,000",USD,"Квартира в жилом состоянии, горячая/холодная вода на кухне и в санузле, газифицирована. Рядом с автовокзалом есть школа и детский сад. Также через дорогу имеется гараж (двухэтажный, возможно продажа с квартирой, можно отдельно) Цена указана без гаража. Небольшой торг.",Dec-12-2022_18-43,,,https://list.am/en/item/18073484
Stone,No,Not available,2,110 sq.m.,4,1,from 2.8 m,2,Open balcony,Available,Cosmetic Renovation,,,,,,,,,"Zovuni 6 street, Zovuni","$105,000",USD,"Վերանորոգված սալիկապատ լարերը ու խողովակները փոխված պատուհանները եւրոպական արտադրության անհատական ջեռուցման համակարգ խոհանոցի կահույք. Ցանկության դեպքում կվաճառվի ամբողջ գույքով եւ տեխնիկայով. ՈՒնի տնամեռձ բակ պարիսպապատ 180 քմ, 2,50 պարիսպի բարձրություն սեփականաշնորված բոլոր թղթերը առկա են. Դպրոցից, մանկապարտեզից 100 մետր հեռու. Առաջի գիծ 75 համարի մառշուտնին դարպասի մոտովա անցնում. (2 հարգանի քարե շենքի 2 հարգում)",Dec-12-2022_18-43,,,https://list.am/en/item/17907005
Panels,No,Available,9,88 sq.m.,4,2,from 2.8 m,9,Closed balcony,Available,Designer Renovation,,,,,,,,,"2-րդ միկրոշրջան, Աբովյան","$80,000",USD,"4 սենյականոց բնակարան, 2-րդ միկրոշրջան, 88 ք. Մ.Բնակարանը կապիտալ վերանորոգված է:Վաճառվում է կահույքի հետ միասին: Հնարավոր է վաՃառք ինչպես նաև առանց կահույքի և տեխնիկայ (BAXI + 2 օդորակիչներ) :Ջեռուցվում է գազի կաթսա BAXI:Տեղադրված է 2 օդորակիչներ:Առկա է 500լ տարողությամբ ջրի բակ իր անաղմուկ պոմպով:Բնակարանը 2 հարկանի է (9 հարկ + 10 հարկ= 88ք. Մ.) ունի կոմունալ բոլոր հարմարությունները...Բնակարանը ունի մշտական տաք և սառը ջուր, 2 սանհանգույց, անցկացված է անհատական ջեռուցման համակարգ BAXI, եվրոպատուհաններ, եվրոդռներ, էլ․ լարեր ը և խողովակները փոխված, մուտքի դուռը երկաթյա, երկկողմանի արևկող դիրք, անվտանգության համակարգ, տանիքը կապիտալ վերանորոգված:Մոտակայքում կարող եք գտնել բազմաթիվ խանութներ, ժամանցի կենտրոններ, սուպերմարկետներ: Վաճառվում է կահույքի հետ միասին:Առկա է նաև ավտոտնակ 21 քմ + (5000) ։ Հնարավոր է միասին վաՃառք ինչպես նաև առանձին:Խնդրում ենք զանգահարել միայն ռեալ գնորդներին:4-комнатная квартира, 2-й микрорайон, 88 кв. М.Квартира полностью отремонтирована.Продается с мебелью. Возможна продажа без мебели и техники (BAXI + 2 кондиционера)Газовый котел BAXI отапливается.Установлено 2 кондиционера.Имеется резервуар для воды на 500 литров с бесшумным насосом.В квартире 2 этажа (9 этажей + 10 этажей = 88 квадратных метров) есть все коммуникации...В квартире постоянная горячая и холодная вода, 2 санузла, индивидуальная система отопления BAXI, евро окна, евро двери, эл. Провода и трубы поменяны, входная дверь железная, двусторонняя солнечная сторона, система безопасности, крыша полностью отремонтирована.Рядом вы можете найти множество магазинов, развлекательных центров, супермаркетов. Продается с мебелью.Также есть гараж 21 кв. М + (5000) Возможна продажа как вместе, так и по отдельности.Просьба звонить только реальным покупателям.4-room apartment, 2nd microdistrict, 88 sq. M.The apartment is fully renovated.Sold with furniture.Gas boiler BAXI is heated.2 air conditioners are installed.There is a 500L water tank with its silent pump.The apartment has 2 floors (9 floors + 10 floors = 88 square meters) has all utilities...The apartment has constant hot and cold water, 2 bathrooms, BAXI individual heating system, European windows, European doors, e. The wires and pipes have been changed, the entrance door is iron, two-way sunny position, security system, the roof has been completely repaired.Nearby you can find many shops, entertainment centers, supermarkets. Sold with furniture.There is also a garage of 21 square meters + (5000) Can be sold together as well as separately.Please call only genuine buyers.",Dec-12-2022_18-43,,,https://list.am/en/item/18052308
Stone,No,Not available,5,48 sq.m.,2,1,from 2.7 m,1,Not available,Available,Cosmetic Renovation,,,,,,,,,Kotayk › Yeghvard,"$31,000",USD,"""H-811"" 2-room apartment for sale in Yeghvard. Euro-made windows are installed, the floor is laminate, the bathroom is tiled, the interior doors are wooden, the entrance door is iron. The apartment is gasified, provided with constant hot and cold water, electricity, and has an individual heating system.For details, you can call the mentioned phone numbers.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18582120
Stone,No,Not available,5,68 sq.m.,2,1,from 2.75 m,1,Open balcony,Not available,Old Renovation,,,,,,,,,Kotayk › Yeghvard,"$45,000",USD,"""H-810"" apartment for sale in Yeghvard, 2 rooms converted into 3 rooms. It is in good condition, wooden windows made in Moscow are installed, the floor is parquet, the bathroom is an old tile, the entrance door is iron. The apartment is gasified, provided with constant hot and cold water, electricity. It has an open balcony.For details, you can call the mentioned phone numbers.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18582107
Panels,No,Available,9,79 sq.m.,3,1,from 3 m,1,Closed balcony,Not available,Partial Renovation,,,,,,,,,"Sevani street, Abovyan","$54,000",USD,"Срочно продается 3 комнатная квартира переделанная в 4 комнаты, (чешский проект) в центре Абовяна. Квартира находится в хорошем состоянии. Есть газ, склад, авто стоянка, постаянная вода. Из окна квартиры открывается красивый выд на церковь Святого Ованнеса.",Dec-12-2022_18-43,,,https://list.am/en/item/16698155
Stone,No,Not available,5,40 sq.m.,2,1,from 2.8 m,2,Not available,Available,Major Renovation,,,,,,,,,Kotayk › Hrazdan,"$21,000",USD,"An apartment converted from 1 room to 2 is for sale, in Hrazdan Mikro region, building 26, along with property and equipment. The apartment is fully renovated, has Euro windows, presgranite floor, iron entrance door. It is provided with constant water and gas, there is an individual heating system. The apartment was not occupied.For details, you can call the mentioned phone numbers.Code H-0590Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17776896
Stone,No,Not available,5,78 sq.m.,3,1,from 2.8 m,3,Open balcony,By agreement,Major Renovation,,,,,,,,,"Квартал Маяк 1/1, Ереван","$100,000",USD,"Three-room, completely renovated, very sunny apartment, on the 3rd floor of a 5-story stone building, Czech project, in Jrvezh, Mayak neighborhood. 78 sq. M. M:The floor is an oak parquet, dwindows, wooden (euro),the bathroom and toilet (separate) and the kitchen are covered with Italian tiles and marble.There is an open balcony.It has a heating system.There is a ROSTELECOM internet connection.The building is located very close to the bus stop. There are all kinds of shops nearby.Negotiable.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/16409672
Stone,No,Not available,5,56 sq.m.,3,3+,from 2.7 m,1,Closed balcony,Available,Euro Renovation,,,,,,,,,"Daran street 3, Abovyan","$60,000",USD,"Վաճառվում է 2 դարձրած 3 սենյականոց բնակարան Աբովյան ք. Ի կենտրոնում: Բնակարանն ունի նկուղ, խորդանոց, երկաթյա դուռ, Բաքսի ջեռուցման համակարգ, Եվրո լուսամուտներ: Բնակարանը գտնվում է 2-րդ դպրոց-ի հարեվանությամբ",Dec-12-2022_18-43,,,https://list.am/en/item/15712265
Stone,No,Not available,5,66 sq.m.,2,1,from 2.6 m,4,Multiple balconies,Not available,Designer Renovation,,,,,,,,,"Սամվել Վարդանյանի փողոց 5, Բյուրեղավան","$45,000",USD,The apartment is perfect.Translated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/17938550
Monolith,Yes,Available,12,62 sq.m.,2,1,from 3 m,7,Open balcony,Available,Euro Renovation,,,,,,,,,"Antarayin 1st blok 10, Tsaghkadzor","$95,000",USD,"A two-room apartment is for sale in a newly built building in Tsaghkadzor. The apartment is completely renovated and furnished. There is an individual heating system, hot and cold water, bedding and kitchen utensils and dishes. Suitable for permanent residenceNumber for daily rent or long-term rent. A beautiful view of the beautiful nature opens from the balcony. In case of questions, contact the specified phone numberTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18406419
Stone,No,Not available,3,58 sq.m.,2,1,from 3 m,3,Open balcony,,Partial Renovation,,,,,,,,,Kotayk › Charentsavan,"$45,000",USD,"Продаётся двухкомнатная квартира в городе чаренцаван.В 1-ом квартале дом 2.В трехэтажном доме на третьем этаже.Ремонта нет, есть подвал и балкон.Входную дверь меняли год назад.Преимущества квартиры, хороший район, высокие потолки и толстые стены.В Чаренцаване два дома таких.Соседей не слышно звукоизоляция хорошая.Все вопросы по телефону.",Dec-12-2022_18-43,,,https://list.am/en/item/15721458
Stone,No,Not available,4,40 sq.m.,2,1,from 2.5 m,4,Closed balcony,By agreement,Cosmetic Renovation,,,,,,,,,"Shirak street, Yeghvard","$37,000",USD,"Продается однокомнатная квартира в Егварде, на улице Ширака 1.Находится в хорошем состоянии. Есть все комунальные удобство газ, вода, свет.",Dec-12-2022_18-43,,,https://list.am/en/item/11889652
Panels,No,Available,9,96 sq.m.,4,1,from 2.8 m,3,Open balcony,Not available,Partial Renovation,,,,,,,,,Kotayk › Byureghavan,"$65,000",USD,"A 4-room apartment is for sale in the city of Byureghavan. The apartment is located in the beginning of the city, on the 3rd floor of a 9-story panel building with 59 flats, 33 Zoravar Andranik Street. There is a heating system, the windows have been changed (white euro windows) The kitchen has been renovated, the entire water pipeline has been changed. A closed balcony is connected to the living room. The apartment also has an open balcony.Contact me with any questions...Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17810548
Panels,No,Available,9,70 sq.m.,3,1,from 2.8 m,4,Closed balcony,Available,Euro Renovation,,,,,,,,,"7-й квартал 7, Чаренцаван","$49,000",USD,"2-room apartment turned into a 3-room one is for sale without a mediator. Partly with furniture, doors and windows of European production. Has a heating system. Partially repaired, power cables and pipes changed to the highest quality. The front door is new. It has built-in closets and basement which is not in the pictures. I will classify the real buyerTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17246364
Panels,No,Not available,5,58 sq.m.,2,1,from 2.7 m,5,Open balcony,Available,Partial Renovation,,,Yard view,,,,,,"GAM street 3, Proshyan","$65,000",USD,"I am urgently selling an apartment. It is partially repaired, there is heating, the roof has been changed. Village in ProshyanumaTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/15881089
Stone,No,Not available,1,100 sq.m.,3,1,from 2.8 m,1,Not available,Available,Old Renovation,,,,,,,,,"Pyunik Street, Dzoragyugh","$30,000",USD,"The house is in good condition, it has a large plot of land.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/16426679
Monolith,Yes,Available,10,83 sq.m.,3,2,from 3 m,3,Open balcony,,Major Renovation,,,,,,,,,"Zoravar Andranik street, Nor Hachin","$70,000",USD,"3-room apartment for sale in In Nor Hachn, on the 3rd floor of a newly constructed 10-story building. The apartment is fully renovated, has 2 bedrooms, living room, kitchen, 2 bathrooms, open balcony - 5m 1.20m. There is a parking space in the basement. The total area of the house is 83 square meters.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18187376
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,2,Closed balcony,Available,Partial Renovation,,Washing machine,"Yard view, street view",,,,,,"4-րդ թաղամաս, Չարենցավան","$42,000",USD,"City of Charentsavan 4th district, 2 rooms changed to three, 60 square meters, 2 floors, closed balcony, euro windows, has a basement on the first floor, electrical wires changed, partial renovation, school, garden, very close.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18211272
Panels,No,Available,9,82 sq.m.,3,1,from 2.8 m,4,Closed balcony,,Old Renovation,,,,,,,,,"Kentron block 9, Hrazdan","$27,000",USD,Gas price is negotiableTranslated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/18487381
Stone,No,Not available,5,69 sq.m.,3,1,from 2.8 m,5,Closed balcony,By agreement,Major Renovation,,"Air conditioner, fridge, stove, dishwasher, washing machine","Yard view, street view",,,,,,"Երիտասարդական փողոց, Աբովյան","$75,000",USD,"Fully renovated apartment for sale in Abovyan. With all property and equipment. Located next to the stadium. There is also a garage near the building, which is also for sale with an additional fee. It has an individual heating system. All wires and pipes have been replaced with new ones. Call 11:00-22:00If you agree, after the sale, we can rent your apartment and we are ready to pay AMD 150,000 per month.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18657640
Stone,Yes,Available,9,73 sq.m.,3,2,from 2.7 m,4,Closed balcony,Available,Old Renovation,,,,,,,,,"8-րդ թաղամաս 1, Չարենցավան","$34,000",USD,"The apartment is located on the 4th floor of a 9-story building, it is sunny, it is gas-fired, it has an open balcony from the bedroom. The sale of the apartment is possible through a mortgage loan. Only real buyers should call.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18710162
Stone,No,Not available,5,77 sq.m.,3,1,from 2.6 m,3,Multiple balconies,Not available,Major Renovation,,,"Yard view, street view",,,,,,"Zoravar Andranik St, Hrazdan","13,500,000 ֏",AMD,Thoroughly reconstructed. The uninhabited bathroom has been fully renovated.Inter-room doors are installed.The front door and windows have been replaced. The white open balcony is available. The microdistrict is not for rent. Sale valid until the end of the monthTranslated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/16685572
Monolith,No,Not available,2,1400 sq.m.,5,1,from 3 m,2,Open balcony,Partial Furniture,Partial Renovation,,,,,,,,,Kotayk › Arzakan,"$50,000",USD,"A two-storey summer house is for sale in Kotayk region, has a large plot of land near the house, three spacious rooms on the second floor, a kitchen inside, an open-air-closed-dining dining room, a chulan. Price is negotiableSummer house, house, land near the houseTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/16691770
Monolith,Yes,Not available,6,125 sq.m.,3,1,from 2.7 m,1,Not available,,No Renovation,,,,,,,,,"Hatis St, Abovyan","45,000,000 ֏",AMD,Վաճառվում են երկհարկանի թաունհաուսներ Աբովյան քաղաքում։ Շինարարական աշխատանքներն ավարտված են։ Հնարավոր է նաև վաճառք տարաժամկետ վճարումով։,Dec-12-2022_18-43,,,https://list.am/en/item/17201378
Stone,No,Not available,4,31 sq.m.,1,1,from 2.75 m,4,Open balcony,Not available,No Renovation,,,,,,,,,Kotayk › Hrazdan,"$10,000",USD,"Needs repair, electricity and water available. Price negotiableTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18709956
Panels,No,Available,9,93 sq.m.,4,1,from 2.8 m,9,Closed balcony,Available,Major Renovation,,"Fridge, stove, washing machine",,,,,,,Kotayk › Abovian,"$80,000",USD,Квартира продается вместе с техникой,Dec-12-2022_18-43,,,https://list.am/en/item/18646214
Stone,No,Not available,5,57 sq.m.,3,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation,,,,,,,,,"4-րդ փողոց 74, Հրազդան","$55,000",USD,The apartment is sold with furnitureTranslated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/18491505
Stone,No,Not available,4,40 sq.m.,2,1,from 2.5 m,3,Closed balcony,Available,Old Renovation,,,,,,,,,Kotayk › Byureghavan,"$15,000",USD,Call for questions... Dormitory NegotiableTranslated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/18562714
Stone,No,Not available,4,62 sq.m.,2,1,from 2.75 m,2,Closed balcony,Partial Furniture,Major Renovation,,,,,,,,,Kotayk › Byureghavan,"$55,000",USD,"A 2-room apartment is for sale in the city of Byureghavan, Kotayk region, 20 km from the center of Yerevan. The apartment is fully renovated, all utilities are available. It is sold without an intermediary. NegotiableTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18230153
Monolith,No,Available,13,106 sq.m.,4,1,from 3.2 m,7,Closed balcony,Available,Cosmetic Renovation,,"Fridge, stove, washing machine","Yard view, street view",,,,,,Kotayk › Charentsavan,"$38,000",USD,"A 4-room apartment with all furniture is for sale in Charentsavan.️Address 1A district 2 shFloor 7/13The price is 38,000Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18443224
Panels,No,Not available,4,63 sq.m.,2,1,from 2.8 m,4,Closed balcony,Not available,Old Renovation,,,,,,,,,Kotayk › Byureghavan,"$40,000",USD,"An apartment is for sale in Byureghavan, it has a storage room and a basement, if desired, we will also sell it together with a garage, the apartment is sold by the owner without an intermediary, the windows have been changed to euro, for questions, call the indicated number.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18524934
Panels,No,Available,9,70 sq.m.,2,1,from 2.75 m,9,Closed balcony,By agreement,Cosmetic Renovation,,,,,,,,,"Բանավան թաղամաս, Երևան","$65,500",USD,"A 2-3 room apartment of 70 square meters is for sale in Jrvezh (Banavan) district without an intermediary. Individual heating BAXI. The roof has been repaired, the elevator has just been replaced. The bathroom has been renovated.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18520652
