Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Panels,No,Not available,9,,,64 sq.m.,2,2,from 2.7 m,4,Open balcony,Not available,Old Renovation,,,,,,,,,"Улица Грибоедови 3, Ванадзор","$13,000",USD,"The apartment has 2 rooms, but it has an open balcony, it can be converted into 3 rooms, there is a basement in the porch, the floor is completely tiled.Very urgent, that's what this price is forTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/16353287
Stone,No,Not available,5,Playground,Outdoor parking,47 sq.m.,2,1,from 2.5 m,1,Not available,By agreement,Cosmetic Renovation,,Air conditioner,Street view,,,,,,"Agayan street 75, Vanadzor","7,200,000 ֏",AMD,The apartment has been cosmetically renovated and is located in the opposite district. It is on the 1st floor and is also suitable for use as a spaceTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18708497
Stone,No,Not available,5,,,50 sq.m.,2,1,from 2.5 m,4,Closed balcony,Available,Old Renovation,,,,,,,,,"Tigran Mets Avenue 56, Vanadzor","$30,000",USD,1 room built a balcony with a closed balcony. Garage back in priceTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/15691497
Stone,Yes,Not available,4,,,81 sq.m.,3,1,from 2.75 m,1,Not available,,Old Renovation,,,,,,,,,"Garegin Nzhdeh street, Stepanavan","$50,000",USD,"Բնակարանը գտնվում է Ստեփքնավան քաղաքի կենտրոնում, Նժդեհի 15 հասցեում:Մանրամասների համար զանգահարելThe apartment is located in the city center, at 15 Nzhdeh street.For more information call",Dec-12-2022_20-00,https://list.am/en/item/18443001
Stone,No,Not available,5,,,59 sq.m.,2,1,from 2.5 m,2,Multiple balconies,By agreement,Old Renovation,,,,,,,,,"Tumanyan street 11, Vanadzor","$30,000",USD,"Բնակարանն ունի 2 սենյակ և նիշա: Արևկող է լուսավոր ու տաք: Գազաֆիկացված է, կա տաք և սառը ջուր:Ունի մառան (кладовка) : Գտնվում է Թումանյան 11 հասցեում, 6-րդ դպրոցի տարածքում: Մանրամասների համար զանգահարել նշված հեռախոսահամարներով:",Dec-12-2022_20-00,https://list.am/en/item/18043290
Stone,No,Not available,5,,,72 sq.m.,3,1,from 2.7 m,4,Open balcony,,Old Renovation,,,,,,,,,"Zoravar Andranik street, Vanadzor","$25,000",USD,"Бнакаран@ аревкох е, ка газ джур (так) тун@ гтнвум е кангарин мот, асцен Зоравар Андраники 99/45.грек миайн смс гин сакаркели",Dec-12-2022_20-00,https://list.am/en/item/16006598
Stone,No,Not available,5,,,49 sq.m.,1,1,from 2.7 m,4,Closed balcony,By agreement,No Renovation,,,,,,,,,"Միկոյան փողոց 2/24, Ալավերդի","$12,000",USD,"State status without an intermediary, if the number is unavailable, write. The price is negotiable.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/15770445
Stone,No,Not available,5,,,74 sq.m.,3,1,from 2.7 m,5,Open balcony,,No Renovation,,,,,,,,,"Viktor Hambartsumyan street 10, Vanadzor","$16,500",USD,"Продается трех комнатная квартира в городе Ванадзор (Кировакан)Общая жилищная площадь 74.07 квадратных метра.Здание газифицировано.Район спальный, спокойный.По близости множество продуктовых магазинов, мини овощной рынок, ателье и т. Д.Из спальных комнат вид на горы. Есть мини балкончик на две персоны.Требуется капитальный ремонт.Полный пакет документов.Возможен торг.Վաճառվում է երեք սենյականոց բնակարան Վանաձորում (Կիրովական)Ընդհանուր բնակելի մակերեսը կազմում է 74.07 քմ։Շենքը գազաֆիկացված է։Մոտակայքում կան բազմաթիվ մթերային խանութներ և այլն։Լեռան տեսարան ննջասենյակներից. Առկա է մինի պատշգամբ երկու անձի համար։Պահանջում է հիմնանորոգում:Փաստաթղթերի ամբողջական փաթեթ.Three-room apartment for sale in Vanadzor (Kirovakan)The total living area is 74.07 square meters.The building is gasified.Sleeping area, calm.There are many grocery stores nearby, a mini vegetable market, ateliers, etc.Mountain views from the bedrooms. There is a mini balcony for two people.Requires a major overhaul.Full package of documents.",Dec-12-2022_20-00,https://list.am/en/item/18245555
Stone,No,Not available,2,,,50 sq.m.,2,1,from 2.6 m,1,Open balcony,Available,No Renovation,,,"Yard view, street view",,,,,,"Կարեն Դեմիրճյան փողոց 2, Վանաձոր","$12,500",USD,"**Look carefully at the floor plan, if you like it, call again for details**An apartment is for sale in the city of Vanadzor, Demirchyan 2 building, in the central part, at the intersection of Shirakatsi Demirchyan streets, the corner building, the window facing Shirakatsi (Khimzavod)On the first floor of a two-story building, two rooms with a total area of 50 square meters. There is a floor plan of the house in the pictures for better visualization. It has the status of an emergency building. It is not renovated, capital renovation is required (it is a Stanlinian building, with the renovation of the given period, without a bathroom, it only has a toilet) It has an open balcony, which can also serve as an entrance, instead of a porch. There is water and electricity in the apartment.I value the apartment at approximately 5 million (5,000,000) drams, I am writing specifically for those who use the dollar exchange rate, if it is in dollars, the final sale will be in drams.Can be negotiated to a real buyer**NOT URGENT**, I have no place to fight, don't charge a ridiculous price for repairs. I am selling the empty house and I am aware of the required expensesApartment for sale in Vanadzor, in the central part, on Demirchyana street (Khimzavod)On the first floor of a two-story house, there are two rooms with a total area of 50 square meters. There is a house plan on the photos for better understanding. Требуется капитальный ремонт (stanlin house) has an open balcony, which can be used as an entrance instead of a porch. There is water and light in the apartment.UrgentlyTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17655599
Stone,No,Not available,5,,,77 sq.m.,3,1,from 2.8 m,5,Open balcony,Available,Old Renovation,,,,,,,,,"Vardanants Street 36, Vanadzor","16,000,000 ֏",AMD,Urgent sale. The price is negotiable.Translated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18463643
Stone,No,Not available,2,Playground,Outdoor parking,55 sq.m.,2,1,from 3.2 m,2,Multiple balconies,Partial Furniture,Old Renovation,,,"Yard view, street view",,,,,,Lorri › Vanadzor,"$28,000",USD,Центр города около1школы. Есть возможность расширить.,Dec-12-2022_20-00,https://list.am/en/item/18706360
Stone,No,Not available,5,,,53 sq.m.,2,1,from 2.75 m,4,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,"Tigran Mets Avenue 48, Vanadzor","$36,000",USD,Прдается квартира на проспекте Тигра на Меца 48.,Dec-12-2022_20-00,https://list.am/en/item/18168905
Panels,No,Available,9,,,88 sq.m.,4,2,from 2.8 m,7,Open balcony,Partial Furniture,Partial Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց 14, Վանաձոր","$55,000",USD,"Bright, spacious and comfortable.In the central part of Vanadzor, the apartment is for rent, or I will exchange it for an apartment in Yerevan.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18066529
Stone,No,Not available,5,,,82 sq.m.,3,1,from 2.7 m,5,Multiple balconies,,Partial Renovation,,,,,,,,,"Սանահին Սարահարթ թաղամաս 3/2, Ալավերդի","$9,000",USD,"A 3-room apartment is for sale on the 5th floor of a five-story building in Sanahin/Sarahart district (near the Ellada wedding hall) It has an open and closed balcony, partial renovation works have been done. There is constant water, electricity, gas. The apartment is empty. Newly purchased and unused repair accessories are also available: Interior and exterior doors, laminate, wallpaper, gypsonite, plasterboard, light cords, etc. If purchased together with repair kits, the price changes to $12,000. The bathroom is renovated in designer style. Doors, wallpaper and laminate are also selected in a designer style. In case of questions, call the indicated phone number.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18282733
Bricks,Yes,Not available,4,,,80 sq.m.,3,1,from 2.8 m,4,Open balcony,,Major Renovation,,,,,,,,,"Տարոն-4 թաղամաս 1, Վանաձոր","$28,000",USD,Three-room apartmentUtility with all amenities2 basementsZhesti's garageTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18522091
Panels,No,Not available,9,,,64 sq.m.,3,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation,,,,,,,,,"Գրիբոեդովի փողոց 3, Վանաձոր","11,000,000 ֏",AMD,"The apartment is located at 3/8 Griboyedov street, Bazum district, Vanadzor city. The total area is 64.5 sq. M. He changed the entrance door and window: Euro;The apartment is located on the 2nd floor of a 9-storey building. It is sunny. 2 made into 3. Cosmetically refurbished. It has all utilities: Electricity, gas, hot and cold water. There is an 80-liter water heater, boiler-BAXI, which is completely newly installed. A 400 liter water tank is also installed.It is sold partially with the property. The closed dungeon is used as the 4th room.Has INTERNET: Unlimited.The bathroom floor is tiled and the walls are plastered and leveled ready for tiling.On the second floor, there is a separate storage room of 3 square meters, which is very convenient for storing cans and tools and not only that.Close to school and kindergarten.The price is 11,000,000 Dr. NEGOTIABLE...PART BY PART ALSO POSSIBLETranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18016758
Stone,No,Not available,5,,,105 sq.m.,4,1,from 3 m,4,Multiple balconies,Not available,Partial Renovation,,,,,,,,,"Գրիգոր Լուսավորչի փողոց 52, Վանաձոր","21,000,000 ֏",AMD,"4-room apartment is for sale in Grigor Lusavorich 52 building (near the market) 105 sq. M. The apartment is located on the 4th floor of a 5-storey building. It is very grassy and bright. It has an iron door, heating system, euro windows. The bathroom is completely new, it has a heated floor, a 100 liter water tank is installed, the pipes and the electric wires are new. The doors of all the rooms are available. The whole area of the house is plastered. The apartment has open and closed balconies and small storage room. For more information call:Whatsap_It is possible to exchange with a 3-room apartment (in the central districts of the city) with your surcharge.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17500813
Monolith,No,Not available,5,,,68 sq.m.,2,1,from 2.5 m,5,Closed balcony,Available,Old Renovation,,,,,,,,,Lorri › Vanadzor,"$26,000",USD,"Seismic, sunny apartment in Taron 2 district.The apartment is located above the 30 school, it is a 3-4 minute walk to the school, and the 28 school is a 10-15 minute walk. It is a 3-minute walk from the kindergarten. They haven't lived in the apartment for many years, it needs major repairs. It was originally a 2-room apartment, but the balconies were closed, other changes were made inside, thanks to which it became more spacious.Without agency.You can write for questions.It also has a cellar and a cellar.It has a high ceiling, but the height still needs to be determined.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18252526
Stone,No,Not available,4,,,56 sq.m.,2,1,from 3 m,1,Closed balcony,Available,Old Renovation,,,,,,,,,Lorri › Alaverdi,"$13,000",USD,"2-room apartment on the 1st floor of Engels 4 building is for sale urgently.The apartment is in good condition, has 2 basements, a stone garage, for sale together with the property, price 13000 $Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/14876172
Panels,Yes,Available,9,,,71 sq.m.,3,1,from 2.8 m,8,Closed balcony,Partial Furniture,Major Renovation,,,,,,,,,Lorri › Vanadzor,"15,000,000 ֏",AMD,"Euro-renovated, NOT LIVED IN.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18704926
Stone,No,Not available,5,,,74 sq.m.,2,1,from 2.7 m,2,Open balcony,,Partial Renovation,,,,,,,,,"Nersisyan street, Vanadzor","$29,600",USD,"The apartment is located in a sunny, strong, tuff building.The price is calculated for 1 square meter = $400.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18062034
Stone,No,Not available,5,,,79 sq.m.,3,1,from 2.7 m,2,Closed balcony,By agreement,Partial Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց Ц6/8, Վանաձոր","21,000,000 ֏",AMD,"Karen Demirchyan Street 6-8, converted 3 to 4 rooms (a beautiful children's room was added in 2022), a very sunny, bright apartment with a garage, in the center, next to the station park, is for sale. It is a Czech project. It is in a normal, clean, habitable condition (it is currently inhabited), the renovation is 15 years old. The bathroom and shower room are tiled. European windows and Baxi heating system (2021) are installed. The garage, directly under the window, has the possibility to increase.The price is ABSOLUTELY non-negotiable.Call 16:00-22:00.Do not write to Mail.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17909573
Panels,No,Not available,4,,,90 sq.m.,3,1,from 3.2 m,4,Closed balcony,By agreement,Major Renovation,,,,,,,,,"Տիգրան Մեծի պողոտա, Վանաձոր","$72,000",USD,"City center, spacious, high ceiling, copper pipes, wooden floor, with all utilities. Possibility of building a roof.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18140283
Stone,No,Available,2,,,240 sq.m.,6,2,from 3 m,2,Multiple balconies,Not available,No Renovation,,,,,,,,,"Ռուսթավի փողոց, Վանաձոր","$35,000",USD,"Շատ շտապ սկզբից մինչև վերջ կարդացեք նոր զանգեք մանրամասների համար զանգահարել նշված համարին ընդանուր 240 մետր քառակուսի կից սեփական 295 մետր քառակուսի հողամաս բնակարանը բնակելի չէ վերանորօգման կարիք ունի սակարկելի շտապ По срочным подробностям звоните по указанному номеру, пристроена отдельная 240 кв. М, собственный участок 295 кв. М, дом требует ремонта, торг, срочно.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/16779468
Stone,No,Not available,5,,,92 sq.m.,4,1,from 2.75 m,4,Multiple balconies,By agreement,Cosmetic Renovation,,,,,,,,,"Lazyan street, Vanadzor","23,000,000 ֏",AMD,"The apartment is located in the city center, next to VAN BOULANGE, bright, sunny, with all utilities, call for detailsTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18267223
Stone,No,Not available,5,,,74 sq.m.,3,1,from 2.7 m,3,Open balcony,Not available,Partial Renovation,,,,,,,,,Lorri › Vanadzor,"9,000,000 ֏",AMD,"Apartment in Gugark, fortified after the earthquake, on the 3rd floor of a 5-storey building, pasture, has an open balcony. Has a basement տարածք garage area (38 m) with a certificate of ownership.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/13132411
Stone,Yes,Available,4,,,97 sq.m.,4,1,from 2.6 m,3,Not available,Not available,Old Renovation,,,,,,,,,"Vardanants Street, Vanadzor","$49,500",USD,A 4-room apartment in the center of Vanadzor is for saleTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/16881351
Stone,No,Not available,5,,,56 sq.m.,2,1,from 2.8 m,1,Not available,,Euro Renovation,,,,,,,,,"Karen Demirchyan Street, Vanadzor","$60,000",USD,"Продаётся 2-комн. Квартира в Ванадзорe, 56 кв. М. , 1/5 этаж, капитальный ремонт, каменное здание.После ремонта, обставлена новым мебелем и техникой.Имеет два входа в квартиру, с подъезда и со двора.Двор с отделкой.Двор 67 кв м.",Dec-12-2022_20-00,https://list.am/en/item/18473570
Stone,No,Not available,5,,,200 sq.m.,4,1,from 2.7 m,1,Multiple balconies,By agreement,Cosmetic Renovation,,,,,,,,,"Lazyan street 18, Vanadzor","$47,000",USD,"The entrance to the apartment is from the back of the building, it has a basement under the whole house, which is also renovated, has a separate bathroom. Call for questionsTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17532675
Panels,No,Available,9,,,80 sq.m.,4,1,from 2.75 m,5,Open balcony,By agreement,Major Renovation,,,,,,,,,"Улица Черкаси 4, Ванадзор","16,000,000 ֏",AMD,"It is a very sunny and warm apartment, fully renovated (except for 1 room), heating boiler,constant hot and cold water, all water and sewer pipes replaced, electrical wiring completely replaced, each room with a separate fuse_switch. Negotiable, I will listen to an exchange offer with my own house or an apartment in Yerevan (with an additional fee from me)Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18255647
Stone,No,Not available,5,,,27 sq.m.,1,1,from 2.7 m,1,Closed balcony,Not available,Partial Renovation,,,,,,,,,"Երևանյան խճուղի 76, Վանաձոր","$18,000",USD,"Can serve as commercial space (shop, office space)Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18453949
Panels,No,Not available,4,,,97 sq.m.,3,1,from 2.7 m,4,Not available,,Major Renovation,,,,,,,,,"Տարոն-4 թաղամաս, Վանաձոր","$30,000",USD,"The apartment is for sale. It is located in Taron 4 district of Vanadzor. (4th floor)Price-$30,000 (negotiable)The apartment is in an excellent renovated condition, except for the kitchen. The kitchen needs cosmetic repairs.The garage is given together with the house.The price includes the added 5th floor, which is an area of 100 square meters, which you can later connect to the house with stairs. A part of the property is also given along with the house.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18580049
Stone,No,Not available,5,"Intercom entry, playground",Garage,80 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Old Renovation,,,"Yard view, street view, city view, park view",,,,,,"Կարեն Դեմիրճյան փողոց 22, Վանաձոր","20,000,000 ֏",AMD,"The house was renovated a few years ago, now it is in good condition, it has a vault, open and closed, on both sides of the building.Parquet floor, wooden doors, closet, wooden closet in the corridor, wooden kitchen furniture.Has a garage in the yard.I will bargain to a real buyer.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18602575
Panels,No,Available,9,,,77 sq.m.,3,1,from 2.7 m,9,Open balcony,Not available,No Renovation,,,,,,,,,"Cherkasy street 1, Vanadzor","7,000,000 ֏",AMD,The building was reinforced after the earthquake with an anti-earthquake mechanism.Translated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18134302
Panels,No,Available,9,,,82 sq.m.,4,1,from 2.8 m,9,Closed balcony,Not available,Euro Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց, Վանաձոր","$42,000",USD,"A sunny, spacious and comfortable apartment with all utilities is for sale (as well as in exchange with own house) in the central part of the city. The apartment is renovated, equipped with the best heating system, the kitchen floor is heated. Please call real buyers, the price is NEGOTIABLE.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17368179
Stone,Yes,Not available,4,,,130 sq.m.,5,1,from 2.8 m,4,Multiple balconies,,Designer Renovation,,,,,,,,,"Թորոսյան փողոց, Սպիտակ","$55,000",USD,5-room fully renovated apartment for sale. It has a garage and a basement.Translated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18462288
Stone,Yes,Not available,3,,,42 sq.m.,2,2,from 2.7 m,3,Open balcony,Not available,Euro Renovation,,,,,,,,,"S.Avetisyan St, Spitak","$30,000",USD,"It has a plot of 325 square meters. For questions, call the indicated number.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/15610922
Monolith,Yes,Not available,5,,,105 sq.m.,4,3+,from 2.75 m,1,Multiple balconies,,No Renovation,,,,,,,,,"Տարոն-2 թաղամաս 10-1, Վանաձոր","$27,500",USD,"4-room apartment is for sale on Taron 2 CS 53, on the 1st floor the condition of the apartment is 105 sq. M., the bedrooms are affordable ավետ the price is negotiable, it is possible to exchange it with a 3-room apartment near the city center only without extra charge it is possible to buy the apartment with a mortgage.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17426713
Panels,No,Available,9,,,86 sq.m.,4,3+,from 2.75 m,3,Closed balcony,,Partial Renovation,,,,,,,,,"Grigor Lusavorich street, Vanadzor","$62,000",USD,"A four-room apartment is for sale in Vanadzor, 86 sq. M., Karen Demirchyan street, 14 apartment is in excellent condition, the front door is iron, the corridor is tiled, all the meters are in place, for more information call the phone number mentioned in the announcement.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17428388
Stone,No,Not available,5,,,99 sq.m.,4,2,from 3 m,5,Multiple balconies,Available,Major Renovation,,,,,,,,,Lorri › Vanadzor,"$74,900",USD,"A sunny apartment equipped with all utilities is for sale in the city center (Myasnikyan 4) 2 apartments connected to each other with one cadastral book. The apartment has 2 closed and 1 open balconies. It has a central heating system, the roof is repaired. It has 2 nodes.The yard also has a privatized garage (for an additional fee) It is also available for long-term rent for 220,000 drams per month;Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18004210
Monolith,Yes,Not available,5,,,98 sq.m.,3,1,from 2.8 m,5,Multiple balconies,Not available,Partial Renovation,,,,,,,,,"Meqenashinararneri district, Vanadzor","$19,500",USD,It is also possible to exchange with your own home for an additional feeTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18428391
Stone,No,Not available,5,,,72 sq.m.,3,1,from 2.8 m,5,Closed balcony,By agreement,Euro Renovation,,,,,,,,,"Երևանյան խճուղի 107, Վանաձոր","$27,000",USD,"The apartment is located in front of the village, it is renovated, it has a basement(negotiable for cash purchase)Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17723061
Stone,No,Available,3,,,82 sq.m.,3,1,from 3 m,2,Open balcony,,Partial Renovation,,,,,,,,,"Շահումյան փողոց 7, Սպիտակ","$30,000",USD,"A three-room apartment for sale in WhiteningShahumyan street (Industry district)The apartment has a living room, two bedrooms, a kitchen, a spacious hall, a bathroom.It is equipped with all utilities.It is 800 meters away from the city center.There is a kindergarten and a high school nearby.For details, call the indicated numbersTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18417110
Stone,Yes,Not available,2,,,2000 sq.m.,8+,1,from 2.7 m,2,Open balcony,Not available,No Renovation,,,,,,,,,"Միքաելյան փողոց 1, Ստեփանավան","$50,000",USD,"Two apartments are for sale, they are located on the same plot of landTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18261619
Stone,No,Not available,5,,,74 sq.m.,3,1,from 2.8 m,4,Closed balcony,Not available,Partial Renovation,,,,,,,,,"Agayan street 77, Vanadzor","8,500,000 ֏",AMD,The apartment is in normal condition. Exchange with your car for an additional feeTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/16776064
Panels,No,Available,9,,,80 sq.m.,3,1,from 2.8 m,1,Multiple balconies,By agreement,Old Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց 14, Վանաձոր","$25,000",USD,"3-room apartment is for sale, exchange is possibleTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/16910734
Stone,No,Not available,4,,,27 sq.m.,1,1,from 2.7 m,3,Open balcony,Not available,Major Renovation,,,,,,,,,"Agayan street 63, Vanadzor","800,000 ₽",RUB,The price is indicated in rubles or AMDTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/17643628
Stone,Yes,Not available,4,,,85 sq.m.,3,1,from 2.8 m,3,Open balcony,,Designer Renovation,,,,,,,,,Lorri › Stepanavan,"$52,000",USD,"Hurry!The apartment is located in the center of the city, on Nzhdehi street, next to the cinema building.The price is final.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18516000
Monolith,Yes,Not available,5,,,51 sq.m.,1,1,from 3 m,2,Closed balcony,Available,Partial Renovation,,,,,,,,,"Վերածննդի փողոց, Վանաձոր","6,600,000 ֏",AMD,"The apartment is located in the Taron 2 district of Vanadzor, on the 2nd floor of a 5-story building. The apartment is one room, turned into two. It has all the utilities. It is sold with the property. Now the apartment is rented out.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18376409
Stone,No,Not available,4,Intercom entry,,34 sq.m.,2,1,from 2.5 m,4,Open balcony,Not available,No Renovation,,,City view,,,,,,Lorri › Vanadzor,"$25,000",USD,One bedroom turned into twoTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18337903
Stone,No,Not available,5,,,47 sq.m.,2,1,from 2.6 m,3,Closed balcony,,Cosmetic Renovation,,,,,,,,,Lorri › Vanadzor,"$20,000",USD,"Квартира находится в районе Димац. В хорошем состоянии, все удобства есть. Можно звонить на вацаб, всегда на связи.",Dec-12-2022_20-00,https://list.am/en/item/17762944
Panels,No,Available,9,,,140 sq.m.,5,1,from 2.7 m,1,Open balcony,By agreement,Cosmetic Renovation,,,,,,,,,"Agayan street 59/3, Vanadzor","$43,000",USD,"Apartment in Vanadzor, which can be used for commercial, office or other purposes.Area 140m, first floor, five rooms, projectile, 20 meters front. It has a basement of about 100 square meters, as it is possible to increase the area by about 100 square meters (there is a precedent)Negotiable:Vanadzor Vanadzorum:Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/16491054
Panels,Yes,Not available,5,,,105 sq.m.,4,1,from 2.8 m,5,Open balcony,,No Renovation,,,,,,,,,"Микрорайон Ани 1А, Ташир","$13,000",USD,"City Tashir. Ani district, Gruz-Armenstroy.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17787710
Stone,No,Not available,4,,,79 sq.m.,3,1,from 2.8 m,4,Not available,Not available,Cosmetic Renovation,,,,,,,,,"Stepan Shahumyan Street 26, Spitak","11,000,000 ֏",AMD,"Վաճառվում է 3 սենյականոց բնակարան Սպիտակ քաղաքի կենտրոնում, պատուհաններից երեքը եվրո, կոսմետիկ վերանորոգված։",Dec-12-2022_20-00,https://list.am/en/item/16627177
Stone,No,Not available,5,,,53 sq.m.,2,1,from 2.75 m,4,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,"Tigran Mets Avenue, Vanadzor","$36,000",USD,Վաճառվում է բնակարան Տիգրան Մեծի պողոտա հասցեում։Վերանորոգված է,Dec-12-2022_20-00,https://list.am/en/item/18167218
Stone,No,Not available,5,,,55 sq.m.,2,1,from 2.75 m,3,Multiple balconies,Not available,Major Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց 8, Վանաձոր","14,500,000 ֏",AMD,Call in case of questionsTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18671777
Stone,No,Not available,5,,,53 sq.m.,2,1,from 2.75 m,4,Open balcony,,Cosmetic Renovation,,,,,,,,,"Tigran Mets Avenue, Vanadzor","$37,000",USD,Վաճառվում է երկու սենյականոց բնակարան Տիգրան Մեծի 48 հասցեում։Վերանորոգված է,Dec-12-2022_20-00,https://list.am/en/item/18166971
Stone,No,Not available,2,,,100 sq.m.,4,1,from 2.7 m,1,Closed balcony,By agreement,Euro Renovation,,,,,,,,,"Շիրակացի փողոց, Վանաձոր","11,500,000 ֏",AMD,"Վաճառում եմ բնակարան Ք. Վանաձոր, Շիրակացի 13շ. 13բն. , գտնվում է «Խիմզավոդ» թաղամասում, այգուց 100մ դեպի վերև, վերանորոգված է ընդհանուր շատ լավ վիճակում է գտնվում, ետնամասում առկա է բացօթյա տաղավար, պահեստային դոմիկ, փոքր հող, 4 սենյակ, 100քմ. , մանրամասների համար զանգահարել….",Dec-12-2022_20-00,https://list.am/en/item/16417527
Panels,Yes,Available,9,,,86 sq.m.,3,1,from 2.7 m,5,Open balcony,Available,Euro Renovation,,,,,,,,,"Vardanants Street 86, Vanadzor","$50,000",USD,"The house is located in the center of the city, it is newly renovated, it has an individual heating system, hot and cold water, the windows have been replaced, for other questions, call the indicated number, urgent, urgent, negotiableTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18293361
Stone,No,Not available,3,,,70 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Euro Renovation,,,,,,,,,Lorri › Tashir,"8,500,000 ֏",AMD,"Apartment for sale c. On Schoolmen's street in Tashir, with all the property, possibly with a mortgage, the price is negotiableTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17368607
Stone,No,Available,9,,,62 sq.m.,3,1,from 2.5 m,7,Open balcony,Available,Old Renovation,,,,,,,,,"Myasnikyan street 3, Vanadzor","1,800,000 ₽",RUB,"Девятиэтажка на пересечении улиц Мясникяна и Г. Люсаворич. Рынок, вещевой рынок, универмаг- в шаговой доступностиВо дворе- театр им. ОбелянаТребуется ремонт.",Dec-12-2022_20-00,https://list.am/en/item/18146103
Stone,Yes,Not available,1,,,46 sq.m.,2,1,from 2.8 m,1,Not available,Available,Euro Renovation,,,,,,,,,"Տարոն-3 թաղամաս, Վանաձոր","6,000,000 ֏",AMD,"Վաճառվում է 2 սենյականոց բնակարան Վանաձորի Տարոն 3 թաղամասում։Մեկ հարկանի շինություն է, արևոտ է ու չոր։Բնակարանը վերանորոգված է, սանհանգույցը սալիկապատ, տեղադրված են եվրոպատուհաններ:ՈՒնի ավելացված շինություն, ինչպես նաև մեծ նկուղ, իսկ առջևում ավտոկայանատեղի։",Dec-12-2022_20-00,https://list.am/en/item/17090540
